sample_id,image_path,question,ground_truths,prediction_claude_sonnet__claude_sonnet,inference_time_ms_claude_sonnet__claude_sonnet,extracted_text_claude_sonnet__claude_sonnet,error_claude_sonnet__claude_sonnet,prediction_gpt-5-nano__gpt-5-nano,inference_time_ms_gpt-5-nano__gpt-5-nano,extracted_text_gpt-5-nano__gpt-5-nano,error_gpt-5-nano__gpt-5-nano
chartqapro_mini_0036,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/chartqapro_mini/images/chartqapro_0036.png,"[""what percentage of countries in south asia fall under the 'high' category for gender inequality?""]","[""['22%']""]",,54653.4960269928,"Here's the complete text extraction from the image:

Title: ""Gender Inequality In..""

Definition text:
The Gender Inequality Index (GII) is a composite metric of gender inequality reflecting gender-based disadvantage in three dimensions— reproductive health, empowerment and the labour market. It shows the loss in potential human development due to inequality between female and male achievements in these dimensions. It ranges from 0, where women and men fare equally, to 100, where one gender fares as poorly as possible in all measured dimensions.

Legend categories (with percentages):
Very Low (23%)
Low (19%)
Medium (32%)
High (22%)
Very High (4%)

Notable countries labeled:
- United Kingdom
- Denmark
- China
- United States
- Mexico
- Indonesia
- India
- Nigeria
- Yemen

Regional breakdown (GII by Region):
1. Sub-Saharan Africa: Avg GII 55.2
(17% Very Low, 76% High, 7% Very High)

2. South Asia: Avg GII 47.7
(67% Medium, 22% High, 11% Very High)

3. Americas: Avg GII 36.1
(3% Very Low, 19% Low, 74% Medium, 3% High)

4. Middle East & N. Africa: Avg GII 35.3
(16% Very Low, 32% Low, 37% Medium, 11% High, 5% Very High)

5. East Asia & Pacific: Avg GII 32.1
(24% Very Low, 19% Low, 48% Medium, 5% High, 5% Very High)

6. Europe & Central Asia: Avg GII 13.4
(63% Very Low, 35% Low, 2% Medium)

Scale: 0 (Less Inequality) to 100 (More Inequality)

Additional notes:
- The chart shows 170 countries ranked by 2022 GII
- Circles are sized by population
- Data sources: UNDP Human Development Report, Wikipedia
- Designed by Kizley Benedict","LLM answering failed: Error code: 404 - {'error': {'code': 'DeploymentNotFound', 'message': 'The API deployment for this resource does not exist. If you created the deployment within the last 5 minutes, please wait a moment and try again.'}}",,38345.083236694336,,
chartqapro_mini_0037,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/chartqapro_mini/images/chartqapro_0037.png,['what is the percentage of household waste sent for composting in the usa?'],"[""['60%']""]",,38597.362756729126,"Here's the extracted information from the environmental sustainability dashboard:

1. Total Municipal Solid Waste Discards (by Material) - Pie Chart:
- Paper & Paper Board: 15%
- Yard Trimmings: 9%
- Metals: 10%
- Glass: 6%
- Plastic: 18%
- Wood: 9%
- Food: 22%
- Rubber, Leather & Textiles: 12%
- Other: 5%

2. % Of Household Waste Center Composition - Bar Chart:
Shows bars for multiple regions including:
- East of England
- USA
- London
- Multiple ""Add Country Here"" entries
Values appear to range from 0-70% on y-axis

3. Green House Gas Emissions (million tones of CO2 equivalent) - Line Graph:
- 2014: 72.5
- 2015: 75.6
- 2016: 74.6
- 2017: 70.9
- 2018: 69.0

4. Energy Use By Fuel Type - Pie Chart:
Total: 10,151
- Sales: 20%
- Natural Gas: 32%
- Motor Gasoline: 18%
- Oil: 17%
- Products: 10%
- Biomass: 8%
- Others: 5%

Note at bottom: ""This graph/chart is linked to excel, and changes automatically based on data. Just left click on it and select 'Edit Data'.""","LLM answering failed: Error code: 404 - {'error': {'code': 'DeploymentNotFound', 'message': 'The API deployment for this resource does not exist. If you created the deployment within the last 5 minutes, please wait a moment and try again.'}}","From the extracted chart text, panel 2 shows ""% Of Household Waste Sent for Composition"" for regions including the USA, but the exact percentages are not labeled on the bars. Therefore, the precise percentage for the USA cannot be determined from this image alone.

If you have access to the chart’s underlying data (the note says you can edit data in Excel), open the data source and read the exact value for the USA. If you share the underlying data or a higher-resolution image, I can help extract the exact figure.",32842.86308288574,"Here is the text data shown in the chart, organized by panel.

1) Total Municipal Solid Waste Discards (by Material)
- Paper & Paper Board: 15%
- Yard Trimming: 9%
- Metals: 10%
- Glass: 6%
- Plastic: 18%
- Wood: 9%
- Food: 22%
- Rubber, Leather & Textiles: 12%
- Other: 5%

2) % Of Household Waste Sent for Composition
- East of England
- USA
- London
- A dd Country Here
- A dd Country Here
- A dd Country Here
- A dd Country Here
- A dd Country Here
- A dd Country Here
- A dd Country Here
Note: The y-axis is labeled ""% of household waste"" (0–70) with a red horizontal line (target level around ~50%); exact percentages for each bar are not labeled on the image.

3) Green House Gas Emissions (million tonnes of CO2 equivalent)
- 2014: 72.5
- 2015: 75.6
- 2016: 74.6
- 2017: 70.9
- 2018: 69.6

4) Energy Use By Fuel Type
- Total: 10,151 PJ (center)
- Natural Gas: 32%
- Oil: 17%
- Motor Gasoline: 18%
- Products: 10%
- Biomass: 8%
- Others: 5%
- Sales: 20%

Note: The bottom caption reads: “This graph/chart is linked to excel, and changes automatically based on data. Just left click on it and select ‘Edit Data’.”",
chartqapro_mini_0038,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/chartqapro_mini/images/chartqapro_0038.png,['what is the difference between the fiscal support announce since december 2020 by us vs euro area?'],"[""['7']""]",,26967.183828353882,"Here's all the text and data from the chart:

Y-axis: ""% points of GDP""
Scale: 0-14 in increments of 2

Legend/Labels:
- ""Fiscal support* announced since Dec 2020"" (Light blue)
- ""Cumulative fiscal support as of Dec 2020"" (Dark blue)

Regions shown:
- US
- Euro area
- Japan

Values (approximate):
US:
- Recent support: ~8.5%
- Cumulative: ~5%
Total: ~13.5%

Euro area:
- Recent support: ~1%
- Cumulative: ~6%
Total: ~7%

Japan:
- Recent support: ~0%
- Cumulative: ~3.5%
Total: ~3.5%

Source credit: ""SOURCE: OECD"" and ""BEF""","LLM answering failed: Error code: 404 - {'error': {'code': 'DeploymentNotFound', 'message': 'The API deployment for this resource does not exist. If you created the deployment within the last 5 minutes, please wait a moment and try again.'}}","5 percentage points of GDP. The United States announced 6% of GDP since December 2020, while the Euro area announced 1% of GDP.",27208.643913269043,"Here is all the text and data shown in the chart.

Texts and labels
- Y-axis label: % points of GDP
- Left legend (cyan): Fiscal support announced since Dec 2020
- Left legend (dark blue): Cumulative fiscal support as of Dec. 2020
- X-axis labels: US, Euro area, Japan
- Tick labels on Y-axis (right side): 0, 2, 4, 6, 8, 10, 12, 14
- Source: OECD

Data by country (percent of GDP)
- United States (US)
  - Cumulative as of Dec 2020: 8%
  - Fiscal support announced since Dec 2020: 6%
  - Total: 14% of GDP

- Euro area
  - Cumulative as of Dec 2020: 6%
  - Fiscal support announced since Dec 2020: 1%
  - Total: 7% of GDP

- Japan
  - Cumulative as of Dec 2020: 3%
  - Fiscal support announced since Dec 2020: 1%
  - Total: 4% of GDP",
chartqapro_mini_0039,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/chartqapro_mini/images/chartqapro_0039.png,['what is the average percentage of the population below $1 a day in nigeria across both periods?'],"[""['65%']""]",,24554.10671234131,"Here is the text and data extracted from the chart:

Title: ""Poverty in Africa""

Y-axis (Countries):
- Tanzania
- Madagascar
- Ethiopia
- Cameroon
- Senegal
- South Africa

Time Period Legend:
- 1990-99
- 2000-06

Note: ""% of population below $1* a day""
Footnote: ""*At purchasing power parity""
Source: ""Source: World Bank""

The bars show percentages for two time periods (1990-99 and 2000-06) for each country, with the darker bars representing 1990-99 and lighter bars representing 2000-06.

Additional countries shown in what appears to be a second part of the chart:
- Nigeria
- Mozambique
- Mali
- Burkina Faso
- Cote d'Ivoire
- Zambia

The scale appears to go from 0 to approximately 80 or 90 percent.","LLM answering failed: Error code: 404 - {'error': {'code': 'DeploymentNotFound', 'message': 'The API deployment for this resource does not exist. If you created the deployment within the last 5 minutes, please wait a moment and try again.'}}","I can’t determine the exact average without the two period values. The average is (P1 + P2) / 2, where P1 and P2 are the percentages for Nigeria in the two periods.

If you provide the two numbers (e.g., P1 = …%, P2 = …%), I’ll compute the average right away. Example: if P1 = 60% and P2 = 70%, the average is 65%.",37198.660135269165,,
chartqapro_mini_0040,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/chartqapro_mini/images/chartqapro_0040.png,['What is the difference between the longest blue bar and the longest orange bar?'],"[""['7']""]",,37662.18400001526,"This image shows a horizontal bar chart comparing voting intentions for New Zealand political parties among National voters from 2017, both before and after a leadership change.

Title: ""If a New Zealand general election were held tomorrow, for which party would you cast your party vote? -Voted National in 2017""

Political Parties (left axis):
- ACT New Zealand (14% pre / 11% post)
- Green Party (2% pre / 1% post)
- Labour Party (19% pre / 19% post)
- MANA Movement (0% both periods)
- Maori Party (0% both periods)
- National Party (56% pre / 49% post)
- New Conservative Party (3% pre / 2% post)
- New Zealand First Party (5% pre / 1% post)
- The Opportunities Party (0% both periods)
- Another party (0% pre / 1% post)
- Don't know (10% pre / 8% post)

Scale (horizontal axis): 0% to 60% in 10% increments

Legend:
- Blue bars: ""National voters 2017, post Ms Collins' selection as leader""
- Orange bars: ""National voters 2017, pre Ms Collins' selection as leader""","LLM answering failed: Error code: 404 - {'error': {'code': 'DeploymentNotFound', 'message': 'The API deployment for this resource does not exist. If you created the deployment within the last 5 minutes, please wait a moment and try again.'}}",7 percentage points. The longest blue bar is 56% (National post-Collins) and the longest orange bar is 49% (National pre-Collins).,34812.84403800964,"Here are the data shown in the chart (two values per party):

- ACT New Zealand: post-Collins 11%, pre-Collins 14%
- Green Party: post-Collins 1%, pre-Collins 2%
- Labour Party: post-Collins 19%, pre-Collins 19%
- MANA Movement: post-Collins 0%, pre-Collins 0%
- Maori Party: post-Collins 0%, pre-Collins 0%
- National Party: post-Collins 56%, pre-Collins 49%
- New Conservative Party: post-Collins 2%, pre-Collins 3%
- New Zealand First Party: post-Collins 1%, pre-Collins 3%
- The Opportunities Party: post-Collins 0%, pre-Collins 0%
- Another party: post-Collins 0%, pre-Collins 1%
- Don’t know: post-Collins 8%, pre-Collins 10%

Legend:
- Blue bars = National voters 2017, post Ms Collins’ selection as leader
- Orange bars = National voters 2017, pre Ms Collins’ selection as leader",
chartqapro_mini_0041,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/chartqapro_mini/images/chartqapro_0041.png,"['what is the combined percentage of victims who are black, white hispanic, and white?']","[""['85.76%']""]",,43879.549980163574,"Here's all the text and data from the image:

Title: EXPLORING NYPD COMPLAINT DATA
Subtitle: 2006 - 2019

Left Panel (Incidents by hour):
- Shows a line graph with values ranging from 99,806 to 419,390
- ""Average"" marked as a dotted line

Center Panel (Which area has the least crime?):
- STATEN ISLAND: 325,964
- QUEENS: 1,374,817
- BRONX: 1,509,269
- MANHATTAN: 1,674,881
- BROOKLYN: 2,066,836

Right Panel (Quarterly average):
- Line graph showing trend over time
- Ends at 105,529

VICTIMS vs SUSPECTS section:

Left graph (What race is most common amongst victims and suspects?):
- BLACK: 35.79%
- WHITE HISPANIC: 24.05%
- WHITE: 25.92%
- BLACK HISPANIC: 5.03%
- ASIAN/PACIFIC I.: 8.52%
- AMERICAN INDIAN/A.: 0.69%
- OTHER: 0.00%

Right section:
- 62% of Victims are Female
- F: 2,722,786
- M: 2,281,517

Legend:
- Victims (filled circle)
- Suspects (empty circle)

Footer:
Data Source: NYC Open Data | Design: Alisha Dhillon","LLM answering failed: Error code: 404 - {'error': {'code': 'DeploymentNotFound', 'message': 'The API deployment for this resource does not exist. If you created the deployment within the last 5 minutes, please wait a moment and try again.'}}",,40356.30106925964,,
chartqapro_mini_0042,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/chartqapro_mini/images/chartqapro_0042.png,"['what is the average percentage of ""up"" results across all reporting seasons shown?']","[""['61.7']""]",,34907.72199630737,"This chart shows ""Australian dividends relative to a year ago"" across different reporting seasons.

Y-axis: Shows ""% of results"" from 0 to 100%

The data is split into three categories (shown in different patterns):
- ""up"" (shown in blue/hatched pattern)
- ""flat"" (shown in green/checkered pattern)
- ""down"" (shown in red/solid pattern)

Reporting seasons shown from left to right:
Feb 11
Aug 11
Feb 12
Aug 12
Feb 13
Aug 13
Feb 14
Aug 14
Feb 15
Aug 15
Feb 16
Aug 16
Feb 17
Aug 17

Sample values across seasons:
Feb 11: up 63%, down 25%
Aug 11: up 63%, down 19%
Feb 12: up 53%, down 22%
Feb 17: up 66%, down 14%

Source attribution: Source: AMP Capital

The chart shows the trend of Australian dividend changes over time, with percentages for companies increasing, maintaining, or decreasing their dividends compared to the previous year.","LLM answering failed: Error code: 404 - {'error': {'code': 'DeploymentNotFound', 'message': 'The API deployment for this resource does not exist. If you created the deployment within the last 5 minutes, please wait a moment and try again.'}}",,49064.97621536255,,
chartqapro_mini_0043,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/chartqapro_mini/images/chartqapro_0043.png,['what is the frt value of the chart that the lines have the least intersections?'],"[""['3.19']""]",,39820.13273239136,"Here's the extracted information from the dashboard image:

1. Live chat today
- NPS: 71
- FRT: 3.19
- Shows checkmark indicator

2. Live chat - tickets today
- Graph showing ""New"" and ""Closed"" tickets
- Y-axis: 0-250
- X-axis: Time from 09:00 to 15:00
- Lines showing fluctuations throughout the day

3. Email today
- NPS: 69
- FRT: 18.24
- Shows checkmark indicator

4. Email - tickets today
- Graph showing ""New"" and ""Closed"" tickets
- Y-axis: 0-120
- X-axis: Time from 09:00 to 15:00

5. Call today
- NPS: 75
- FRT: 2.59
- Shows checkmark indicator

6. Self-service
- Graph showing ""New"" and ""Closed""
- Y-axis: 0-200
- X-axis: Time from 09:00 to 15:00
- NPS: 48
- Visitors p/28 days: 85.2k
- ""-2.6k vs prev""

7. Visitors - past 28 days
- Graph showing ""past 28 days"" and ""prev 28 days""
- Y-axis: 0-8,000
- X-axis: Dates from 5 Jun to 26 Jun

8. Footer shows:
- ""U-HEALTH Multi channel support""
- Time: 16:33","LLM answering failed: Error code: 404 - {'error': {'code': 'DeploymentNotFound', 'message': 'The API deployment for this resource does not exist. If you created the deployment within the last 5 minutes, please wait a moment and try again.'}}",,35192.349910736084,"Here is the text and data visible in the dashboard tiles.

Overall branding/footer
- Multi channel support
- U-HEALTH (logo)
- 16:33 (time)

Tile: Live chat today
- 71 NPS
- 3.19 FRT

Tile: Live chat – tickets today
- Chart with two series: New (blue), Closed (yellow)
- X-axis labels: 09:00, 12:00, 15:00
- Y-axis range: 0 to 250 (tick marks at 0, 50, 100, 150, 200, 250)

Tile: Email today
- 69 NPS
- 18.24 FRT

Tile: Email – tickets today
- Chart with two series: New (blue), Closed (yellow)
- X-axis labels: 09:00, 12:00, 15:00
- Y-axis range: 0 to 120 (tick marks likely 0, 20, 40, 60, 80, 100, 120)

Tile: Call today
- 75 NPS
- 2.59 FRT

Tile: Self-service
- 48 NPS
- 85.2k Visitors p. 28 days
- ▼ 25k vs prev

Tile: Visitors – past 28 days
- Chart with two series: past 28 days (blue), prev 28 days (yellow)
- X-axis labels show dates in June (e.g., 5 Jun, 12 Jun, 19 Jun, 26 Jun)
- Y-axis range: 0 to 8,000 (tick marks at 0, 2,000, 4,000, 6,000, 8,000)

If you want, I can extract these into a compact data format (CSV/JSON) as well.",
chartqapro_mini_0044,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/chartqapro_mini/images/chartqapro_0044.png,['how many more students were enrolled in fall 2015 compared to fall 2017?'],"[""['1406']""]",,56864.1459941864,"Here's the complete text and data extraction from the image:

University Name: Ivy Tower University

Filter Options (Left Panel):
- Gender: All
- Campus: All
- Age: All
- Ethnicity: All
- Residency: All
- FT/PT: All
- Update button

Retention Rates by Gender:
- Female: 76.1% (Fall 2015), 53.9% (Fall 2016)
- Male: 68.3% (Fall 2015), 47.3% (Fall 2016)
Total numbers: *ALL - 2,838 (2015), 2,045 (2016), 1,432 (2017)

Retention Rates by Campus:
- Lansing Campus: 72.2% (Fall 2015), 45.8% (Fall 2016)
- Toledo Campus: 76.9% (Fall 2015), 56.1% (Fall 2016)
- Troy Campus: 68.2% (Fall 2015), 46.4% (Fall 2016)

Retention Rates by Ethnicity:
- African American: 71.2% (Fall 2015), 45.0% (Fall 2016)
- Am Ind/Alaskan: 16.7% (Fall 2015), 50.0% (Fall 2016)
- Asian: 74.3% (Fall 2015), 50.0% (Fall 2016)
- HI/Pac Islander: 81.8% (Fall 2015), 63.6% (Fall 2016)
- Hispanic: 71.4% (Fall 2015), 50.0% (Fall 2016)
- Multiracial: 66.8% (Fall 2015), 47.8% (Fall 2016)
- Not Specified: 77.1% (Fall 2015), 53.0% (Fall 2016)
- Unknown: 62.0% (Fall 2015), 31.2% (Fall 2016)
- White: 79.3% (Fall 2015), 49.6% (Fall 2016)

Retention Rates by Age Group:
- 17-19: 73.1% (Fall 2015), 50.9% (Fall 2016)
- 20-24: 69.9% (Fall 2015), 56.2% (Fall 2016)
- 25 and above: 64.3% (Fall 2015), 40.1% (Fall 2016)

Scale ranges for all charts: 0% to 100%

Total Enrollment values visible:
- 72.0
- 50.4","LLM answering failed: Error code: 404 - {'error': {'code': 'DeploymentNotFound', 'message': 'The API deployment for this resource does not exist. If you created the deployment within the last 5 minutes, please wait a moment and try again.'}}","I can’t determine the difference without the actual enrollment figures for Fall 2015 and Fall 2017 from the chart. Please provide the two numbers (Fall 2015 and Fall 2017), and I’ll compute the difference (Fall 2015 minus Fall 2017).",33447.24893569946,,
chartqapro_mini_0045,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/chartqapro_mini/images/chartqapro_0045.png,[' in how many years did the actual mps killed rate exceed its 5-period moving average?'],"[""['14']""]",,36621.472120285034,"Here's the extracted information from the chart:

Title/Data Type: MPS Fatality Rate Per 100 Million

X-axis: YEAR
- Range: 1984 to 2014 (shown in 5-year intervals)

Y-axis: Fatality Rate Per 100 Million
- Scale: 0.00 to 35.00 (in increments of 5.00)

Legend:
- Blue bars: MPS Killed Rate
- Black line: 5 per. Mov. Avg. (MPS Killed Rate)

Notable data points (approximate values for blue bars):
1984: ~17.5
1989: ~23.0 (spike)
1994: ~13.5
1999: ~19.0
2004: ~8.0
2009: ~15.0
2014: ~32.5 (highest peak)

The graph shows both the actual MPS Killed Rate (represented by blue bars) and a 5-period moving average (shown as a black line) tracking the trend over time. The data appears to be somewhat volatile, with significant spikes and drops throughout the 30-year period, culminating in the highest rate near the end of the timeline.","LLM answering failed: Error code: 404 - {'error': {'code': 'DeploymentNotFound', 'message': 'The API deployment for this resource does not exist. If you created the deployment within the last 5 minutes, please wait a moment and try again.'}}",,40334.1212272644,"Here is what I can extract from the chart text itself and what the data resemble. Some per-year values are not explicitly labeled on the chart, so I’ve separated clearly readable text from data that would require estimation.

Text extracted from the chart
- Y-axis label: MPS Fatality Rate Per 100 Million
- X-axis label: YEAR
- Legend:
  - MPS Killed Rate (blue bars)
  - 5 per. Mov. Avg. (MPS Killed Rate) (black line) 
- Horizontal gridlines show increments of 5 units on the Y-axis.
- Y-axis tick marks (visible): 0.00, 5.00, 10.00, 15.00, 20.00, 25.00, 30.00, 35.00
- Major X-axis year marks (visible on axis): 1984, 1989, 1994, 1999, 2004, 2009, 2014 (these are the labeled ticks; there are bars for each year in between)
- Bar color: blue (MPS Killed Rate)
- Data line color: black (5-year Moving Average of MPS Killed Rate)
- No chart title is visible in the image.

Data notes and what can be provided
- The chart shows two series across years (1984–about 2016): 
  - Annual MPS Killed Rate (blue bars)
  - 5-year moving average of the MPS Killed Rate (black line)
- The exact per-year numeric values are not labeled on the bars or axis beyond the gridlines, so precise numeric data for each year cannot be read with complete accuracy from the image alone.
- If you want precise per-year data, please provide:
  - The underlying data source, or
  - A higher-resolution image, or
  - Permission to generate approximate values by estimating bar heights relative to gridlines (with a note that these are approximate).

If you’d like, I can:
- Provide an approximate per-year data table (1984–2016) by estimating bar heights from the image (with a clear disclaimer about the approximation), or
- Create a structured data format (CSV/JSON) with placeholders or rough estimates, or
- Help you extract only the textual elements as shown above for documentation purposes.

Tell me which option you prefer, and the exact year range you want (e.g., 1984–2016).",
chartqapro_mini_0046,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/chartqapro_mini/images/chartqapro_0046.png,['what is the number of unemployed people in queens (to the nearest whole number)?'],"[""['170218']""]",,48696.51484489441,"Here's all the text and data from the NYC infographic:

Header:
- New York City (NYC) is the most populous city in the United States of America, the world's major financial, political, economic and cultural center
- Location: 40°42'46""N 74°00'21""W

Jurisdiction (Boroughs) & Population (8,405,837):
- Brooklyn: 31%
- Queens: 27%
- Manhattan: 19%
- the Bronx: 17%
- Staten Island: 6%

Gender balance:
- Male: 47%
- Female: 53%

Economy:
- Major Industries: Financial Services, Media, Communications, Technology
- Median Household Income: $80,506
- Median Home Price: $462,500
- Job Growth: 1.8%
- Unemployment: 7.5%
- College Attainment: 35.5%
- Net Migration: 1,330

GDP graph shows rising trend from 2001-2013

Culture:
Quote: ""Each man reads his own meaning into New York"" - Meyer Berger

Cultural Statistics:
- >2,000 arts and cultural organizations
- >500 art galleries
- 40 Broadway theatres
- >80 museums
- >100 parks

Entertainment Categories:
- Entertainment
- Food & Dining
- Shopping
- Music
- Sport
- Landmarks","LLM answering failed: Error code: 404 - {'error': {'code': 'DeploymentNotFound', 'message': 'The API deployment for this resource does not exist. If you created the deployment within the last 5 minutes, please wait a moment and try again.'}}","I don’t have the extracted chart text to pull the value from. Please share the OCR/text extracted from the chart (or a screenshot). Once I can see the number next to “Queens” under unemployed, I’ll round it to the nearest whole number and provide the answer.",39050.44078826904,,
chartqapro_mini_0047,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/chartqapro_mini/images/chartqapro_0047.png,['how many fewer dog bite attacks were reported in june 2005 compared to january 2003?'],"[""['11']""]",,45096.933126449585,"Here's all the text and data from the image:

Title: ""Tracking dog bite attacks""
Subtitle: ""Despite the wave of headlines about pit bull attacks, San Francisco hasn't seen a surge in reported dog attacks in recent months. City records do show pit bulls, however, have accounted for more bites than other breeds since 2003. And many attacks are unprovoked.""

Bar Chart (by month):
- Shows monthly data from 2003-2005
- Y-axis scale: 0 to 60 attacks
- Through late June*: 19 attacks
- Monthly bars shown in blue and light blue
* Note: ""Entire monthly total not available""

Pie Charts:

1. By breed (For the cases in which breed was determined):
- Pit bull: 169
- German shepherd: 62
- Labrador retriever: 58
- Rottweiler: 34
- Jack Russell terrier: 18
- Other: 233

2. By type of attack (All reported dog attacks since 2003):
- Unprovoked: 415
- Provoked: 95
- Involving another dog: 171
- Unknown or other: 253

Note: ""Pit bull figures include dogs listed as American pit bull terrier or American Staffordshire terriers. Includes mixed breeds.""

Source: San Francisco Animal Care and Control
Credit: The Chronicle","LLM answering failed: Error code: 404 - {'error': {'code': 'DeploymentNotFound', 'message': 'The API deployment for this resource does not exist. If you created the deployment within the last 5 minutes, please wait a moment and try again.'}}",,30986.135005950928,"Here is the text and the data that can be read from the chart.

Title and caption
- Tracking dog bite attacks
- Despite the wave of headlines about pit bull attacks, San Francisco hasn't seen a surge in reported dog attacks in recent months. City records do show pit bulls, however, have accounted for more bites than other breeds since 2003. And many attacks are unprovoked.

By month
- By month (2003–2005), with a scale up to 60 attacks (y-axis labeled 0–60 with tick marks, and “60 attacks” at the top right)
- Through late June*: 19 attacks
- Note: * Entire monthly total not available

By breed (for cases where breed was determined)
- Pit bull: 169
- Other: 285
- German shepherd: 62
- Labrador retriever: 58
- Rottweiler: 34
- Jack Russell terrier: 18
- Note: For the cases in which breed was determined; Pit bull figures include dogs listed as American pit bull terrier or American Staffordshire terriers. Includes mixed breeds.

By type of attack (all reported dog attacks since 2003)
- Unproved: 415
- Involving another dog: 253
- Unknown or other: 171
- Provoked: 95

Source and notes
- Note: Pit bull figures include dogs listed as American pit bull terrier or American Staffordshire terriers. Includes mixed breeds.
- Source: San Francisco Animal Care and Control
- The Chronicle

If you’d like, I can try to extract or estimate exact monthly values from the bar chart if you provide a higher-resolution image or allow me to approximate from the bars.",
chartqapro_mini_0048,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/chartqapro_mini/images/chartqapro_0048.png,['what is the approximate percentage decline in low idealization after 36 months?'],"[""['85%']""]",,33093.75524520874,"From this line graph:

Y-axis: Range from 5 to 8 (appears to measure ""Satisfaction"")
X-axis: Time points labeled ""Initial, 6, 12, 18, 24, 30, 36""

Legend:
- Low Idealization (marked with circles •)
- High Idealization (marked with triangles ▲)

Data points approximate values:
High Idealization line:
- Initial: 7.0
- Remains fairly stable between 6.8-7.0 throughout all time points

Low Idealization line:
- Initial: ~6.7
- Shows steady decline across time points:
- 6 months: ~6.6
- 12 months: ~6.4
- 18 months: ~6.2
- 24 months: ~6.1
- 30 months: ~5.9
- 36 months: ~5.7

The graph shows two distinct trends: one relatively flat line for High Idealization and one declining line for Low Idealization over a 36-month period.","LLM answering failed: Error code: 404 - {'error': {'code': 'DeploymentNotFound', 'message': 'The API deployment for this resource does not exist. If you created the deployment within the last 5 minutes, please wait a moment and try again.'}}","Approximately 16% drop.

Calculation:
- Initial ≈ 6.8, at 36 months ≈ 5.7
- Decline ≈ 6.8 − 5.7 = 1.1
- Percentage decline ≈ (1.1 / 6.8) × 100 ≈ 16.2%",25740.11182785034,"Here is what’s shown in the chart and approximate data values read from it.

Texts in the chart:
- Y-axis label: Satisfaction
- X-axis labels (categories): Initial, 6, 12, 18, 24, 30, 36
- Legend:
  - Low Idealization (circle marker)
  - High Idealization (triangle marker)

Approximate data by category (Satisfaction values):
- Low Idealization (circles):
  - Initial: ~6.8
  - 6: ~6.5
  - 12: ~6.3
  - 18: ~6.1
  - 24: ~6.0
  - 30: ~5.8
  - 36: ~5.7

- High Idealization (triangles):
  - Initial: ~7.0
  - 6: ~6.95
  - 12: ~6.92
  - 18: ~6.90
  - 24: ~6.87
  - 30: ~6.85
  - 36: ~6.82

If you want, I can present this as a CSV table or adjust the values to align exactly with any precise readings you have from the chart.",
