sample_id,image_path,question,ground_truths,prediction_azure_intelligence__gpt-5-mini,inference_time_ms_azure_intelligence__gpt-5-mini,extracted_text_azure_intelligence__gpt-5-mini,error_azure_intelligence__gpt-5-mini,prediction_mistral_document_ai__gpt-5-mini,inference_time_ms_mistral_document_ai__gpt-5-mini,extracted_text_mistral_document_ai__gpt-5-mini,error_mistral_document_ai__gpt-5-mini
42edf8c8ecf78be4b4900c2f6f3ec34f_66feab99eae52d388e443b5e34cc604c,,When was Easter Snow cut?,"[""1934""]",NOT FOUND,12841.440916061401,"WOODCUTS BY HERSCHEL C. LOGAN
1921
Tree
Old Cabin
The Boats
California or Bust 3
Sis
Old Tunnel Mill
Boyhood Home
1922
Richardson Hall
Country Store No. 1)
Craftsmen's Club cover
Winter
1923
Feeding Time
Ozark Foothills
A Kansas Wheatfield
Lincoln
Franklin
Country Store (No. 2)
Twilight
Summer Evening
Stone Bridge
Valley of the Kings
Temple of Karnak
Japanese Study
Deserted Shanty
The Press
Summer Afternoon
1924
Autumn (3-color) 2} x 42
Rainy Day 4 x 32
Harvest 3% x 22
The Doorway
34 x 3%
Winter Evening
· + 3/4 x 7}
Country Depot
4 x 6
The Nativity
2 5/8 x 22
1925
Lone Elm
4 x 32
Country Hotel 4 x 6
Old Blacksmith Shop
4 x 6
Washington 5% x 3 3/4
Livery Stable 4 x 6
Opera House
4 x 6
1926
The Old Milkhouse
Evening Shadows
Farmyard
Barnyard in Winter
Country School H
Church in the Valley
Town Pump
Deserted Barn
Unloading Hay
Barn-Yard
Mexican Farmyard
Old Mission, Ranchos de Taos
1927
House in Assam
Pirate
Medication
The Toiler
The Tree
The Grim Reaper
The Blacksmith
The Sentinel
The Weaver
Apple Blossoms
Solitude
The Wind
The Fish
Thatched Cottage
Geese
Squirrel
Old Gate
Summer Day
Lost Hope
Barber Shop
Lindy
Country Bank
Roosevelt, T.R.
Lincoln (No. 2)
1928
Back Porch
Self Portrait
Tree, a la Sandzen
Creek in Winter
Barn in Winter
The First Snow",,NOT FOUND,10342.458009719849,"WOODCUTS BY HERSCHEL C. LOGAN

1921
Tree
Old Cabin
The Boats
California or Bust
Sis
Old Tunnel Mill
Boyhood Home

1922
Richardson Hall
Country Store No. 1)
Craftsmen's Club cover
Winter

1923
Feeding Time
Ozark Foothills
A Kansas Wheatfield
Lincoln
Franklin
Country Store (No. 2)
Twilight
Summer Evening
Stone Bridge
Valley of the Kings
Temple of Karnak
Japanese Study
Deserted Shanty
The Press
Summer Afternoon

1924
Autumn (3-color) 2½ x 4¼
Rainy Day 4 x 3¼
Harvest 3¼ x 2½
The Doorway 3¼ x 3¼
Winter Evening $3/4 x 7½
Country Depot 4 x 6
The Nativity 2 5/8 x 2½

1925
Lone Elm 4 x 3½
Country Hotel 4 x 6
Old Blacksmith Shop 4 x 6
Washington 5¼ x 3 3/4
Livery Stable 4 x 6
Opera House 4 x 6

1926
The Old Milkhouse
Evening Shadows
Farmyard
Barnyard in Winter
Country School H
Church in the Valley
Town Pump
Deserted Barn
Unloading Hay
Barn-Yard
Mexican Farmyard
Old Mission, Ranchos de Taos

1927
House in Assam
Pirate
Medication
The Toiler
The Tree
The Grim Reaper
The Blacksmith
The Sentinel
The Weaver
Apple Blossoms
Solitude
The Wind
The Fish
Thatched Cottage
Geese
Squirrel
Old Gate
Summer Day
Lost Hope
Barber Shop
Lindy
Country Bank
Roosevelt, T.R.
Lincoln (No. 2)

1928
Back Porch
Self Portrait
Tree, a la Sandzen
Creek in Winter
Barn in Winter
The First Snow",
42edf8c8ecf78be4b4900c2f6f3ec34f_a289b5d2aac638d3d7de32e6e98cf123,,What was the name of the first woodcut made by the author?,"[""Tree""]",Tree,14654.305219650269,"WOODCUTS BY HERSCHEL C. LOGAN
1921
Tree
Old Cabin
The Boats
California or Bust 3
Sis
Old Tunnel Mill
Boyhood Home
1922
Richardson Hall
Country Store No. 1)
Craftsmen's Club cover
Winter
1923
Feeding Time
Ozark Foothills
A Kansas Wheatfield
Lincoln
Franklin
Country Store (No. 2)
Twilight
Summer Evening
Stone Bridge
Valley of the Kings
Temple of Karnak
Japanese Study
Deserted Shanty
The Press
Summer Afternoon
1924
Autumn (3-color) 2} x 42
Rainy Day 4 x 32
Harvest 3% x 22
The Doorway
34 x 3%
Winter Evening
· + 3/4 x 7}
Country Depot
4 x 6
The Nativity
2 5/8 x 22
1925
Lone Elm
4 x 32
Country Hotel 4 x 6
Old Blacksmith Shop
4 x 6
Washington 5% x 3 3/4
Livery Stable 4 x 6
Opera House
4 x 6
1926
The Old Milkhouse
Evening Shadows
Farmyard
Barnyard in Winter
Country School H
Church in the Valley
Town Pump
Deserted Barn
Unloading Hay
Barn-Yard
Mexican Farmyard
Old Mission, Ranchos de Taos
1927
House in Assam
Pirate
Medication
The Toiler
The Tree
The Grim Reaper
The Blacksmith
The Sentinel
The Weaver
Apple Blossoms
Solitude
The Wind
The Fish
Thatched Cottage
Geese
Squirrel
Old Gate
Summer Day
Lost Hope
Barber Shop
Lindy
Country Bank
Roosevelt, T.R.
Lincoln (No. 2)
1928
Back Porch
Self Portrait
Tree, a la Sandzen
Creek in Winter
Barn in Winter
The First Snow",,Tree,10241.389989852905,"WOODCUTS BY HERSCHEL C. LOGAN

1921
Tree
Old Cabin
The Boats
California or Bust
Sis
Old Tunnel Mill
Boyhood Home

1922
Richardson Hall
Country Store No. 1)
Craftsmen's Club cover
Winter

1923
Feeding Time
Ozark Foothills
A Kansas Wheatfield
Lincoln
Franklin
Country Store (No. 2)
Twilight
Summer Evening
Stone Bridge
Valley of the Kings
Temple of Karnak
Japanese Study
Deserted Shanty
The Press
Summer Afternoon

1924
Autumn (3-color) 2½ x 4¼
Rainy Day 4 x 3¼
Harvest 3¼ x 2½
The Doorway 3¼ x 3¼
Winter Evening $3/4 x 7½
Country Depot 4 x 6
The Nativity 2 5/8 x 2½

1925
Lone Elm 4 x 3½
Country Hotel 4 x 6
Old Blacksmith Shop 4 x 6
Washington 5¼ x 3 3/4
Livery Stable 4 x 6
Opera House 4 x 6

1926
The Old Milkhouse
Evening Shadows
Farmyard
Barnyard in Winter
Country School H
Church in the Valley
Town Pump
Deserted Barn
Unloading Hay
Barn-Yard
Mexican Farmyard
Old Mission, Ranchos de Taos

1927
House in Assam
Pirate
Medication
The Toiler
The Tree
The Grim Reaper
The Blacksmith
The Sentinel
The Weaver
Apple Blossoms
Solitude
The Wind
The Fish
Thatched Cottage
Geese
Squirrel
Old Gate
Summer Day
Lost Hope
Barber Shop
Lindy
Country Bank
Roosevelt, T.R.
Lincoln (No. 2)

1928
Back Porch
Self Portrait
Tree, a la Sandzen
Creek in Winter
Barn in Winter
The First Snow",
42edf8c8ecf78be4b4900c2f6f3ec34f_a2f7f5564c83ae7bf9b7d21bcf7d49c9,,What is the name given in 1936?,"[""Will rogers"", ""Admiral byrd"", ""Toadstool rocks""]",NOT FOUND,13596.557140350342,"WOODCUTS BY HERSCHEL C. LOGAN
1921
Tree
Old Cabin
The Boats
California or Bust 3
Sis
Old Tunnel Mill
Boyhood Home
1922
Richardson Hall
Country Store No. 1)
Craftsmen's Club cover
Winter
1923
Feeding Time
Ozark Foothills
A Kansas Wheatfield
Lincoln
Franklin
Country Store (No. 2)
Twilight
Summer Evening
Stone Bridge
Valley of the Kings
Temple of Karnak
Japanese Study
Deserted Shanty
The Press
Summer Afternoon
1924
Autumn (3-color) 2} x 42
Rainy Day 4 x 32
Harvest 3% x 22
The Doorway
34 x 3%
Winter Evening
· + 3/4 x 7}
Country Depot
4 x 6
The Nativity
2 5/8 x 22
1925
Lone Elm
4 x 32
Country Hotel 4 x 6
Old Blacksmith Shop
4 x 6
Washington 5% x 3 3/4
Livery Stable 4 x 6
Opera House
4 x 6
1926
The Old Milkhouse
Evening Shadows
Farmyard
Barnyard in Winter
Country School H
Church in the Valley
Town Pump
Deserted Barn
Unloading Hay
Barn-Yard
Mexican Farmyard
Old Mission, Ranchos de Taos
1927
House in Assam
Pirate
Medication
The Toiler
The Tree
The Grim Reaper
The Blacksmith
The Sentinel
The Weaver
Apple Blossoms
Solitude
The Wind
The Fish
Thatched Cottage
Geese
Squirrel
Old Gate
Summer Day
Lost Hope
Barber Shop
Lindy
Country Bank
Roosevelt, T.R.
Lincoln (No. 2)
1928
Back Porch
Self Portrait
Tree, a la Sandzen
Creek in Winter
Barn in Winter
The First Snow",,NOT FOUND,10247.598886489868,"WOODCUTS BY HERSCHEL C. LOGAN

1921
Tree
Old Cabin
The Boats
California or Bust
Sis
Old Tunnel Mill
Boyhood Home

1922
Richardson Hall
Country Store No. 1)
Craftsmen's Club cover
Winter

1923
Feeding Time
Ozark Foothills
A Kansas Wheatfield
Lincoln
Franklin
Country Store (No. 2)
Twilight
Summer Evening
Stone Bridge
Valley of the Kings
Temple of Karnak
Japanese Study
Deserted Shanty
The Press
Summer Afternoon

1924
Autumn (3-color) 2½ x 4¼
Rainy Day 4 x 3¼
Harvest 3¼ x 2½
The Doorway 3¼ x 3¼
Winter Evening $3/4 x 7½
Country Depot 4 x 6
The Nativity 2 5/8 x 2½

1925
Lone Elm 4 x 3½
Country Hotel 4 x 6
Old Blacksmith Shop 4 x 6
Washington 5¼ x 3 3/4
Livery Stable 4 x 6
Opera House 4 x 6

1926
The Old Milkhouse
Evening Shadows
Farmyard
Barnyard in Winter
Country School H
Church in the Valley
Town Pump
Deserted Barn
Unloading Hay
Barn-Yard
Mexican Farmyard
Old Mission, Ranchos de Taos

1927
House in Assam
Pirate
Medication
The Toiler
The Tree
The Grim Reaper
The Blacksmith
The Sentinel
The Weaver
Apple Blossoms
Solitude
The Wind
The Fish
Thatched Cottage
Geese
Squirrel
Old Gate
Summer Day
Lost Hope
Barber Shop
Lindy
Country Bank
Roosevelt, T.R.
Lincoln (No. 2)

1928
Back Porch
Self Portrait
Tree, a la Sandzen
Creek in Winter
Barn in Winter
The First Snow",
42edf8c8ecf78be4b4900c2f6f3ec34f_d3a2af3142e69b9a1c3ad0179bf7cd31,,WHAT TYPE OF SONG IS IN 1932?,"[""SPRING SONG""]",NOT FOUND,12066.774129867554,"WOODCUTS BY HERSCHEL C. LOGAN
1921
Tree
Old Cabin
The Boats
California or Bust 3
Sis
Old Tunnel Mill
Boyhood Home
1922
Richardson Hall
Country Store No. 1)
Craftsmen's Club cover
Winter
1923
Feeding Time
Ozark Foothills
A Kansas Wheatfield
Lincoln
Franklin
Country Store (No. 2)
Twilight
Summer Evening
Stone Bridge
Valley of the Kings
Temple of Karnak
Japanese Study
Deserted Shanty
The Press
Summer Afternoon
1924
Autumn (3-color) 2} x 42
Rainy Day 4 x 32
Harvest 3% x 22
The Doorway
34 x 3%
Winter Evening
· + 3/4 x 7}
Country Depot
4 x 6
The Nativity
2 5/8 x 22
1925
Lone Elm
4 x 32
Country Hotel 4 x 6
Old Blacksmith Shop
4 x 6
Washington 5% x 3 3/4
Livery Stable 4 x 6
Opera House
4 x 6
1926
The Old Milkhouse
Evening Shadows
Farmyard
Barnyard in Winter
Country School H
Church in the Valley
Town Pump
Deserted Barn
Unloading Hay
Barn-Yard
Mexican Farmyard
Old Mission, Ranchos de Taos
1927
House in Assam
Pirate
Medication
The Toiler
The Tree
The Grim Reaper
The Blacksmith
The Sentinel
The Weaver
Apple Blossoms
Solitude
The Wind
The Fish
Thatched Cottage
Geese
Squirrel
Old Gate
Summer Day
Lost Hope
Barber Shop
Lindy
Country Bank
Roosevelt, T.R.
Lincoln (No. 2)
1928
Back Porch
Self Portrait
Tree, a la Sandzen
Creek in Winter
Barn in Winter
The First Snow",,NOT FOUND,10139.579057693481,"WOODCUTS BY HERSCHEL C. LOGAN

1921
Tree
Old Cabin
The Boats
California or Bust
Sis
Old Tunnel Mill
Boyhood Home

1922
Richardson Hall
Country Store No. 1)
Craftsmen's Club cover
Winter

1923
Feeding Time
Ozark Foothills
A Kansas Wheatfield
Lincoln
Franklin
Country Store (No. 2)
Twilight
Summer Evening
Stone Bridge
Valley of the Kings
Temple of Karnak
Japanese Study
Deserted Shanty
The Press
Summer Afternoon

1924
Autumn (3-color) 2½ x 4¼
Rainy Day 4 x 3¼
Harvest 3¼ x 2½
The Doorway 3¼ x 3¼
Winter Evening $3/4 x 7½
Country Depot 4 x 6
The Nativity 2 5/8 x 2½

1925
Lone Elm 4 x 3½
Country Hotel 4 x 6
Old Blacksmith Shop 4 x 6
Washington 5¼ x 3 3/4
Livery Stable 4 x 6
Opera House 4 x 6

1926
The Old Milkhouse
Evening Shadows
Farmyard
Barnyard in Winter
Country School H
Church in the Valley
Town Pump
Deserted Barn
Unloading Hay
Barn-Yard
Mexican Farmyard
Old Mission, Ranchos de Taos

1927
House in Assam
Pirate
Medication
The Toiler
The Tree
The Grim Reaper
The Blacksmith
The Sentinel
The Weaver
Apple Blossoms
Solitude
The Wind
The Fish
Thatched Cottage
Geese
Squirrel
Old Gate
Summer Day
Lost Hope
Barber Shop
Lindy
Country Bank
Roosevelt, T.R.
Lincoln (No. 2)

1928
Back Porch
Self Portrait
Tree, a la Sandzen
Creek in Winter
Barn in Winter
The First Snow",
459638bfaf48499b404a106ca3e0eb1c_32f4a42e34b7d84ee574682fab01f2e5,,What are the big three parts of the system that remain beyond our control?,"[""Privacy Issues, Law Policies, and Algorithmic Factors""]",PRIVACY ISSUES; LAW POLICIES; ALGORITHMIC FACTORS,11618.022918701172,"DIGITAL
SELF-
DETERMINATION
(TO ME)
Although our digital agency is structured to
conventionally be individualistic - mainly
through platforms which encourage the
creation of personal profiles - ...
... we are part of a globalized
community network that is made
of interactions between users
who influence and cause an
effect on one another.
""I am overdetermined
from the exterior.
I am not the slave of the
""idea' that others have of
me but of my
appearance"".
FRANTZ FANON
Psychiatrist and Political philosopher
Frantz Fanon seems to believe
he is a collection of the
assumptions and stereotypes
other people have about him.
In the digital ecosystem, I
believe we are the agents who
construct our external image.
We dictacte the identity we
want to transmit to others
through our actions online.
However.
a big part of the system seems to remain beyond our control:
PRIVACY
ISSUES
ALGORITHMIC
FACTORS
LAW
POLICIES
Different communities from different countries are
part of distinct online frameworks. Nevertheless, a
global technological surveillance appears to produce
negative consequences that are common towards
already marginalized and underrepresented citizens,
namely the ones belonging in minority groups from all
over the world.
It is crucial to construct a trustworthy digital space
based on an equal and transparent networked
structure.
Ana Margarida Coelho
PhD Student in Communication Sciences
UCP / FCH - Lisbon, Portugal",,"PRIVACY ISSUES, LAW POLICIES, ALGORITHMIC FACTORS",8266.008138656616,"# DIGITAL SELF-DETERMINATION

(TO ME)

Although our digital agency is structured to conventionally be *individualistic* - mainly through platforms which encourage the creation of personal profiles - ...

![img-0.jpeg](img-0.jpeg)

![img-1.jpeg](img-1.jpeg)

... we are part of a *globalized community network* that is made of interactions between users who influence and cause an effect on one another.

""I am overdetermined from the exterior.

I am not the slave of the 'idea' that others have of me but of my appearance"".

FRANTZ FANON
Psychiatrist and Political philosopher

Frantz Fanon seems to believe he is a collection of the assumptions and stereotypes other people have about him.

In the digital ecosystem, I believe we are the agents who construct our external image. We dictate the identity we want to transmit to others through our actions online.

However...

a big part of the system seems to remain beyond our control:

![img-2.jpeg](img-2.jpeg)
PRIVACY ISSUES

![img-3.jpeg](img-3.jpeg)
LAW POLICIES

![img-4.jpeg](img-4.jpeg)
ALGORITHMIC FACTORS

![img-5.jpeg](img-5.jpeg)

Different communities from different countries are part of distinct online frameworks. Nevertheless, a global technological surveillance appears to produce negative consequences that are common towards already marginalized and underrepresented citizens, namely the ones belonging in minority groups from all over the world.

It is crucial to construct a trustworthy digital space based on an equal and transparent networked structure.

^{}[] Ana Margarida Coelho
^{}[] PhD Student in Communication Sciences
^{}[] UCP / FCH - Lisbon, Portugal",
459638bfaf48499b404a106ca3e0eb1c_39feb6db7962ce75cafcc1d48443898d,,what are the big part of system?,"[""Privacy issues "", "" Law policies "", "" Algorithmic Factors""]",PRIVACY ISSUES; LAW POLICIES; ALGORITHMIC FACTORS,8299.556016921997,"DIGITAL
SELF-
DETERMINATION
(TO ME)
Although our digital agency is structured to
conventionally be individualistic - mainly
through platforms which encourage the
creation of personal profiles - ...
... we are part of a globalized
community network that is made
of interactions between users
who influence and cause an
effect on one another.
""I am overdetermined
from the exterior.
I am not the slave of the
""idea' that others have of
me but of my
appearance"".
FRANTZ FANON
Psychiatrist and Political philosopher
Frantz Fanon seems to believe
he is a collection of the
assumptions and stereotypes
other people have about him.
In the digital ecosystem, I
believe we are the agents who
construct our external image.
We dictacte the identity we
want to transmit to others
through our actions online.
However.
a big part of the system seems to remain beyond our control:
PRIVACY
ISSUES
ALGORITHMIC
FACTORS
LAW
POLICIES
Different communities from different countries are
part of distinct online frameworks. Nevertheless, a
global technological surveillance appears to produce
negative consequences that are common towards
already marginalized and underrepresented citizens,
namely the ones belonging in minority groups from all
over the world.
It is crucial to construct a trustworthy digital space
based on an equal and transparent networked
structure.
Ana Margarida Coelho
PhD Student in Communication Sciences
UCP / FCH - Lisbon, Portugal",,"PRIVACY ISSUES, LAW POLICIES, ALGORITHMIC FACTORS",8357.7880859375,"# DIGITAL SELF-DETERMINATION

(TO ME)

Although our digital agency is structured to conventionally be *individualistic* - mainly through platforms which encourage the creation of personal profiles - ...

![img-0.jpeg](img-0.jpeg)

![img-1.jpeg](img-1.jpeg)

... we are part of a *globalized community network* that is made of interactions between users who influence and cause an effect on one another.

""I am overdetermined from the exterior.

I am not the slave of the 'idea' that others have of me but of my appearance"".

FRANTZ FANON
Psychiatrist and Political philosopher

Frantz Fanon seems to believe he is a collection of the assumptions and stereotypes other people have about him.

In the digital ecosystem, I believe we are the agents who construct our external image. We dictate the identity we want to transmit to others through our actions online.

However...

a big part of the system seems to remain beyond our control:

![img-2.jpeg](img-2.jpeg)
PRIVACY ISSUES

![img-3.jpeg](img-3.jpeg)
LAW POLICIES

![img-4.jpeg](img-4.jpeg)
ALGORITHMIC FACTORS

![img-5.jpeg](img-5.jpeg)

Different communities from different countries are part of distinct online frameworks. Nevertheless, a global technological surveillance appears to produce negative consequences that are common towards already marginalized and underrepresented citizens, namely the ones belonging in minority groups from all over the world.

It is crucial to construct a trustworthy digital space based on an equal and transparent networked structure.

^{}[] Ana Margarida Coelho
^{}[] PhD Student in Communication Sciences
^{}[] UCP / FCH - Lisbon, Portugal",
459638bfaf48499b404a106ca3e0eb1c_4a4290e5ceb0b574204c4d45f3d7fb97,,What is the tittle of the receipt?,"[""Digital self-determination.""]",DIGITAL SELF-DETERMINATION (TO ME),11367.17700958252,"DIGITAL
SELF-
DETERMINATION
(TO ME)
Although our digital agency is structured to
conventionally be individualistic - mainly
through platforms which encourage the
creation of personal profiles - ...
... we are part of a globalized
community network that is made
of interactions between users
who influence and cause an
effect on one another.
""I am overdetermined
from the exterior.
I am not the slave of the
""idea' that others have of
me but of my
appearance"".
FRANTZ FANON
Psychiatrist and Political philosopher
Frantz Fanon seems to believe
he is a collection of the
assumptions and stereotypes
other people have about him.
In the digital ecosystem, I
believe we are the agents who
construct our external image.
We dictacte the identity we
want to transmit to others
through our actions online.
However.
a big part of the system seems to remain beyond our control:
PRIVACY
ISSUES
ALGORITHMIC
FACTORS
LAW
POLICIES
Different communities from different countries are
part of distinct online frameworks. Nevertheless, a
global technological surveillance appears to produce
negative consequences that are common towards
already marginalized and underrepresented citizens,
namely the ones belonging in minority groups from all
over the world.
It is crucial to construct a trustworthy digital space
based on an equal and transparent networked
structure.
Ana Margarida Coelho
PhD Student in Communication Sciences
UCP / FCH - Lisbon, Portugal",,DIGITAL SELF-DETERMINATION,8371.188163757324,"# DIGITAL SELF-DETERMINATION

(TO ME)

Although our digital agency is structured to conventionally be *individualistic* - mainly through platforms which encourage the creation of personal profiles - ...

![img-0.jpeg](img-0.jpeg)

![img-1.jpeg](img-1.jpeg)

... we are part of a *globalized community network* that is made of interactions between users who influence and cause an effect on one another.

""I am overdetermined from the exterior.

I am not the slave of the 'idea' that others have of me but of my appearance"".

FRANTZ FANON
Psychiatrist and Political philosopher

Frantz Fanon seems to believe he is a collection of the assumptions and stereotypes other people have about him.

In the digital ecosystem, I believe we are the agents who construct our external image. We dictate the identity we want to transmit to others through our actions online.

However...

a big part of the system seems to remain beyond our control:

![img-2.jpeg](img-2.jpeg)
PRIVACY ISSUES

![img-3.jpeg](img-3.jpeg)
LAW POLICIES

![img-4.jpeg](img-4.jpeg)
ALGORITHMIC FACTORS

![img-5.jpeg](img-5.jpeg)

Different communities from different countries are part of distinct online frameworks. Nevertheless, a global technological surveillance appears to produce negative consequences that are common towards already marginalized and underrepresented citizens, namely the ones belonging in minority groups from all over the world.

It is crucial to construct a trustworthy digital space based on an equal and transparent networked structure.

^{}[] Ana Margarida Coelho
^{}[] PhD Student in Communication Sciences
^{}[] UCP / FCH - Lisbon, Portugal",
459638bfaf48499b404a106ca3e0eb1c_6c8b51dc5ab8708c6eaf2c63a8dbf45a,,What is the term name of digital agency is structured conventionally?,"[""individualistic""]",individualistic,10080.493211746216,"DIGITAL
SELF-
DETERMINATION
(TO ME)
Although our digital agency is structured to
conventionally be individualistic - mainly
through platforms which encourage the
creation of personal profiles - ...
... we are part of a globalized
community network that is made
of interactions between users
who influence and cause an
effect on one another.
""I am overdetermined
from the exterior.
I am not the slave of the
""idea' that others have of
me but of my
appearance"".
FRANTZ FANON
Psychiatrist and Political philosopher
Frantz Fanon seems to believe
he is a collection of the
assumptions and stereotypes
other people have about him.
In the digital ecosystem, I
believe we are the agents who
construct our external image.
We dictacte the identity we
want to transmit to others
through our actions online.
However.
a big part of the system seems to remain beyond our control:
PRIVACY
ISSUES
ALGORITHMIC
FACTORS
LAW
POLICIES
Different communities from different countries are
part of distinct online frameworks. Nevertheless, a
global technological surveillance appears to produce
negative consequences that are common towards
already marginalized and underrepresented citizens,
namely the ones belonging in minority groups from all
over the world.
It is crucial to construct a trustworthy digital space
based on an equal and transparent networked
structure.
Ana Margarida Coelho
PhD Student in Communication Sciences
UCP / FCH - Lisbon, Portugal",,individualistic,7854.408979415894,"# DIGITAL SELF-DETERMINATION

(TO ME)

Although our digital agency is structured to conventionally be *individualistic* - mainly through platforms which encourage the creation of personal profiles - ...

![img-0.jpeg](img-0.jpeg)

![img-1.jpeg](img-1.jpeg)

... we are part of a *globalized community network* that is made of interactions between users who influence and cause an effect on one another.

""I am overdetermined from the exterior.

I am not the slave of the 'idea' that others have of me but of my appearance"".

FRANTZ FANON
Psychiatrist and Political philosopher

Frantz Fanon seems to believe he is a collection of the assumptions and stereotypes other people have about him.

In the digital ecosystem, I believe we are the agents who construct our external image. We dictate the identity we want to transmit to others through our actions online.

However...

a big part of the system seems to remain beyond our control:

![img-2.jpeg](img-2.jpeg)
PRIVACY ISSUES

![img-3.jpeg](img-3.jpeg)
LAW POLICIES

![img-4.jpeg](img-4.jpeg)
ALGORITHMIC FACTORS

![img-5.jpeg](img-5.jpeg)

Different communities from different countries are part of distinct online frameworks. Nevertheless, a global technological surveillance appears to produce negative consequences that are common towards already marginalized and underrepresented citizens, namely the ones belonging in minority groups from all over the world.

It is crucial to construct a trustworthy digital space based on an equal and transparent networked structure.

^{}[] Ana Margarida Coelho
^{}[] PhD Student in Communication Sciences
^{}[] UCP / FCH - Lisbon, Portugal",
466184dcc69a3429d84e1054a019972d_2917493fc73c7b59f0c81c3b8acf00c7,,How Much Potatoes Are Cheap?,"[""At two cents a pound""]",Two cents a pound,57179.59380149841,"18
17982
Y
LIBR
* MAY 16 1919
A CHEAP FOOD
AT TWO CENTS A POUND
potatoes are a cheap food
WE MUST EAT
more potatoes to save
the big surplus erop
Food must not rot on the farm
MORE POTATOES
on your table means
more wheat for fighters
o save wheat-
EAT POTATOES
Ask for
Circular No. 106 ~ U.S. Food Leaflet No. 10
UNITED STATES DEPARTMENT OF AGRICULTURE
DISTRICT FOOD ADMINISTRATION COOPERATING
A082
1.8",,two cents a pound,30834.135055541992,"# A CHEAP FOOD

AT TWO CENTS A POUND
*potatoes* are a cheap food

WE MUST EAT
*more potatoes* to save
the big surplus crop
Food must not rot on the farm

MORE POTATOES
on your table means
more wheat for fighters

Go save wheat~

# EAT POTATOES

*Ask for*
Circular No. 106 - U.S. Food Leaflet No. 10
UNITED STATES DEPARTMENT OF AGRICULTURE
DISTRICT FOOD ADMINISTRATION COOPERATING",
466184dcc69a3429d84e1054a019972d_6850b346e360cd88e77e114a61ddc1bc,,What is the price of the apples?,[],NOT FOUND,32351.323127746582,"18
17982
Y
LIBR
* MAY 16 1919
A CHEAP FOOD
AT TWO CENTS A POUND
potatoes are a cheap food
WE MUST EAT
more potatoes to save
the big surplus erop
Food must not rot on the farm
MORE POTATOES
on your table means
more wheat for fighters
o save wheat-
EAT POTATOES
Ask for
Circular No. 106 ~ U.S. Food Leaflet No. 10
UNITED STATES DEPARTMENT OF AGRICULTURE
DISTRICT FOOD ADMINISTRATION COOPERATING
A082
1.8",,NOT FOUND,30050.129890441895,"# A CHEAP FOOD

AT TWO CENTS A POUND
*potatoes* are a cheap food

WE MUST EAT
*more potatoes* to save
the big surplus crop
Food must not rot on the farm

MORE POTATOES
on your table means
more wheat for fighters

Go save wheat~

# EAT POTATOES

*Ask for*
Circular No. 106 - U.S. Food Leaflet No. 10
UNITED STATES DEPARTMENT OF AGRICULTURE
DISTRICT FOOD ADMINISTRATION COOPERATING",
466184dcc69a3429d84e1054a019972d_8f47f7420b8b6cac609146193e1a36a8,,What is the price of potatoes?,"[""Two cents a pound.""]",Two cents a pound,29382.702112197876,"18
17982
Y
LIBR
* MAY 16 1919
A CHEAP FOOD
AT TWO CENTS A POUND
potatoes are a cheap food
WE MUST EAT
more potatoes to save
the big surplus erop
Food must not rot on the farm
MORE POTATOES
on your table means
more wheat for fighters
o save wheat-
EAT POTATOES
Ask for
Circular No. 106 ~ U.S. Food Leaflet No. 10
UNITED STATES DEPARTMENT OF AGRICULTURE
DISTRICT FOOD ADMINISTRATION COOPERATING
A082
1.8",,two cents a pound,30697.455883026123,"# A CHEAP FOOD

**AT TWO CENTS A POUND** potatoes are a cheap food

**WE MUST EAT**

more potatoes to save the big surplus crop
Food must not rot on the farm

**MORE POTATOES**

on your table means more wheat for fighters

Go save wheat-

**EAT POTATOES**

*Task for*

Circular No. 106 - U.S. Food Leaflet No. 10

UNITED STATES DEPARTMENT OF AGRICULTURE

DISTRICT FOOD ADMINISTRATION COOPERATING",
466184dcc69a3429d84e1054a019972d_b848bc0f3f2b6e2bb577bdea9cc633d3,,How much do potatoes cost per pound?,"[""Two Cents""]",Two cents a pound,41363.72518539429,"18
17982
Y
LIBR
* MAY 16 1919
A CHEAP FOOD
AT TWO CENTS A POUND
potatoes are a cheap food
WE MUST EAT
more potatoes to save
the big surplus erop
Food must not rot on the farm
MORE POTATOES
on your table means
more wheat for fighters
o save wheat-
EAT POTATOES
Ask for
Circular No. 106 ~ U.S. Food Leaflet No. 10
UNITED STATES DEPARTMENT OF AGRICULTURE
DISTRICT FOOD ADMINISTRATION COOPERATING
A082
1.8",,Two cents a pound,32577.774047851562,"# A CHEAP FOOD

AT TWO CENTS A POUND
*potatoes* are a cheap food

WE MUST EAT
*more potatoes* to save
the big surplus crop
Food must not rot on the farm

MORE POTATOES
on your table means
more wheat for fighters

Go save wheat~

# EAT POTATOES

*Ask for*
Circular No. 106 - U.S. Food Leaflet No. 10
UNITED STATES DEPARTMENT OF AGRICULTURE
DISTRICT FOOD ADMINISTRATION COOPERATING",
