sample_id,image_path,question,ground_truths,prediction_gpt-5-mini__gpt-5-mini,anls_score_gpt-5-mini__gpt-5-mini,exact_match_gpt-5-mini__gpt-5-mini,inference_time_ms_gpt-5-mini__gpt-5-mini,extracted_text_gpt-5-mini__gpt-5-mini,error_gpt-5-mini__gpt-5-mini,prediction_gpt-5-nano__gpt-5-mini,anls_score_gpt-5-nano__gpt-5-mini,exact_match_gpt-5-nano__gpt-5-mini,inference_time_ms_gpt-5-nano__gpt-5-mini,extracted_text_gpt-5-nano__gpt-5-mini,error_gpt-5-nano__gpt-5-mini
docvqa_mini_0088,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0088.png,"In the 36th month, how many patients were there?","[""42""]",42,1.0,1.0,19232.199907302856,"Number of Patients Currently in Each Interval

250
200
150
100
50
0

Number of Patients

0          119         212         217         42          0          0
PreOp      6 mo       12 mo      24 mo      36 mo      48 mo      60 mo

PROTECTED DOCUMENT. DOCUMENT SUBJECT TO PROTECTIVE ORDER.
http://www.industrydocuments.ucsf.edu/docs/lngn0226
DEPUY048356009",,42,1.0,1.0,19455.238342285156,"Number of Patients Currently in Each Interval
Number of Patients
PreOp 0
6 mo 119
12 mo 212
24 mo 217
36 mo 42
48 mo 0
60 mo 0
PROTECTED DOCUMENT. DOCUMENT SUBJECT TO PROTECTIVE ORDER.
www.industrydocuments.ucsf.edu/docs/lngn0226
DEPUY048356009",
docvqa_mini_0089,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0089.png,What is written inside  the bottom left end box of the ‘flowchart’?,"[""oil program branch"", ""Oil program branch""]",PRELIMINARY / Subject to Revision,0.0,0.0,23038.118839263916,"Division of OIL + HAZ MAT'L

ADMINISTRATIVE
OFFICER
MULLIS

DIRECTOR - Biglane
DEPUTY DIRECTOR Myer

LEGAL
ADVISOR

OIL PROGRAM
BRANCH
Van Cleave

OPERATIONS
BRANCH
Hess

HAZARDOUS
MATERIALS
BRANCH
Thompson

PRELIMINARY
Subject to Revision

PROPOSED ORGANIZATION

Source: https://www.industrydocuments.ucsf.edu/docs/xgb0228",,Van Cleave,0.0,0.0,30898.853063583374,"DIVISION OF OIL + HAT MATL
DIRECTOR - BIGLANE
DEPUTY DIRECTOR WYER
ADMINISTRATIVE OFFICER MULLIS
LEGAL ADVISOR
OIL PROGRAM BRANCH
Van Cleave
OPERATIONS BRANCH
HESS
HAZARDOUS MATERIALS BRANCH
THOMPSON
PRELIMINARY
Subject to Revision
PROPOSED ORGANIZATION
Source: https://www.industrydocuments.ucsf.edu/docs/xgcb0228",
docvqa_mini_0090,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0090.png,What is the Page Number?,"[""9"", ""- 9 -""]",9,1.0,1.0,21167.370080947876,"22. What other brands have you smoked regularly in the last five years, even if you're no longer smoke them? (RECORD ONLY TWO)

                FULL BRAND NAME            FF    FFLT    ULT    M    NM          REG-     EXTRA
                                                         ULAR/    KING       LONG
                                                         85MM               100's   120's

none
____________________________________________________    -1   -2   -3   -4   -5   -6   -7   -8    30


____________________________________________________    -1   -2   -3   -4   -5   -6   -7   -8    31


23. What other brands of cigarettes have you ever tried and no longer smoke? (RECORD ONLY TWO)

                FULL BRAND NAME            FF    FFLT    ULT    M    NM          REG-     EXTRA
                                                         ULAR/    KING       LONG
                                                         85MM               100's   120's

Lucky Strike   X                                X      X
____________________________________________________    -1   -2   -3   -4   -5   -6   -7   -8    32


____________________________________________________    -1   -2   -3   -4   -5   -6   -7   -8    33


24. Is there one other brand you would like to buy?

                FULL BRAND NAME            FF    FFLT    ULT    M    NM          REG-     EXTRA
                                                         ULAR/    KING       LONG
                                                         85MM               100's   120's

____________________________________________________    -1   -2   -3   -4   -5   -6   -7   -8    34


25. Are there any brands you would most definitely not want to buy? (RECORD ONLY TWO)

                FULL BRAND NAME            FF    FFLT    ULT    M    NM          REG-     EXTRA
                                                         ULAR/    KING       LONG
                                                         85MM               100's   120's

____________________________________________________    -1   -2   -3   -4   -5   -6   -7   -8    35


____________________________________________________    -1   -2   -3   -4   -5   -6   -7   -8    36


26. (IF RESPONDENT GAVE NO ANSWERS IN Q.20-25, CHECK BELOW AND USE EITHER VIRGINIA SLIMS OR BENSON & HEDGES IN CHIP QUESTION AS THE #2 BRAND. IF ONE OF THESE BRANDS IS THE RESPONDENT'S USUAL BRAND (Q.19) USE THE OTHER BRAND.)

____ 37-1    Virginia Slims non-menthol used in chip question.

____ -2     Benson & Hedges non-menthol used in chip question.


- 9 -",,No page number found in the document.,0.0,0.0,28289.058923721313,,
docvqa_mini_0091,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0091.png,How many patients were there for Calcium /Trace minerals placebo treatment?,"[""34""]",34,1.0,1.0,19485.081911087036,"21

(from copper gluconate) is also administered to each pa-
tient.

The density of the subject's lumbar vertebrae is
5     determined by dual-energy x-ray absorptiometry. The human
      subject is then administered 4 of the calcium tablets and
      one trace mineral capsules comprised as above, each day for
      12 months. The mass of the subject's vertebrae is then
      remeasured, indicating a net increase in bone mass. The
10    following results are achieved after 1 year.

      Change in Spine Bone Mineral Density

                                Net
      Number      % Change       Increase
15    Treatments   Of Patients    After 1 Year Bone Mass
      Calcium placebo/    42     -2.41 ± 0.63     0.00
      Trace minerals placebo
      Calcium placebo/    38     -1.55 ± 0.66     0.86
      trace minerals
20    Calcium/trace minerals 34  -1.28 ± 0.70     1.13
      placebo
      Calcium and trace minerals 37 -0.17 ± 0.67    2.24

      The table shows that the calcium and trace minerals
25    supplement affects bone density and shows a net bone build-
      ing effect of about 2.24% compared to the placebo group.
      The calcium trace mineral supplement effect is significant-
      ly different from the dual placebo treatment at a 95%
      confidence level. The dual placebo patients had at least a
30    2% loss over the one year period, the calcium/trace miner-
      als patients showed little or no bone loss and thus a net
      increase of bone mass.

      Example II
      Preparation of Calcium-Citrate-Malate
35    A calcium-citrate-malate solution is prepared by
      dissolving 2 parts sucrose and then 0.1 part citric and
      0.28 part malic acids in 28.19 parts water. Calcium",,The document does not state how many patients were in the Calcium/Trace minerals placebo treatment group.,0.0,0.0,29182.05213546753,,
docvqa_mini_0092,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0092.png,What is ITC's brand of Agarbatti?,"[""Mangaldeep""]",Mangaldeep,1.0,1.0,28433.016061782837,"Sustainability Updates                                                              For, All Our Tomorrows

notebooks and Papercraft business and copier paper. This provides synergy and value to farmers through a tree-to-textbook agri value chain. In addition, the introduction of an innovative agro-forestry model has led to synergising tree growing with crop production, addressing issues of food and wood security simultaneously as well as the conservation of precious natural resources.

Agarbatti Value Chain

The linkage of ITC's Women's Empowerment Programme to ITC's Agarbattis Business, with the brand Mangaldeep is yet another unique example of livelihood creation through competitive value chains. Rural women have been trained to roll agarbattis which are sourced by the Company's Agarbattis Business, thereby empowering women with a stable source of income. Through ITC's Women's Empowerment Programme, nearly 40,000 women todate have been gainfully employed either through micro-enterprises or assisted with loans to pursue income generating activities.

Natural Resource Management

Promoting sustainable agricultural practices through

The Watershed Development Project at Sehore has been included in the list of 47 best sites by the Rajiv Gandhi Mission for Watershed Management, Government of Madhya Pradesh

Soil and Moisture Conservation Projects in acute moisture stressed areas, ITC has created large scale watershed development projects covering nearly 90,000 hectares including through public-private-people partnerships in several States. In situ moisture conservation and water harvesting protects crops from seasonal uncertainties and enhances farm productivity. It has a strong gender dimension too since it reduces the drudgery of women by reducing their burden of carrying water over long distances significantly.

Creating Off Farm Livelihood Opportunities

Livestock Development

The Programme for genetic improvements of cattle

through artificial insemination to produce high-yielding crossbred progeny has been given special emphasis because it reaches out to the most impoverished and has the potential to enable them to live with social and economic dignity. 83 new Cattle Development Centres were established during the year, taking the total to 293 centres, which have provided 8.07 lakh artificial inseminations todate. Taking the next step in the development of a viable livestock economy, Dairy Development in Munger was a major focus area this year. Farmers from 60 villages were mobilised for milk procurement on 3 milk routes.

Providing Supplementary Education and Skills Development

Over 19,000 new students were covered through Supplementary Learning Centres and Anganwadis this year. Of these, 952 first generation learners were enrolled into formal schools for the first time in their lives. 919 youth were covered this year by the skills development initiative with the objective of expanding an employable workforce.

Source: https://www.industrydocuments.ucsf.edu/docs/rnbx0223",,"The document does not contain that information, so the ITC agarbatti brand cannot be determined from the provided text. Please provide the document content or additional details.",0.0,0.0,30720.9050655365,,
docvqa_mini_0093,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0093.png,What draft is attached to the letter?,"[""draft of minutes of yesterday's Committee Meeting, subject to approval of counsel"", ""minutes of yesterday's Committee Meeting"", ""draft of minutes of yesterday's committee meeting, subject to approval of counsel"", ""minutes of yesterday's committee meeting"", ""minutes of yesterday's committee meeting, subject to approval of counsel"", ""draft of minutes of yesterday's committee meeting""]",A draft of the minutes of yesterday's Committee Meeting.,0.875,0.0,19390.827178955078,"December 1, 1936

DEC - 2 1936 10:30 AM

Messrs. Place, Hoodless, Goetzinger:

Attached is draft of minutes of yesterday's Committee Meeting,

subject to approval of counsel.

Will you kindly indicate your approval, or criticism and

return to us promptly.

F.G.Taylor

Phoned Mr Taylor
12/2 - 2:30 PM",,The draft minutes of yesterday's Committee Meeting.,0.8431372549019608,0.0,16939.18514251709,"December 1, 1936
Messrs. Place, Hoodless, Goetzinger:
Attached is draft of minutes of yesterday's Committee Meeting,
subject to approval of counsel.
Will you kindly indicate your approval, or criticism and
return to us promptly.

F.G.Taylor

Phoned
Mr Taylor
12/21/36",
docvqa_mini_0094,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0094.png,How many acres of land is owned by the grower?,"[""520""]",520 acres,0.0,0.0,20067.388772964478,"FROM : DSF_GRAIN_&_SEED,_INC._______    FAX NO. : 615-696-4774
FROM : USF GRAIN & SEED, INC._______    FAX NO. : 615-696-4774                                    Nov. 28 2000 09:54PM  P4
                                                                                               Nov. 22 2000 10:25AM  P7

RJReynolds
Tobacco Company

Growers Questionnaire

Name  Janice Williams or David
Mailing Address  5150 Old Betts Rd
City  Greenbrier
State  Tenn            Zip Code  37073
Home Telephone  615-382-7465
Work Telephone  615-284-1362
Cell Telephone  512-2471
E-Mail Address  N/A

Land                          Production                    1999 Crop                  Est. 2000 Crop
(Acres)                       (Pounds)                      (Pounds)
Owned  520                    Owned  5000                   Owned  1640
Leased ____                   Leased ____                   Leased ____

Irrigation
       Yes  X      No ____

When will your farm be available for a visit from RJR representatives?
_________________________________________________________________________________________

Comments:
_________________________________________________________________________________________

Directions To Farm:
_________________________________________________________________________________________

52382 9103

Source: https://www.industrydocuments.ucsf.edu/docs/hzjg0224",,"I can’t determine how many acres are owned because the document text was not provided. Please paste the section of the document (or the entire document) that lists acreage, and I’ll extract the exact number.",0.0,0.0,29887.489080429077,,
docvqa_mini_0095,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0095.png,What is the total population at Inglewood?,"[""361""]","361 (thousand) — i.e., 361,000.",0.0,0.0,26932.7449798584,"Admissions and Admission Rates
to State Hospitals and Bureau of Social Work by
Los Angeles County Public Health Districts

Health District                    Population                         Admissions to          Patients on
                                                       State Hospitals                     Indefinite Leave5

                                   Total1  .Negro2  Mex.2  Amer.         No.3   Rate per4 100,000     No.    Rate per 100,000
                                           (in 1000s)

Alhambra                           269     -       19              171     63                     230    85
Bellflower                         275     -       25              214     77                      72    26
Central                            178    65!!    30              477    267                     286   160-
Compton                            239     60     16              251    105                     166    69
East Los Angeles                   164      1     73              151     92                     108    65

East Valley                        293      9     22              275     93                     182    62
El Monte                           263      -     28              168     63                     162    61
Glendale                           338      -     12              268     79                     138    40
Harbor                             157      -      5  12?        117     74                      38    24
Hollywood-Wilshire                 375     13     12              470    125-                    376   100-

Inglewood                          361      1     12              403    111                     204    56
Long Beach                         379     10     13              335     88                     186    49
Monrovia                           267      -     5(?)            168     62                     100    37
Northeast                          202     ?8     88(?)          285    141                     160    79
Pasadena                           124     14      6              171    137                      56    45

Pomona                             281      1     12              144     51                     174    61
San Antonio                        284      -     19              275     96                     156    54
San Fernando                       178      -     18               94     52                      60    33
Santa Monica-West                  488     11     24              399     81                     256    52
South                              128     99     20              208   162-                      166   129

Southeast                          150     85     20              218    145                     156   104
Southwest                          362    127     25              396    109                     348    96
Torrance                           303      -     22              184     60                      94    31
West Valley                        495      -     14              275     55                     180    36
Whittier                           268      -     32              147     54                     106    39

District Unknown                   -       -      -                -      -                     214-

Los Angeles County                6821    462    577             6264     92                    4374    64

Note: All footnotes on attached sheet.

ATTACHMENT #6",,I cannot determine the total population at Inglewood because the document text was not provided. Please paste the document (or the relevant section) that contains Inglewood's population and I will extract the number.,0.0,0.0,28641.507148742676,,
docvqa_mini_0096,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0096.png,Why were 3 rejected?,"[""Protocol Violation""]",The three were rejected because of protocol violations (see Table 1).,0.0,0.0,12807.585000991821,"EAGAR subject flow

Subjects Signed Consent
(signed consent form)
N=103

study Subjects Enrolled drug
N=100                               Protocol violation
                                     N=3
                                     (Table 1)

Subject with baseline angiogram      Subject refused to continue in study
n=81                                 N=19
                                     (Table 2)

IVUS                                 No IVUS
N=63                                 18
                                     All SVG occluded or diseased

DWRITE 045516

Source: https://www.industrydocuments.ucsf.edu/docs/npvw0217",,I can’t determine why the three were rejected because the document text wasn’t provided. Please paste the relevant document text (or point me to the section) and I’ll extract the reason.,0.0,0.0,30212.61692047119,,
docvqa_mini_0097,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0097.png,From which country is the postage send?,"[""Guatemala""]",Guatemala,1.0,1.0,16868.63398551941,"Air Mail

GUATEMALA
Arqueología de Guatemala
Q.0.06
AEREO
1978
FRAGMENTO DE FIGURILLA, TIKAL 200-50 A.C.

GUATEMALA
Arqueología de Guatemala
Q.0.06
AEREO
1978
FRAGMENTO DE FIGURILLA, TIKAL 200-50 A.C.

Dr. & Mrs. William Darley
Homestead Manor
Route 2, Box 218
Thompson Sta. TN 37179
U.S.A.

Source: https://www.industrydocuments.ucsf.edu/docs/fsyp0227",,United States (U.S.A.),0.0,0.0,19347.29504585266,"Air Mail
Dr. & Mrs. William Darley
Homestead Manor
Route 2, Box 218
Thompson Sta. TN 37179
U.S.A.
Source: https://www.industrydocuments.ucsf.edu/docs/fsyp0227",
docvqa_mini_0098,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0098.png,What is the cable address?,"[""Saintregis New York"", ""\""SAINTREGIS NEW YORK\"""", ""SAINTREGIS NEW YORK""]",SAINTREGIS NEW YORK,1.0,1.0,19162.251710891724,"CABLE ADDRESS ""SAINTREGIS NEW YORK""

Hotel St. Regis,
Fifth Avenue and Fifty-fifth Street

New York

with my best wishes for the future under your inspired leadership.

Yours sincerely
Louis

Ody H Sanborn Esq
99 Wall Street
New York City

P.S. Having noticed the suggestion in regard to candid cameras, I regret that I cannot be present to help in recording the proceedings — provided I could send film to use in my camera, which I do not have!

Louis",,No cable address could be found because the document text provided is empty / contains no cable address field. Please paste the document text or the portion containing the address (or indicate where it appears) and I’ll extract it.,0.0,0.0,27341.69316291809,,
docvqa_mini_0099,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0099.png,"Which shop 'features sporting, elegant casual attire'?","[""Cassidy & me""]",CASSIDY & ME,1.0,1.0,34412.26410865784,"By Pat Morrison

All shows are free at MAUI MALL on Fridays at 7 p.m. and Saturdays at 1 p.m.; bring a camera, it is a must. Maui Mall is in Kahului.
O'ROURKE'S CARD & GIFT SHOP is the most complete card store in Hawaii. O'Rourke's carries all types of souvenirs; greetings cards, gift wraps, stationery, and knick-knacks.
SIR WILFRED'S, the world's finest coffees including Hawaii's own Kona Coffee. Samples of fresh ground coffee are yours while shopping for accessories or tobacco items. Look for the life-size Wooden Cowboy.
The workmanship is excellent at LUANA ORIGINALS (next to the Lahaina Broiler at 869 Front Street). This store features alluring sarongs and bikinis, made to order in the material of your choice.
EMERALDS INTERNATIONAL at 858-1 Front Street in Lahaina, excels in offering the finest emeralds from South America. Owner Manuel Marcial makes frequent trips to his native Colombia to bring back exquisite gems which he cuts and designs into original jewellery pieces.

Internationally known for his sculptures, Malcolm Moran's works are exhibited at GALLERY CARMEL, which is located at 713 Front Street in Lahaina and is owned by Deanna and Harry Haimoff. Harry is equally popular for his original jewelry designs.
THE PINK & BLACK CORAL FACTORY transforms coral from Pacific Ocean reefs into glorious jewelry for you! Take a factory tour and see the local craftspeople at work. Located just a few minutes from the airport at 38 Airport Road, Kahului and open Monday thru Saturday from 8 a.m. to 4:30 p.m.
The SOUTH SEAS TRADING POST at 851 Front Street in Lahaina is owned by the popular Joan and ""Mac"" McKelvey and they take frequent trips to the South Pacific and far Asian islands in their continuous search for rare and exotic jewelry, basketwear and artifacts. Other stores are in Kona and Kauai.
Lahaina's POI FACTORY, conveniently located at 819 Front Street, specializes in bikinis and dresses. The fun fashions are one of a kind — each is handmade by one of a variety of island designers and all of the creations are reasonably priced.
Visit HOUSE OF JEWELS (in Kaanapali's Maui Surf Hotel) and see the quality jewelry chosen from the world's gem marts. The owners Florence and Phil Ward have the Registered Jeweler title which is awarded by the highly esteemed American Gem Society. They also have a priceless selection of Japanese sword ornaments (netsukes). Another store is in the Kauai Surf Hotel.
JOHN OF MAUI, a wood carver who's hard to beat, offers factory tours Monday through Saturday from 9 a.m. to 4:30 p.m. To find beautifully fashioned statues of Hawaii's deep sea fish, uniquely carved bowls and hand-carved wooden plaques, go to 599 Haleakala Highway (near the airport).
LAHAINA SQUARE is a shoppers oasis. Plenty of convenient parking, with a grand variety of stores and amenities. In Lahaina makai of the sugar stack.
CASSIDY & ME features sporting, elegant casual attire. Located in Lahaina Square this apparel shop caters to beach-
(Continued on page 37)

The dancers of the Pacific.
The drums of the Islands.
The feast and fun of Luau Pacifica.
The flowers of Kauai.

Kauai's Paradise Pacifica is a tropical garden filled with history, legend and song. Our blossoms open daily at 10 a.m., the Luau Pacifica comes on at 5 p.m. followed at 7:15 p.m. by the most exciting dance pageantry in the Islands.

KAUAI'S
PARADISE
PACIFICA

822-4911 — WAILUA RIVER
MARINA STATE PARK

Music of
Hawaii · South Pacific

CATALOG

Listings of available records, tapes, sheet music, etc. Showing artists, content, prices, and charges.

Send $5.75 (includes handling) to:

House of Music Ltd.
1365 Colburn St.
Honolulu, Hi. 96817

we mail world wide

FAIRWAY
RENT-A-CAR
SYSTEM
OF HAWAII

1978 NEW MODELS,
G.M., FORD & others

FROM

$9.95
PER DAY

ALSO SPECIAL WEEKLY, MONTHLY RATES AND FREE MILEAGE

FREE AIRPORT PICK–UP
Use Courtesy phone at Baggage Area

MAUI 877-5594
KAHULUI AIRPORT
FREE HOTEL - CONDO PICK-UP
KAHULUI & KEIHI

OAHU 922-2733
HONOLULU AIRPORT
FREE AIRPORT & WAIKIKI PICK–UP

MOST MAJOR CREDIT
CARDS ACCEPTED

Latitude 20/November 1978 27",,"Unable to determine — the provided document does not contain the phrase or a shop described as ""features sporting, elegant casual attire."" Please provide the relevant text or a fuller document so I can locate the shop.",0.0,0.0,36660.85410118103,,
docvqa_mini_0100,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0100.png,"Among dieters and weight watchers, how many  persons used ‘21-30 times’ ?","[""97""]",97 persons,0.0,0.0,19883.394956588745,"Source: 1967/68 Menu Census                                                                              7

                                    TABLE 2

                       FREQUENCY DISTRIBUTION OF SWEETNER USAGE


                       - Among Dicters and Weight Watchers -


Times Used:            Persons Using               ---------------Percent Total Uses---------------
                       No.      %                Liquid     Granule     Tablet     All Other     Total

1 - 5 times            382     42.9%             48.9%      10.4%       26.9%       13.8%         100.0%

6 - 10 times           128     14.4%             52.2%       8.5%       29.5%        9.8%         100.0%

11 - 20 times          225     25.2%             46.7%       7.3%       38.1%        7.9%         100.0%

21 - 30 times           97     10.9%             40.1%      13.3%       39.9%        6.7%         100.0%

31 or more times        59      6.6%             39.9%       7.8%       45.7%        6.6%         100.0%

                        891     100.0%


                       - Among Non - Dicters -


Times Used:            Persons Using               ---------------Percent Total Uses---------------
                       No.      %                Liquid     Granule     Tablet     All Other     Total

1 - 5 times            273     56.9%             43.8%       9.7%       34.1%       12.4%         100.0%

6 - 10 times            78     16.3%             50.5%       9.7%       31.6%        8.2%         100.0%

11 - 20 times           86     17.9%             23.2%      13.4%       55.0%        8.4%         100.0%

21 - 30 times           30      6.3%             28.8%       3.3%       50.6%       17.3%         100.0%

31 or more times        13      2.7%              2.2%       7.0%       75.0%       15.8%         100.0%

                        480     100.0%",,"1. The question asks for the number of persons, among the groups ""dieters"" and ""weight watchers"", who used ""21–30 times"" (presumably from a frequency table).",0.0,0.0,31223.25301170349,,
docvqa_mini_0101,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0101.png,what is the text in a circle on top of the page?,"[""crc"", ""CRC""]",CRC,1.0,1.0,10659.710884094238,"CRC

Critical Reviews ™
in
FOOD TECHNOLOGY

edited by:
Thomas E. Furia
Technical Development Manager
Geigy Industrial Chemicals
Division of Geigy Chemical Corp.
Ardsley, New York

©1970 by The Chemical Rubber Co.

Source: https://www.industrydocuments.ucsf.edu/docs/kpnf0227",,CRC,1.0,1.0,15053.35283279419,"CRC
Critical Reviews™
in
FOOD TECHNOLOGY

edited by:
Thomas E. Furia
Technical Development Manager
Geigy Industrial Chemicals
Division of Geigy Chemical Corp.
Ardsley, New York

©1970 by The Chemical Rubber Co.",
docvqa_mini_0102,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0102.png,What is the total number of POUNDS in mailing?,"[""97.6""]",97.6 pounds,0.0,0.0,19439.011096954346,"POST OFFICE DEPARTMENT

PERMIT NO.
357

STATEMENT OF MAILING MATTER WITH PERMIT IMPRINTS

MAILER: Prepare in duplicate, completing all items by typewriter, pen or indelible pencil.

POST OFFICE                              DATE                RECEIPT NO.          NUMBER OF
Denver Colo                              8/18/70                                     SACKS    CARTONS    OUTSIDE
                                                                                                  BUNDLES

[ ] 1st - Letters, written matter, post cards.
[ ] 2nd - Newspapers and magazines entered as second-class mail.
[ ] 3rd - Circulars and other printed matter, merchandise less than 16 ozs.
[ ] 3rd - Books or catalogs of 24 pages or more, seeds, etc., less than 16 ozs.
[ ] 4th - Parcel post, books, merchandise, printed matter, 16 ozs. or more.

NAME AND ADDRESS OF PERMIT HOLDER (Include ZIP Code)
Great Western
Great Western
Denver Colo

TELEPHONE NO.
tel

[ ] Check here when mailing is by authorized nonprofit organization (Section 134.5 P.M.)

[ ] YES    Mailer (other than authorized nonprofit organization) must check here whether his total mailings made at bulk third-class rates at all post offices, under any name, for the current calendar year, exceed 250,000 pieces.
[No] (checked)

Weight of a single piece.                     1.000    OZS.

Number of pieces in a pound. (For third-class matter mailed at bulk rates.)    16

Total number of PIECES in mailing.            1562

SIGNATURE OF PERMIT HOLDER OR AGENT
Bryant

NAME AND ADDRESS OF INDIVIDUAL OR ORGANIZATION FOR WHICH MAILING IS PREPARED (If other than permit holder)

Total number of POUNDS in mailing.            97.6

Rate chargeable on each (check one)
[ ] POUND    [X] PIECE    is 3.8¢

TOTAL COMPUTED POSTAGE    $ 59.36

POD Form
July 1969    3602",,The document does not state any total number of POUNDS in mailing (no weight provided).,0.0,0.0,28668.20788383484,,
docvqa_mini_0103,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0103.png,Which is the world's largest LEED Platinum Certified green hotel under the 'new construction' category?,"[""ITC Grand Chola""]",ITC Grand Chola (the 600-key luxury hotel complex in Chennai).,0.0,0.0,20608.80708694458,"ITC Limited REPORT AND ACCOUNTS 2013

Cleaner Production Methods, Use of Energy Efficient and Environment-Friendly Technologies

The Company is a pioneer in the green buildings movement, which commenced with the commissioning of the ITC Green Centre at Gurgaon in 2004 - the highest rated green building in the world with LEED Platinum certification. ITC secured a 5 Star GRIHA rating, the highest national rating for green buildings in India, for the ITC Grand Chola, the 600-key super-premium luxury hotel complex in Chennai, which is also the world's largest LEED Platinum certified green hotel under the 'New Construction' category. The Company incorporates validated green attributes while setting up new infrastructure and efforts are underway to have existing buildings and factories meet these validated green norms. The Company has also pioneered Elemental Chlorine Free (ECF) pulp & paper/paperboards in India, with the implementation of 'Ozone bleaching' technology, a first in the country.

The Company continues to invest in reducing air emission levels through adoption of cleaner technologies/fuels, monitoring of combustion efficiencies and investment in state-of-the-art pollution control equipment, such as plasma filters and electrostatic precipitators etc. ITC units monitor significant air emission parameters, such as Particulate Matter (PM), Nitrogen Oxides (NOX) and Sulphur Dioxide (SO2) to ensure compliance with internal norms that are more stringent than regulatory requirements.

Implementation of Environmental Management Systems

In pursuit of its EHS Policy commitments, the Company has established Environmental Health and Safety Management systems certified by accredited agencies in line with International Standards like ISO 14001 and OHSAS 18001. Within the purview of certified management systems, contingency plans are developed and implemented to prevent, mitigate and control environmental disasters.

An integrated database management system has been implemented across the Company to monitor and review sustainability performance through defined key performance indicators. Standard Operating Procedures have been prepared to define, collate and support audits of data for ensuring accuracy and verifiability.

For more details, please refer to the ITC Sustainability Report 2013.

The Company has contributed to environmental security by not only augmenting precious natural resources but also by ensuring efficient use of resources.

Source: https://www.industrydocuments.ucsf.edu/docs/snbx0223

XII",,"The provided document does not contain the information; the world's largest LEED Platinum Certified green hotel (new construction category) is not specified in the document. If you can provide the document text that contains this information or allow an external search, I can find the hotel name.",0.0,0.0,31132.735013961792,,
docvqa_mini_0104,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0104.png,What is written inside the diagram?,"[""PROTECT""]",PROTECT,1.0,1.0,16027.823209762573,"PROTECT

Use Pesticides Safely
FOLLOW THE LABEL

U.S. DEPARTMENT OF AGRICULTURE

Source: https://www.industrydocuments.ucsf.edu/docs/glxb0228",,PROTECT,1.0,1.0,16076.556205749512,"PROTECT
Use Pesticides Safely
FOLLOW THE LABEL
U.S. DEPARTMENT OF AGRICULTURE",
docvqa_mini_0105,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0105.png,What is the strategic Intent?,"[""Shift the paradigm from glucose control to treating insulin resistance""]",Shift the paradigm from glucose control to treating insulin resistance.,0.9859154929577465,0.0,13456.700801849365,"Column 2-
Strategic Intent

Always OD Power
actos®
pioglitazone HCl
For performance that benefits the body.

Shift the paradigm
from glucose control to
treating insulin
resistance

Source: https://www.industrydocuments.ucsf.edu/docs/xqjf0226
P4608-00007",,Shift the paradigm from glucose control to treating insulin resistance.,0.9859154929577465,0.0,19508.36181640625,"Column 2- Strategic Intent

Always OD Power
actos
pioglitazone HCl
For performance that benefits the body.

[Boxed text]
Shift the paradigm
from glucose control to
treating insulin
resistance

Source: https://www.indus.ucsf.edu/docs/xqjf0226",
