sample_id,model,phase,ground_truth_len,prediction_len,cer,wer,inference_time_ms,has_prediction
rxpad_testing_data_prescr-102166,azure_intelligence,Phase P-A (OCR),695,330,1.3060606060606061,0.8387096774193549,6122.592926025391,True
rxpad_testing_data_prescr-102167,azure_intelligence,Phase P-A (OCR),1005,369,1.7235772357723578,0.647887323943662,5528.968095779419,True
rxpad_testing_data_prescr-102168,azure_intelligence,Phase P-A (OCR),224,105,1.1523809523809523,0.55,2553.1821250915527,True
rxpad_testing_data_prescr-102169,azure_intelligence,Phase P-A (OCR),928,555,0.7153153153153153,0.43902439024390244,2677.654027938843,True
rxpad_testing_data_prescr-102170,azure_intelligence,Phase P-A (OCR),752,350,1.1571428571428573,0.5245901639344263,2582.3779106140137,True
rxpad_testing_data_prescr-102171,azure_intelligence,Phase P-A (OCR),549,278,0.9784172661870504,0.425531914893617,3717.310905456543,True
rxpad_testing_data_prescr-102172,azure_intelligence,Phase P-A (OCR),396,227,0.748898678414097,0.40540540540540543,2553.229808807373,True
rxpad_testing_data_prescr-102173,azure_intelligence,Phase P-A (OCR),430,209,1.0717703349282297,0.7297297297297297,2520.508289337158,True
rxpad_testing_data_prescr-102174,azure_intelligence,Phase P-A (OCR),608,269,1.3605947955390334,0.7708333333333334,2626.8129348754883,True
rxpad_training_data_ordo1,azure_intelligence,Phase P-A (OCR),828,393,1.1119592875318065,0.6065573770491803,6648.494720458984,True
rxpad_training_data_ordo10,azure_intelligence,Phase P-A (OCR),2179,723,2.033195020746888,1.7,2947.021245956421,True
rxpad_training_data_ordo12,azure_intelligence,Phase P-A (OCR),1403,633,1.4454976303317535,0.9576271186440678,3009.9949836730957,True
rxpad_training_data_ordo13,azure_intelligence,Phase P-A (OCR),2556,894,1.8948545861297539,1.1137724550898203,2745.2049255371094,True
rxpad_training_data_ordo15,azure_intelligence,Phase P-A (OCR),631,261,1.6053639846743295,1.0612244897959184,3714.1480445861816,True
rxpad_training_data_ordo16,azure_intelligence,Phase P-A (OCR),193,73,1.7397260273972603,0.7857142857142857,2763.527154922486,True
rxpad_training_data_ordo18,azure_intelligence,Phase P-A (OCR),1432,694,1.144092219020173,0.7966101694915254,4550.298690795898,True
rxpad_training_data_ordo19,azure_intelligence,Phase P-A (OCR),1258,388,2.2577319587628866,1.746031746031746,2596.320152282715,True
rxpad_training_data_ordo20,azure_intelligence,Phase P-A (OCR),1438,203,6.103448275862069,4.131578947368421,3165.579080581665,True
rxpad_training_data_ordo21,azure_intelligence,Phase P-A (OCR),2947,1653,0.8753781004234725,0.5940959409594095,6514.07527923584,True
rxpad_training_data_ordo22,azure_intelligence,Phase P-A (OCR),1601,568,1.8556338028169015,1.0288461538461537,2536.142110824585,True
rxpad_training_data_ordo23,azure_intelligence,Phase P-A (OCR),1397,493,1.8498985801217038,1.25,2736.3240718841553,True
rxpad_training_data_ordo25,azure_intelligence,Phase P-A (OCR),2941,1254,1.3556618819776713,0.8203883495145631,2987.4229431152344,True
rxpad_training_data_ordo26,azure_intelligence,Phase P-A (OCR),593,174,2.4482758620689653,1.0,2869.9028491973877,True
rxpad_training_data_ordo27,azure_intelligence,Phase P-A (OCR),3920,1425,1.7592982456140351,1.275,5869.184970855713,True
rxpad_training_data_ordo4,azure_intelligence,Phase P-A (OCR),916,346,1.7254335260115607,1.046875,3387.4621391296387,True
rxpad_training_data_ordo5,azure_intelligence,Phase P-A (OCR),2263,600,2.796666666666667,1.8396226415094339,4055.391311645508,True
rxpad_training_data_ordo6,azure_intelligence,Phase P-A (OCR),1234,210,4.904761904761905,4.3428571428571425,2713.743209838867,True
rxpad_training_data_ordo7,azure_intelligence,Phase P-A (OCR),1729,530,2.486792452830189,1.9294117647058824,2658.288955688477,True
rxpad_training_data_ordo9,azure_intelligence,Phase P-A (OCR),2015,549,2.6939890710382515,1.836734693877551,2570.5008506774902,True
rxpad_training_data_prescr-100006,azure_intelligence,Phase P-A (OCR),1112,295,2.857627118644068,1.8644067796610169,3902.414798736572,True
rxpad_training_data_prescr-100011,azure_intelligence,Phase P-A (OCR),2879,999,1.88988988988989,0.9738219895287958,3777.37021446228,True
rxpad_training_data_prescr-100013,azure_intelligence,Phase P-A (OCR),3782,1334,1.8778110944527737,1.0327868852459017,3004.404783248902,True
rxpad_training_data_prescr-100014,azure_intelligence,Phase P-A (OCR),3005,1101,1.7338782924613987,1.020100502512563,3246.4191913604736,True
rxpad_training_data_prescr-100019,azure_intelligence,Phase P-A (OCR),3336,944,2.5391949152542375,1.281081081081081,6829.939842224121,True
rxpad_training_data_prescr-100021,azure_intelligence,Phase P-A (OCR),1131,345,2.289855072463768,1.8627450980392157,8792.342185974121,True
rxpad_training_data_prescr-100034,azure_intelligence,Phase P-A (OCR),981,299,2.2842809364548495,1.8571428571428572,2796.083927154541,True
rxpad_training_data_prescr-100036,azure_intelligence,Phase P-A (OCR),2228,752,1.9707446808510638,1.1654676258992807,5660.899877548218,True
rxpad_training_data_prescr-100037,azure_intelligence,Phase P-A (OCR),1353,341,3.029325513196481,1.434782608695652,3953.6149501800537,True
rxpad_training_data_prescr-100039,azure_intelligence,Phase P-A (OCR),1057,472,1.2923728813559323,0.8243243243243243,3473.674058914185,True
rxpad_training_data_prescr-100040,azure_intelligence,Phase P-A (OCR),1144,504,1.3234126984126984,0.8170731707317073,4146.12078666687,True
rxpad_training_data_prescr-100045,azure_intelligence,Phase P-A (OCR),1780,589,2.033955857385399,1.3300970873786409,2665.7238006591797,True
rxpad_training_data_prescr-100053,azure_intelligence,Phase P-A (OCR),1371,454,2.0198237885462555,1.3703703703703705,8569.67806816101,True
rxpad_training_data_prescr-100055,azure_intelligence,Phase P-A (OCR),2056,786,1.6374045801526718,0.8947368421052632,4955.964803695679,True
rxpad_training_data_prescr-100063,azure_intelligence,Phase P-A (OCR),1724,462,2.7316017316017316,1.2921348314606742,2553.9698600769043,True
rxpad_training_data_prescr-100066,azure_intelligence,Phase P-A (OCR),1787,670,1.6835820895522389,1.0672268907563025,2552.2031784057617,True
rxpad_training_data_prescr-100067,azure_intelligence,Phase P-A (OCR),3998,1626,1.5842558425584257,1.0759075907590758,2668.616771697998,True
rxpad_training_data_prescr-100069,azure_intelligence,Phase P-A (OCR),1195,518,1.3706563706563706,1.1204819277108433,2518.0962085723877,True
rxpad_training_data_prescr-100070,azure_intelligence,Phase P-A (OCR),791,181,3.3701657458563536,2.814814814814815,2688.4381771087646,True
rxpad_training_data_prescr-100078,azure_intelligence,Phase P-A (OCR),2239,793,1.9319041614123582,1.4195804195804196,4845.829010009766,True
rxpad_training_data_prescr-100079,azure_intelligence,Phase P-A (OCR),825,202,3.0841584158415842,2.6333333333333333,2626.9659996032715,True
rxpad_training_data_prescr-100092,azure_intelligence,Phase P-A (OCR),744,70,9.657142857142857,9.636363636363637,2478.311061859131,True
rxpad_training_data_prescr-100110,azure_intelligence,Phase P-A (OCR),1227,732,0.7486338797814208,0.7235772357723578,2867.1841621398926,True
rxpad_training_data_prescr-100126,azure_intelligence,Phase P-A (OCR),1344,388,2.5747422680412373,1.4886363636363635,2657.857894897461,True
rxpad_training_data_prescr-100132,azure_intelligence,Phase P-A (OCR),3236,969,2.4458204334365323,1.9565217391304348,3796.030282974243,True
rxpad_training_data_prescr-100133,azure_intelligence,Phase P-A (OCR),1252,372,2.446236559139785,1.8333333333333333,2543.6508655548096,True
rxpad_training_data_prescr-100134,azure_intelligence,Phase P-A (OCR),2534,796,2.208542713567839,1.875,5993.81685256958,True
rxpad_training_data_prescr-100142,azure_intelligence,Phase P-A (OCR),351,129,1.744186046511628,0.9545454545454546,2487.696886062622,True
rxpad_training_data_prescr-100144,azure_intelligence,Phase P-A (OCR),1218,299,3.076923076923077,2.4081632653061225,8491.822242736816,True
rxpad_training_data_prescr-100147,azure_intelligence,Phase P-A (OCR),1445,376,2.88031914893617,1.8676470588235294,2680.565118789673,True
rxpad_training_data_prescr-100148,azure_intelligence,Phase P-A (OCR),2609,988,1.674089068825911,1.0116279069767442,6054.8670291900635,True
rxpad_training_data_prescr-100150,azure_intelligence,Phase P-A (OCR),1120,355,2.16056338028169,1.5161290322580645,2480.708122253418,True
rxpad_training_data_prescr-100151,azure_intelligence,Phase P-A (OCR),1215,485,1.5154639175257731,1.05,2632.5531005859375,True
rxpad_training_data_prescr-100161,azure_intelligence,Phase P-A (OCR),1885,548,2.509124087591241,1.5377358490566038,3727.933883666992,True
rxpad_training_data_prescr-100166,azure_intelligence,Phase P-A (OCR),1429,515,1.8155339805825244,1.2173913043478262,2655.263900756836,True
rxpad_training_data_prescr-100171,azure_intelligence,Phase P-A (OCR),1987,813,1.4735547355473555,0.8613138686131386,2651.6499519348145,True
rxpad_training_data_prescr-100175,azure_intelligence,Phase P-A (OCR),2278,799,2.0337922403003756,1.5285714285714285,3679.486989974976,True
rxpad_training_data_prescr-100176,azure_intelligence,Phase P-A (OCR),1020,234,3.393162393162393,2.12,3624.210119247437,True
rxpad_training_data_prescr-100178,azure_intelligence,Phase P-A (OCR),1309,487,1.7207392197125257,1.25,2515.68603515625,True
rxpad_training_data_prescr-100183,azure_intelligence,Phase P-A (OCR),897,392,1.3188775510204083,0.9701492537313433,2565.330982208252,True
rxpad_training_data_prescr-100765,azure_intelligence,Phase P-A (OCR),1613,423,2.8534278959810875,2.4705882352941178,2665.0161743164062,True
rxpad_training_data_prescr-100777,azure_intelligence,Phase P-A (OCR),1892,699,1.7453505007153076,1.330188679245283,3762.071132659912,True
rxpad_training_data_prescr-100778,azure_intelligence,Phase P-A (OCR),1027,354,1.9463276836158192,1.8070175438596492,3818.086862564087,True
rxpad_training_data_prescr-100780,azure_intelligence,Phase P-A (OCR),1651,984,0.7164634146341463,0.4838709677419355,3767.693042755127,True
rxpad_training_data_prescr-100785,azure_intelligence,Phase P-A (OCR),1106,404,1.858910891089109,1.746031746031746,2517.587900161743,True
rxpad_training_data_prescr-100787,azure_intelligence,Phase P-A (OCR),1715,255,5.894117647058824,4.130434782608695,2510.923147201538,True
rxpad_training_data_prescr-100809,azure_intelligence,Phase P-A (OCR),2200,842,1.6817102137767221,1.087837837837838,3702.6641368865967,True
rxpad_training_data_prescr-100810,azure_intelligence,Phase P-A (OCR),2191,692,2.2673410404624277,1.9318181818181819,2561.6698265075684,True
rxpad_training_data_prescr-100811,azure_intelligence,Phase P-A (OCR),1024,345,2.026086956521739,1.55,2553.8899898529053,True
rxpad_training_data_prescr-100820,azure_intelligence,Phase P-A (OCR),947,185,4.129729729729729,3.566666666666667,2492.626905441284,True
rxpad_training_data_prescr-100836,azure_intelligence,Phase P-A (OCR),2108,575,2.68,1.9591836734693877,2562.623977661133,True
rxpad_training_data_prescr-100858,azure_intelligence,Phase P-A (OCR),1801,401,3.5037406483790523,2.582089552238806,2686.950922012329,True
rxpad_training_data_prescr-100869,azure_intelligence,Phase P-A (OCR),2553,356,6.188202247191011,5.105263157894737,2658.3540439605713,True
rxpad_training_data_prescr-100879,azure_intelligence,Phase P-A (OCR),1360,367,2.7138964577656677,1.4594594594594594,2661.7631912231445,True
rxpad_training_data_prescr-100882,azure_intelligence,Phase P-A (OCR),2282,648,2.5246913580246915,1.9196428571428572,4902.153968811035,True
rxpad_training_data_prescr-100895,azure_intelligence,Phase P-A (OCR),1426,429,2.358974358974359,1.8333333333333333,2596.956968307495,True
rxpad_training_data_prescr-100918,azure_intelligence,Phase P-A (OCR),1260,770,1.3454545454545455,1.565891472868217,2539.026260375977,True
rxpad_training_data_prescr-100921,azure_intelligence,Phase P-A (OCR),1077,232,3.663793103448276,3.138888888888889,2567.063093185425,True
rxpad_training_data_prescr-100930,azure_intelligence,Phase P-A (OCR),1280,396,2.2626262626262625,1.7647058823529411,2591.0110473632812,True
rxpad_training_data_prescr-100934,azure_intelligence,Phase P-A (OCR),2764,1139,1.826163301141352,1.3201754385964912,2716.3901329040527,True
rxpad_training_data_prescr-101762,azure_intelligence,Phase P-A (OCR),1426,424,2.400943396226415,1.5357142857142858,2546.860694885254,True
rxpad_training_data_prescr-101765,azure_intelligence,Phase P-A (OCR),1743,577,2.050259965337955,1.4,3104.167938232422,True
rxpad_training_data_prescr-101768,azure_intelligence,Phase P-A (OCR),1802,492,2.6646341463414633,1.396039603960396,2735.217809677124,True
rxpad_training_data_prescr-101769,azure_intelligence,Phase P-A (OCR),1224,360,2.4,1.4927536231884058,2556.480646133423,True
rxpad_training_data_prescr-101770,azure_intelligence,Phase P-A (OCR),1187,346,2.453757225433526,1.5223880597014925,2634.7110271453857,True
rxpad_training_data_prescr-101774,azure_intelligence,Phase P-A (OCR),3783,1259,2.06989674344718,1.3008849557522124,2645.2701091766357,True
rxpad_training_data_prescr-101784,azure_intelligence,Phase P-A (OCR),4293,1541,1.8241401687216094,1.2825278810408922,2679.9991130828857,True
rxpad_training_data_prescr-101792,azure_intelligence,Phase P-A (OCR),1359,770,1.4636363636363636,1.7459016393442623,2584.7651958465576,True
rxpad_training_data_prescr-101793,azure_intelligence,Phase P-A (OCR),2242,771,2.0,1.6451612903225807,2626.800060272217,True
rxpad_training_data_prescr-101798,azure_intelligence,Phase P-A (OCR),1122,396,1.8888888888888888,1.2916666666666667,2535.7420444488525,True
rxpad_training_data_prescr-101803,azure_intelligence,Phase P-A (OCR),3159,782,3.0588235294117645,2.268965517241379,2569.467067718506,True
rxpad_training_data_prescr-101805,azure_intelligence,Phase P-A (OCR),4432,2054,1.1718597857838364,0.8502994011976048,5034.7020626068115,True
rxpad_training_data_prescr-101808,azure_intelligence,Phase P-A (OCR),2411,699,2.4577968526466383,1.6984126984126984,4896.419286727905,True
rxpad_training_data_prescr-101814,azure_intelligence,Phase P-A (OCR),1404,343,3.107871720116618,2.5961538461538463,2554.4581413269043,True
rxpad_training_data_prescr-101818,azure_intelligence,Phase P-A (OCR),2350,817,1.9889840881272949,1.6369863013698631,2746.4802265167236,True
rxpad_training_data_prescr-101823,azure_intelligence,Phase P-A (OCR),897,333,1.7447447447447448,1.25,2557.0411682128906,True
rxpad_training_data_prescr-101825,azure_intelligence,Phase P-A (OCR),1242,509,1.4852652259332024,1.5909090909090908,2517.3211097717285,True
rxpad_training_data_prescr-101828,azure_intelligence,Phase P-A (OCR),2236,942,1.5849256900212314,1.5759493670886076,2577.8019428253174,True
rxpad_training_data_prescr-101832,azure_intelligence,Phase P-A (OCR),2776,1077,1.6137418755803157,1.2906976744186047,3797.050952911377,True
rxpad_training_data_prescr-101834,azure_intelligence,Phase P-A (OCR),3845,382,9.06806282722513,8.125,3817.45719909668,True
rxpad_training_data_prescr-101848,azure_intelligence,Phase P-A (OCR),966,318,2.0660377358490565,1.490909090909091,2818.9141750335693,True
rxpad_training_data_prescr-101853,azure_intelligence,Phase P-A (OCR),2938,1365,1.1875457875457875,0.7942386831275721,3142.760992050171,True
rxpad_training_data_prescr-101854,azure_intelligence,Phase P-A (OCR),2412,881,1.7763904653802498,1.2402597402597402,3338.0579948425293,True
rxpad_training_data_prescr-101856,azure_intelligence,Phase P-A (OCR),2310,857,1.7596266044340723,1.006578947368421,2758.0478191375732,True
rxpad_training_data_prescr-101857,azure_intelligence,Phase P-A (OCR),1419,462,2.088744588744589,1.5180722891566265,2882.291316986084,True
rxpad_training_data_prescr-101858,azure_intelligence,Phase P-A (OCR),2475,1211,1.092485549132948,0.755,3405.092239379883,True
rxpad_training_data_prescr-101861,azure_intelligence,Phase P-A (OCR),2743,1019,1.776251226692836,1.24,2871.940851211548,True
rxpad_training_data_prescr-101862,azure_intelligence,Phase P-A (OCR),1025,169,5.118343195266272,4.75,2708.5230350494385,True
rxpad_training_data_prescr-101863,azure_intelligence,Phase P-A (OCR),3785,1710,1.2619883040935673,0.6589403973509934,3012.253999710083,True
rxpad_training_data_prescr-101867,azure_intelligence,Phase P-A (OCR),5024,1928,1.6483402489626555,1.0157894736842106,3536.229133605957,True
rxpad_training_data_prescr-101869,azure_intelligence,Phase P-A (OCR),2551,646,2.959752321981424,2.295918367346939,6266.294002532959,True
rxpad_training_data_prescr-101871,azure_intelligence,Phase P-A (OCR),2494,1380,1.3065217391304347,1.0766129032258065,8716.892957687378,True
rxpad_training_data_prescr-101872,azure_intelligence,Phase P-A (OCR),2180,769,1.849154746423927,1.2442748091603053,3109.9209785461426,True
rxpad_training_data_prescr-101873,azure_intelligence,Phase P-A (OCR),1583,407,3.0098280098280097,2.168831168831169,8851.393222808838,True
rxpad_training_data_prescr-101874,azure_intelligence,Phase P-A (OCR),1697,717,1.6624825662482565,1.5405405405405406,2712.064027786255,True
rxpad_training_data_prescr-101875,azure_intelligence,Phase P-A (OCR),1275,417,2.0695443645083933,1.1927710843373494,2657.1390628814697,True
rxpad_training_data_prescr-101876,azure_intelligence,Phase P-A (OCR),4211,1509,1.8482438701126573,1.035294117647059,2853.615045547486,True
rxpad_training_data_prescr-101877,azure_intelligence,Phase P-A (OCR),965,537,1.1303538175046555,1.0337078651685394,3630.186080932617,True
rxpad_training_data_prescr-101878,azure_intelligence,Phase P-A (OCR),1507,427,2.5362997658079625,2.027027027027027,4944.573879241943,True
rxpad_training_data_prescr-101879,azure_intelligence,Phase P-A (OCR),3800,1306,1.9310872894333844,1.180952380952381,2908.051013946533,True
rxpad_training_data_prescr-101882,azure_intelligence,Phase P-A (OCR),1848,785,1.3796178343949044,0.9785714285714285,2683.314800262451,True
rxpad_training_data_prescr-101898,azure_intelligence,Phase P-A (OCR),632,286,1.4125874125874125,0.9591836734693877,3046.863079071045,True
rxpad_training_data_prescr-101901,azure_intelligence,Phase P-A (OCR),865,113,6.778761061946903,5.523809523809524,3822.8816986083984,True
rxpad_training_data_prescr-101904,azure_intelligence,Phase P-A (OCR),2047,651,2.1582181259600612,1.3846153846153846,5141.842842102051,True
rxpad_training_data_prescr-101908,azure_intelligence,Phase P-A (OCR),1686,607,1.8039538714991763,1.1132075471698113,2862.1418476104736,True
rxpad_training_data_prescr-101910,azure_intelligence,Phase P-A (OCR),2834,986,1.9614604462474645,1.309278350515464,2816.12491607666,True
rxpad_training_data_prescr-101911,azure_intelligence,Phase P-A (OCR),1107,578,1.2058823529411764,1.148936170212766,2650.7771015167236,True
rxpad_training_data_prescr-101916,azure_intelligence,Phase P-A (OCR),2541,691,2.6888567293777133,1.375,2822.826862335205,True
rxpad_training_data_prescr-101917,azure_intelligence,Phase P-A (OCR),1713,394,3.3553299492385786,2.16,2723.4718799591064,True
rxpad_training_data_prescr-101918,azure_intelligence,Phase P-A (OCR),1830,442,3.160633484162896,1.6601941747572815,9614.445924758911,True
rxpad_training_data_prescr-101921,azure_intelligence,Phase P-A (OCR),2075,614,2.4055374592833876,1.761061946902655,15690.738916397097,True
rxpad_training_data_prescr-101922,azure_intelligence,Phase P-A (OCR),604,98,5.163265306122449,3.588235294117647,7400.547027587891,True
rxpad_training_data_prescr-101924,azure_intelligence,Phase P-A (OCR),2189,685,2.240875912408759,1.3006993006993006,3845.734834671021,True
rxpad_training_data_prescr-101925,azure_intelligence,Phase P-A (OCR),1505,378,2.986772486772487,2.272727272727273,2693.437099456787,True
rxpad_training_data_prescr-101926,azure_intelligence,Phase P-A (OCR),1740,561,2.1122994652406417,1.4903846153846154,2662.410020828247,True
rxpad_training_data_prescr-101927,azure_intelligence,Phase P-A (OCR),1789,514,2.4961089494163424,1.5643564356435644,2717.7491188049316,True
rxpad_training_data_prescr-101928,azure_intelligence,Phase P-A (OCR),992,193,4.1450777202072535,3.0555555555555554,2846.982002258301,True
rxpad_training_data_prescr-101930,azure_intelligence,Phase P-A (OCR),1570,948,0.7489451476793249,0.5724137931034483,2853.4247875213623,True
rxpad_training_data_prescr-101932,azure_intelligence,Phase P-A (OCR),1921,700,1.752857142857143,1.1858407079646018,3951.1210918426514,True
rxpad_training_data_prescr-101933,azure_intelligence,Phase P-A (OCR),1588,509,2.4833005893909625,2.3793103448275863,3148.09513092041,True
rxpad_training_data_prescr-101935,azure_intelligence,Phase P-A (OCR),1714,546,2.15018315018315,1.7209302325581395,2846.886157989502,True
rxpad_training_data_prescr-101936,azure_intelligence,Phase P-A (OCR),1662,361,3.6038781163434903,2.1527777777777777,2636.007785797119,True
rxpad_training_data_prescr-101937,azure_intelligence,Phase P-A (OCR),1727,448,2.997767857142857,2.2125,3808.6998462677,True
rxpad_training_data_prescr-101938,azure_intelligence,Phase P-A (OCR),1920,520,2.703846153846154,1.7525773195876289,7244.197130203247,True
rxpad_training_data_prescr-101939,azure_intelligence,Phase P-A (OCR),1995,475,3.2126315789473683,1.858695652173913,2736.1409664154053,True
rxpad_training_data_prescr-101942,azure_intelligence,Phase P-A (OCR),973,229,3.2620087336244543,2.128205128205128,3490.6911849975586,True
rxpad_training_data_prescr-101943,azure_intelligence,Phase P-A (OCR),992,262,2.801526717557252,2.789473684210526,3314.292907714844,True
rxpad_training_data_prescr-101944,azure_intelligence,Phase P-A (OCR),1718,439,2.9339407744874717,1.6774193548387097,2977.5240421295166,True
rxpad_training_data_prescr-101947,azure_intelligence,Phase P-A (OCR),1371,298,3.6476510067114094,2.574074074074074,2612.8430366516113,True
rxpad_training_data_prescr-101949,azure_intelligence,Phase P-A (OCR),2363,711,2.329113924050633,1.2805755395683454,5146.349906921387,True
rxpad_testing_data_prescr-102125,mistral_document_ai,Phase P-A (OCR),2008,1402,0.458981612446959,0.22440944881889763,3649.055004119873,True
rxpad_testing_data_prescr-102126,mistral_document_ai,Phase P-A (OCR),1468,1305,0.19315589353612167,0.19282511210762332,3059.5898628234863,True
rxpad_testing_data_prescr-102127,mistral_document_ai,Phase P-A (OCR),843,469,0.869198312236287,0.5945945945945946,2238.8548851013184,True
rxpad_testing_data_prescr-102128,mistral_document_ai,Phase P-A (OCR),1501,937,0.7696390658174098,0.7948717948717948,3518.645763397217,True
rxpad_testing_data_prescr-102129,mistral_document_ai,Phase P-A (OCR),2417,1271,1.1137254901960785,1.151685393258427,5269.069671630859,True
rxpad_testing_data_prescr-102130,mistral_document_ai,Phase P-A (OCR),587,166,2.536144578313253,1.2222222222222223,2243.220329284668,True
rxpad_testing_data_prescr-102131,mistral_document_ai,Phase P-A (OCR),630,504,0.5739644970414202,0.55,2641.948938369751,True
