sample_id,azure_intelligence,gpt-5-mini,gpt-5-nano,mistral_document_ai,mean_cer,std_cer
iam_020_a01-132,0.034482758620689655,0.009852216748768473,0.046798029556650245,0.0,0.022783251231527094,0.021601514149298635
iam_023_a02-008,0.023965141612200435,0.008714596949891068,0.023965141612200435,0.0,0.014161220043572984,0.011866473956694401
iam_025_a02-020,0.0189873417721519,0.0031645569620253164,0.07911392405063292,0.0,0.025316455696202535,0.03681419486627669
iam_028_a02-050,0.05688622754491018,0.04790419161676647,1.0,0.0,0.27619760479041916,0.483180569039115
iam_029_a02-053,0.022058823529411766,0.0,0.0,0.0,0.0055147058823529415,0.011029411764705883
iam_030_a02-057,0.04216867469879518,0.015060240963855422,0.0963855421686747,0.0,0.038403614457831324,0.04241002361544796
iam_036_a02-086,0.03514376996805112,0.012779552715654952,0.04792332268370607,0.003194888178913738,0.02476038338658147,0.020436465455160265
iam_037_a02-124,0.041666666666666664,0.013888888888888888,0.027777777777777776,0.004629629629629629,0.02199074074074074,0.016203703703703703
iam_038_a02-116,0.027700831024930747,0.008310249307479225,0.01662049861495845,0.0110803324099723,0.01592797783933518,0.008575335005081584
iam_039_a02-120,0.03155339805825243,0.0048543689320388345,0.01699029126213592,0.012135922330097087,0.016383495145631068,0.011276181120361127
iam_040_a03-006,0.03571428571428571,0.007142857142857143,0.002380952380952381,0.009523809523809525,0.01369047619047619,0.014979830228711804
iam_041_a03-009,0.020942408376963352,0.002617801047120419,0.028795811518324606,0.0,0.013089005235602094,0.014016037001927583
iam_042_a03-011,0.013100436681222707,0.004366812227074236,0.028384279475982533,0.0,0.011462882096069868,0.012526866432356992
iam_046_a03-023,0.1206140350877193,0.09868421052631579,0.11403508771929824,0.10964912280701754,0.11074561403508773,0.00921748553575913
iam_052_a03-043,0.02416918429003021,0.00906344410876133,1.0,0.0,0.2583081570996979,0.4945617182217636
iam_053_a03-054,0.19913419913419914,0.18995633187772926,0.20305676855895197,0.17965367965367965,0.19295024480613998,0.010426652914113934
iam_058_a04-003,0.009433962264150943,0.006289308176100629,0.006289308176100629,0.0,0.005503144654088051,0.0039569362868295335
iam_059_a04-019,0.028225806451612902,0.006072874493927126,0.01417004048582996,0.0,0.012117180357842497,0.012207398883942303
iam_059_a04-023,0.030162412993039442,0.0,0.016241299303944315,0.0,0.01160092807424594,0.014551343946037725
iam_059_a04-027,0.02512562814070352,0.005037783375314861,0.027707808564231738,0.0,0.01446780502006253,0.013989633993775997
iam_060_a04-031,0.1627450980392157,0.14313725490196078,1.0,0.0,0.3264705882352941,0.45484138654622125
iam_060_a04-035,0.12934362934362933,0.11969111969111969,0.1274131274131274,0.11196911196911197,0.12210424710424711,0.00794013042422977
iam_060_a04-039,0.23211169284467714,0.2286212914485166,1.0,0.2094240837696335,0.4175392670157068,0.38843524630732856
iam_061_a04-047,0.02040816326530612,0.0022675736961451248,0.022675736961451247,0.0,0.011337868480725623,0.011855167907300169
iam_061_a04-050,0.027190332326283987,0.0030211480362537764,0.05740181268882175,0.0,0.021903323262839877,0.026610695391185928
iam_061_a04-059,0.043010752688172046,0.002688172043010753,0.013440860215053764,0.0,0.01478494623655914,0.01969288617906444
iam_062_a04-069,0.045584045584045586,0.008547008547008548,0.05982905982905983,0.0,0.02849002849002849,0.028773518342911905
iam_063_a04-089,0.02406417112299465,0.0106951871657754,0.0106951871657754,0.0,0.011363636363636364,0.009854431545229938
iam_066_a06-000,0.0705521472392638,0.03374233128834356,0.03374233128834356,0.05521472392638037,0.04831288343558282,0.017951993728097585
iam_067_a06-008,0.034482758620689655,0.0,0.0,0.0,0.008620689655172414,0.017241379310344827
iam_068_a06-014,0.04534005037783375,0.0025188916876574307,0.020151133501259445,0.010075566750629723,0.019521410579345085,0.01866644338825836
iam_071_a06-036,0.06451612903225806,0.03812316715542522,0.05278592375366569,0.03812316715542522,0.04838709677419355,0.012782694849092884
iam_079_a06-090,0.052486187845303865,0.011049723756906077,0.09668508287292818,0.0,0.04005524861878453,0.04399700668655724
iam_081_n02-146,0.03773584905660377,0.016771488469601678,0.469601677148847,0.0,0.1310272536687631,0.22624356159870795
iam_085_a06-147,0.0392156862745098,0.0196078431372549,0.38480392156862747,0.05392156862745098,0.12438725490196079,0.17417919360257872
iam_086_a06-152,0.026737967914438502,0.008021390374331552,0.016042780748663103,0.0,0.01270053475935829,0.011422464900157126
iam_087_b01-004,0.021739130434782608,0.003105590062111801,0.0,0.0,0.006211180124223602,0.010454974056275443
iam_088_b01-014,0.03155339805825243,0.0,0.019417475728155338,0.0024271844660194173,0.013349514563106795,0.014896401811910976
iam_089_b01-038,0.03076923076923077,0.011538461538461539,0.0038461538461538464,0.0057692307692307696,0.012980769230769231,0.012301180168202235
iam_090_b01-049,0.02,0.01,0.02,0.0,0.0125,0.009574271077563382
iam_090_b01-053,0.027700831024930747,0.002785515320334262,0.005571030640668524,0.0,0.009014344246483383,0.012663568595179085
iam_092_b01-084,0.029177718832891247,0.013333333333333334,0.032,0.0,0.018627763041556146,0.014890073095181838
iam_092_b01-094,0.03183023872679045,0.0,0.03183023872679045,0.005305039787798408,0.017241379310344827,0.016984414422898803
iam_093_b01-122,0.05764411027568922,0.005012531328320802,0.08771929824561403,0.002506265664160401,0.03822055137844611,0.041656065510262304
iam_094_b01-127,0.017412935323383085,0.0024875621890547263,0.03233830845771144,0.0,0.013059701492537313,0.014977107685065043
iam_094_b01-136,0.03188405797101449,0.011594202898550725,0.020289855072463767,0.0,0.015942028985507246,0.01349201936596033
iam_096_b02-045,0.028985507246376812,0.004158004158004158,0.13305613305613306,0.0,0.04154991111512851,0.062331914559768414
iam_099_b02-105,0.023474178403755867,0.014084507042253521,0.023474178403755867,0.0,0.015258215962441314,0.0110934639113911
iam_100_b03-025,0.029069767441860465,0.014534883720930232,0.07848837209302326,0.023255813953488372,0.03633720930232558,0.028728618372817042
iam_102_b03-087,0.020356234096692113,0.020356234096692113,0.027989821882951654,0.002544529262086514,0.017811704834605598,0.010795523376893856
iam_103_b03-098,0.05583756345177665,0.17766497461928935,1.0,0.0,0.3083756345177665,0.4670119730234489
iam_104_b03-104,0.022556390977443608,0.0,0.015037593984962405,0.0,0.009398496240601503,0.011278195488721804
iam_105_b03-109,0.024886877828054297,0.0022624434389140274,0.020361990950226245,0.0,0.011877828054298642,0.012579809440129923
iam_106_b03-114,0.05757575757575758,0.015151515151515152,0.015151515151515152,0.015151515151515152,0.025757575757575757,0.021212121212121213
iam_107_b04-020,0.05654761904761905,0.08035714285714286,0.044642857142857144,0.0,0.04538690476190477,0.03370461801460156
iam_108_b04-026,0.018779342723004695,0.002347417840375587,1.0,0.0,0.25528169014084506,0.4965491613120027
iam_109_b04-060,0.02064896755162242,0.0,0.0029498525073746312,0.0,0.0058997050147492625,0.009930683321889948
iam_109_b04-075,0.03426791277258567,0.006230529595015576,0.003115264797507788,0.0,0.010903426791277258,0.015782641904019377
iam_112_b04-134,0.04941176470588235,0.007058823529411765,0.018823529411764704,0.004705882352941176,0.019999999999999997,0.020557399877774364
iam_112_b04-147,0.05570291777188329,0.010610079575596816,1.0,0.0,0.26657824933687,0.4895438478008073
iam_114_b04-202,0.03234501347708895,0.018867924528301886,0.07008086253369272,0.016172506738544475,0.03436657681940701,0.024838339527006443
iam_115_b05-017,0.0436241610738255,0.003355704697986577,0.2751677852348993,0.0,0.08053691275167785,0.13125910882958353
iam_117_b05-045,0.026525198938992044,0.05305039787798409,0.007957559681697613,0.002652519893899204,0.022546419098143238,0.022766389371500856
iam_117_b05-050,0.034055727554179564,0.01238390092879257,0.02476780185758514,0.0,0.017801857585139316,0.014820853061243623
iam_118_b05-055,0.033783783783783786,0.07432432432432433,1.0641891891891893,0.060810810810810814,0.30827702702702703,0.5042232087614703
iam_118_g05-098,0.06855791962174941,0.040380047505938245,1.0,0.009456264775413711,0.2795985579757754,0.4808737682713329
iam_118_h05-012,0.05955334987593052,0.07231920199501247,0.07481296758104738,0.017369727047146403,0.05601381162478419,0.026615582050548196
iam_119_g05-094,0.014634146341463415,0.0,0.0,0.0,0.003658536585365854,0.007317073170731707
iam_120_b05-079,0.07253886010362694,0.054404145077720206,0.02849740932642487,0.04404145077720207,0.04987046632124352,0.018485988453029054
iam_123_b06-000,0.038781163434903045,0.0,0.022284122562674095,0.00554016620498615,0.016651363050640824,0.017532661250314382
iam_124_c06-111,0.019943019943019943,0.002849002849002849,0.698005698005698,0.0,0.1801994301994302,0.3453165005871694
iam_125_b06-056,0.125,0.3029661016949153,0.1271186440677966,0.057203389830508475,0.1530720338983051,0.10507242899843673
iam_125_c06-005,0.0633245382585752,0.03430079155672823,1.0,0.0,0.27440633245382584,0.48442102909350854
iam_126_c06-052,0.0196078431372549,0.0056022408963585435,0.0196078431372549,0.0028011204481792717,0.011904761904761904,0.008967961116852729
iam_126_c06-087,0.04699738903394256,0.5221932114882507,0.02349869451697128,0.0,0.14817232375979114,0.25008434792479994
iam_129_c06-014,0.2210065645514223,0.19474835886214442,0.20787746170678337,0.2013129102844639,0.2062363238512035,0.011211105870852948
iam_129_c06-138,0.05333333333333334,0.006666666666666667,0.03,0.0033333333333333335,0.02333333333333333,0.023253832818284834
iam_130_b06-079,0.10986547085201794,0.004484304932735426,0.017937219730941704,0.0,0.033071748878923765,0.05176006257176492
iam_131_b06-042,0.08902691511387163,0.08125,0.07291666666666667,0.004140786749482402,0.06183359213250517,0.039020370933393875
iam_131_c06-058,0.01858736059479554,0.0,0.011152416356877323,0.0,0.007434944237918215,0.00910590982447278
iam_132_b06-082,0.01978021978021978,0.0,0.01098901098901099,0.0,0.007692307692307693,0.00957999767811137
iam_132_c06-047,0.03142857142857143,0.008571428571428572,0.017142857142857144,0.0,0.014285714285714287,0.0134011878852098
iam_132_c06-091,0.06389776357827476,0.03194888178913738,0.08306709265175719,0.0,0.04472843450479233,0.036520613843412666
iam_133_c06-080,0.21923937360178972,0.19318181818181818,0.2159090909090909,0.2058165548098434,0.20853670937563556,0.011719939639326988
iam_133_c06-116,0.0158311345646438,0.010554089709762533,1.0,0.010554089709762533,0.2592348284960422,0.4938497130434581
iam_136_c01-066,0.015306122448979591,0.002551020408163265,0.030612244897959183,0.0,0.01211734693877551,0.01403061224489796
iam_137_c02-000,0.3333333333333333,0.32130584192439865,1.0,0.0,0.41365979381443296,0.4202740594308516
iam_139_c02-007,0.060526315789473685,0.018421052631578946,0.021052631578947368,0.0,0.024999999999999998,0.025468826563084166
iam_139_c02-017,0.07947019867549669,0.0640176600441501,0.059602649006622516,0.05518763796909492,0.06456953642384106,0.010567628120930888
iam_140_c02-022,0.03680981595092025,0.06461538461538462,1.0,0.0,0.2753563001415762,0.4838201257935651
iam_141_c02-026,0.05249343832020997,0.03674540682414698,0.08136482939632546,0.010498687664041995,0.045275590551181105,0.029646402230721652
iam_142_c02-030,0.06060606060606061,0.020202020202020204,0.025252525252525252,0.017676767676767676,0.030934343434343436,0.02003030982203837
iam_145_c02-056,0.03110047846889952,0.002403846153846154,0.026442307692307692,0.011961722488038277,0.017977088700772914,0.013198406541189362
iam_146_c02-059,0.0728051391862955,0.059957173447537475,0.057815845824411134,0.0,0.04764453961456103,0.03244541235065512
iam_148_c02-082,0.2838095238095238,0.2835249042145594,0.28735632183908044,0.26095238095238094,0.27891078270388614,0.01209847244473292
iam_151_c03-000b,0.024024024024024024,0.0,0.06006006006006006,0.015015015015015015,0.02477477477477477,0.025525525525525526
iam_152_c03-021c,0.030303030303030304,0.011655011655011656,0.027972027972027972,0.013986013986013986,0.02097902097902098,0.009516277166989814
iam_152_c03-096c,0.023121387283236993,0.014450867052023121,0.011560693641618497,0.0,0.012283236994219652,0.009549242582658482
iam_153_c03-003d,0.02849740932642487,0.0051813471502590676,0.025906735751295335,0.0,0.01489637305699482,0.014404859514345662
iam_153_c03-096d,0.02023121387283237,0.0,0.0,0.0,0.0050578034682080926,0.010115606936416185
iam_154_c03-021e,0.03496503496503497,0.004662004662004662,0.04428904428904429,0.0,0.02097902097902098,0.0219494124193093
iam_157_c04-000,0.02880658436213992,0.0,0.00411522633744856,0.0,0.00823045267489712,0.013853916239179805
iam_157_c04-004,0.026570048309178744,0.0024154589371980675,0.0024154589371980675,0.0,0.00785024154589372,0.012531708869785331
iam_158_e04-000,0.05263157894736842,0.011695906432748537,0.03216374269005848,0.023391812865497075,0.029970760233918127,0.01727787319808561
iam_159_c04-017,0.027855153203342618,0.011142061281337047,0.027855153203342618,0.0,0.016713091922005572,0.013646182411048346
iam_160_c04-023,0.017921146953405017,0.0,0.0,0.0035842293906810036,0.005376344086021505,0.008532172555009378
iam_164_c04-075,0.05121951219512195,0.00975609756097561,0.05121951219512195,0.0,0.028048780487804875,0.027050089040022963
iam_166_c04-089,0.046296296296296294,0.011655011655011656,0.018648018648018648,0.006944444444444444,0.02088594276094276,0.01760937094767284
iam_166_c04-098,0.04594594594594595,0.002702702702702703,0.021621621621621623,0.0,0.01756756756756757,0.021223817998900444
iam_168_c04-116,0.04716981132075472,0.006289308176100629,0.018867924528301886,0.009433962264150943,0.020440251572327043,0.018604024475156026
iam_170_c04-150,0.05115089514066496,0.010230179028132993,0.03836317135549872,0.0,0.024936061381074168,0.02384376175779539
iam_171_c04-156,0.045112781954887216,0.018796992481203006,0.02631578947368421,0.041353383458646614,0.03289473684210526,0.012421195239097122
iam_172_c04-165,0.04156479217603912,0.007352941176470588,0.01715686274509804,0.0,0.016518649024401935,0.01811622265144873
iam_175_d01-016,0.046357615894039736,0.01,0.32,0.006622516556291391,0.09574503311258278,0.1505815845469374
iam_175_d01-019,0.046875,0.0,0.020089285714285716,0.002232142857142857,0.017299107142857144,0.021670187320254015
iam_176_d01-024,0.04335260115606936,0.0953757225433526,0.04046242774566474,0.04046242774566474,0.05491329479768786,0.02700933674157261
iam_177_d01-049,0.015544041450777202,0.0,0.0,0.0,0.0038860103626943004,0.007772020725388602
iam_177_d01-052,0.021148036253776436,0.00906344410876133,0.006042296072507553,0.006042296072507553,0.010574018126888218,0.0071917708243130415
iam_178_d01-060,0.3225225225225225,0.31351351351351353,0.3063063063063063,0.2702702702702703,0.30315315315315317,0.022903681640442444
iam_179_d01-080,0.05759162303664921,0.005235602094240838,0.04450261780104712,0.0,0.026832460732984294,0.028546837352453034
iam_179_d01-085,0.03888888888888889,0.016666666666666666,0.041666666666666664,0.016666666666666666,0.028472222222222218,0.013678969169161257
iam_180_d01-098,0.017721518987341773,0.012658227848101266,0.002531645569620253,0.0,0.008227848101265823,0.008364652996455278
iam_181_d01-118,0.021341463414634148,0.0,0.0,0.0,0.005335365853658537,0.010670731707317074
iam_184_d04-005,0.023952095808383235,0.023952095808383235,0.0,0.005988023952095809,0.01347305389221557,0.012344627621609764
iam_185_d04-012,0.12962962962962962,0.007978723404255319,0.010638297872340425,0.005291005291005291,0.03838441404930766,0.060869302761605265
iam_186_d04-021,0.06764705882352941,0.0,0.01764705882352941,0.008823529411764706,0.023529411764705882,0.03028126512055
iam_187_d04-032,0.053763440860215055,0.025806451612903226,1.3333333333333333,0.0,0.3532258064516129,0.6537737572285455
iam_187_d04-037,0.10333333333333333,0.006666666666666667,0.02,0.0033333333333333335,0.03333333333333333,0.0472189541352795
iam_189_d04-050,0.050314465408805034,0.009433962264150943,0.012578616352201259,0.0,0.018081761006289308,0.02214321821203104
iam_190_d04-058,0.049868766404199474,0.005249343832020997,0.023622047244094488,0.0026246719160104987,0.020341207349081365,0.021788992835367053
iam_190_d04-062,0.024734982332155476,0.0035335689045936395,0.19434628975265017,0.0035335689045936395,0.05653710247349823,0.09241481859096833
iam_192_d04-075,0.45934959349593496,0.43089430894308944,1.0,0.43360433604336046,0.5809620596205962,0.2796527703454208
iam_194_d04-089,0.02962962962962963,0.0,0.009876543209876543,0.0,0.009876543209876543,0.01396754135677131
iam_195_d04-101,0.05642633228840126,0.003134796238244514,1.0,0.0,0.26489028213166144,0.4907566646352724
iam_196_d04-111,0.09551656920077972,0.07407407407407407,1.0311890838206628,0.056530214424951264,0.31432748538011696,0.47817357480106776
iam_197_d04-121,0.03125,0.013020833333333334,0.0234375,0.018229166666666668,0.021484375000000003,0.007776246904153176
iam_199_d05-025,0.01278772378516624,0.0,0.0,0.0,0.00319693094629156,0.00639386189258312
iam_202_e06-006,0.007633587786259542,0.0,0.0,0.0,0.0019083969465648854,0.0038167938931297713
iam_203_d06-003,0.020253164556962026,0.0,0.017721518987341773,0.0,0.00949367088607595,0.011010960633502017
iam_203_e06-010,0.024282560706401765,0.00663716814159292,0.05309734513274336,0.002207505518763797,0.02155614487487546,0.023088426889493228
iam_203_e06-046,0.032640949554896145,0.0,0.002967359050445104,0.0,0.008902077151335312,0.015887614643134533
iam_204_d06-107,0.04632152588555858,0.008174386920980926,0.04087193460490463,0.0,0.023841961852861034,0.02316076294277929
iam_204_e06-030,0.0345679012345679,0.0024691358024691358,0.08641975308641975,0.0,0.030864197530864196,0.04024514626632971
iam_205_e06-026,0.0,0.0030864197530864196,0.033950617283950615,0.0,0.009259259259259259,0.01652508066276647
iam_206_d06-056,0.02425876010781671,0.0,0.01078167115902965,0.0,0.00876010781671159,0.011514829845441416
iam_206_d06-096,0.017721518987341773,0.005063291139240506,0.0379746835443038,0.005063291139240506,0.016455696202531647,0.015537512775967906
iam_207_d06-037,0.020958083832335328,0.0,0.011976047904191617,0.0,0.008233532934131736,0.010189909110110846
iam_207_d06-100,0.016611295681063124,0.0033222591362126247,0.013289036544850499,0.0,0.008305647840531562,0.007908558614111683
iam_207_e06-070,0.012165450121654502,0.0,0.0072992700729927005,0.0,0.004866180048661801,0.005959829057866614
iam_208_d06-041,0.125,0.0701219512195122,1.0,0.012195121951219513,0.3018292682926829,0.4677204222787552
iam_208_d06-060,0.07389162561576355,0.03694581280788178,1.0,0.0,0.2777093596059113,0.48247107401006395
iam_208_d06-113,0.1164021164021164,0.06349206349206349,1.0,0.0,0.294973544973545,0.4724204080732655
iam_209_d07-085,0.01567398119122257,0.003134796238244514,0.009404388714733543,0.0,0.007053291536050156,0.006950958566170361
iam_210_e01-018,0.027707808564231738,0.010101010101010102,0.005050505050505051,0.007556675062972292,0.012603999694679796,0.010278144556150727
iam_211_e01-025,0.02570093457943925,0.002336448598130841,0.009345794392523364,0.0,0.009345794392523364,0.01160410002005556
iam_216_e01-107,0.020737327188940093,0.0,0.002304147465437788,0.0,0.00576036866359447,0.010043545952858696
iam_217_e01-119,0.02023121387283237,0.017191977077363897,0.008595988538681949,0.0,0.011504794872219552,0.009116210640879332
iam_217_g01-000,0.027918781725888325,0.005076142131979695,0.007614213197969543,0.0,0.010152284263959392,0.012260048008620506
iam_218_e02-000,0.026392961876832845,0.0,0.017595307917888565,0.0,0.010997067448680353,0.013196480938416424
iam_219_e02-014,0.020202020202020204,0.010101010101010102,0.734006734006734,0.0,0.19107744107744107,0.3620468126443154
iam_220_e02-018,0.021739130434782608,0.0,0.0,0.0,0.005434782608695652,0.010869565217391304
iam_221_e02-021,0.0736196319018405,0.006134969325153374,0.25766871165644173,0.0,0.08435582822085891,0.12025948333688748
iam_222_e02-025,0.038834951456310676,0.019417475728155338,0.012944983818770227,0.0,0.01779935275080906,0.016181229773462782
iam_225_e02-086,0.018145161290322582,0.0,0.0,0.0,0.0045362903225806455,0.009072580645161291
iam_227_e02-094,0.3590733590733591,0.3030888030888031,0.32432432432432434,0.13513513513513514,0.28040540540540543,0.09955820128308603
iam_230_e04-008,0.03787878787878788,0.0,0.01893939393939394,0.0,0.014204545454545456,0.01813308916205186
iam_233_e04-026,0.03488372093023256,0.00872093023255814,0.03197674418604651,0.005813953488372093,0.020348837209302324,0.015198049555579575
iam_235_e04-043,0.029154518950437316,0.0,0.0029154518950437317,0.0029154518950437317,0.008746355685131196,0.0136746815155202
iam_236_e04-058,0.035398230088495575,0.0029498525073746312,0.029498525073746312,0.0,0.01696165191740413,0.0180841437146013
iam_238_e04-079,0.0962962962962963,0.007407407407407408,0.025925925925925925,0.003703703703703704,0.03333333333333333,0.043086242880531235
iam_239_h04-000,0.19477911646586346,0.1902834008097166,0.1882591093117409,0.1927710843373494,0.19152317773116756,0.0028489528721682054
iam_239_k04-017,0.026252983293556086,0.002398081534772182,0.02158273381294964,0.00477326968973747,0.013751767082753845,0.01193208612156745
iam_240_e04-086,0.08414239482200647,0.04854368932038835,0.06796116504854369,0.0,0.05016181229773463,0.03647063970739367
iam_242_e04-103,0.045454545454545456,0.006060606060606061,0.012121212121212121,0.0,0.015909090909090907,0.020309059861498082
iam_243_e04-127,0.0374331550802139,0.0106951871657754,0.016042780748663103,0.013368983957219251,0.019385026737967916,0.01222854076115173
iam_244_e07-003,0.01327433628318584,0.0,0.028761061946902654,0.0,0.010508849557522123,0.013682872651386041
iam_245_e07-007,0.027700831024930747,0.00554016620498615,0.00554016620498615,0.0,0.009695290858725763,0.012284519571237369
iam_247_e07-086,0.01240694789081886,0.0,0.062034739454094295,0.0,0.01861042183622829,0.02953444345964785
iam_247_e07-090,0.03125,0.0,0.033854166666666664,0.0,0.016276041666666664,0.018824000383855417
iam_250_f01-053,0.030303030303030304,0.0,0.015151515151515152,0.0,0.011363636363636364,0.014506471329641488
iam_250_f01-058,0.05412371134020619,0.0,0.06994818652849741,0.015463917525773196,0.0348839538486192,0.032627681134567155
iam_254_f01-081,0.020895522388059702,0.0,0.008955223880597015,0.0,0.00746268656716418,0.009900372508523582
iam_255_f01-135,0.21980676328502416,0.2087378640776699,0.23058252427184467,0.15217391304347827,0.20282526616950425,0.03492542058522884
iam_258_f02-003,0.02666666666666667,0.003355704697986577,0.003355704697986577,0.0,0.008344519015659956,0.012316772152102829
iam_259_f02-033,0.050955414012738856,0.040339702760084924,0.03184713375796178,0.03397027600849257,0.03927813163481953,0.00858057724910272
iam_260_f02-020,0.045454545454545456,0.010101010101010102,0.017676767676767676,0.0,0.018308080808080808,0.01949248514631214
iam_261_f02-030,0.03133903133903134,0.0057306590257879654,0.0,0.0,0.009267422591204827,0.014960334802433839
iam_265_f02-044,0.024193548387096774,0.012924071082390954,0.014539579967689823,0.0016129032258064516,0.013317525665746,0.009254445416896271
iam_267_f03-169,0.052307692307692305,0.006153846153846154,0.40307692307692305,0.018461538461538463,0.12,0.18972418473191377
iam_272_f04-004,0.022792022792022793,0.0,0.002849002849002849,0.0,0.006410256410256411,0.011003447508315735
iam_273_g04-007,0.05913978494623656,0.026881720430107527,0.0456989247311828,0.0,0.03293010752688172,0.02563178268886703
iam_273_g04-011,0.02926829268292683,0.014634146341463415,0.6829268292682927,0.0,0.18170731707317075,0.33435991038522217
iam_273_g04-014,0.02702702702702703,0.0,0.023166023166023165,0.0,0.012548262548262547,0.014574969952260134
iam_274_f04-020,0.030303030303030304,0.010101010101010102,0.012626262626262626,0.012626262626262626,0.016414141414141416,0.009335468439738566
iam_275_f04-024,0.029649595687331536,0.0026954177897574125,0.0026954177897574125,0.0,0.00876010781671159,0.013984171083803577
iam_277_f04-039,0.015957446808510637,0.013297872340425532,0.0,0.0,0.007313829787234043,0.00851479286892666
iam_277_f04-043,0.02601156069364162,0.031791907514450865,0.008670520231213872,0.0,0.016618497109826588,0.014807732320750866
iam_278_f04-046,0.01818181818181818,0.0,0.0,0.0,0.004545454545454545,0.00909090909090909
iam_279_f04-053,0.02849002849002849,0.0,0.005698005698005698,0.0,0.008547008547008548,0.013563966625912346
iam_279_f04-057,0.0182648401826484,0.0045871559633027525,0.0045871559633027525,0.00228310502283105,0.007430564283021239,0.007304058525912112
iam_286_f07-006,0.018018018018018018,0.009009009009009009,0.07507507507507508,0.0,0.025525525525525526,0.033842125133887825
iam_286_f07-009,0.018947368421052633,0.008421052631578947,0.042105263157894736,0.0,0.017368421052631578,0.018221981996629874
iam_287_f07-021b,0.0391644908616188,0.005221932114882507,0.02610966057441253,0.005221932114882507,0.018929503916449084,0.016701341220535675
iam_288_f07-019a,0.018957345971563982,0.002380952380952381,0.004761904761904762,0.0,0.006525050778605281,0.008513136649396187
iam_288_f07-024a,0.023017902813299233,0.0076726342710997444,0.005115089514066497,0.0,0.008951406649616368,0.009905328251169866
iam_289_f07-032b,0.0273972602739726,0.009823182711198428,0.019646365422396856,0.0,0.014216702101891972,0.01189714235705333
iam_289_f07-039b,0.0226628895184136,0.0028328611898017,0.025495750708215296,0.0,0.012747875354107648,0.013186251221689276
