sample_id,model,phase,ground_truth_len,prediction_len,cer,wer,has_prediction,length_bin
iam_038_a02-116,azure_intelligence,Phase 1 (OCR),361,369,0.027700831024930747,0.2542372881355932,True,Long (250-500)
iam_039_a02-120,azure_intelligence,Phase 1 (OCR),412,418,0.03155339805825243,0.2361111111111111,True,Long (250-500)
iam_040_a03-006,azure_intelligence,Phase 1 (OCR),420,430,0.03571428571428571,0.29577464788732394,True,Long (250-500)
iam_041_a03-009,azure_intelligence,Phase 1 (OCR),382,384,0.020942408376963352,0.18032786885245902,True,Long (250-500)
iam_042_a03-011,azure_intelligence,Phase 1 (OCR),458,463,0.013100436681222707,0.14102564102564102,True,Long (250-500)
iam_046_a03-023,azure_intelligence,Phase 1 (OCR),456,417,0.1206140350877193,0.3116883116883117,True,Long (250-500)
iam_052_a03-043,azure_intelligence,Phase 1 (OCR),331,337,0.02416918429003021,0.22413793103448276,True,Long (250-500)
iam_053_a03-054,azure_intelligence,Phase 1 (OCR),462,388,0.19913419913419914,0.3373493975903614,True,Long (250-500)
iam_058_a04-003,azure_intelligence,Phase 1 (OCR),318,316,0.009433962264150943,0.05555555555555555,True,Long (250-500)
iam_059_a04-019,azure_intelligence,Phase 1 (OCR),496,501,0.028225806451612902,0.2625,True,Long (250-500)
iam_059_a04-023,azure_intelligence,Phase 1 (OCR),431,443,0.030162412993039442,0.2777777777777778,True,Long (250-500)
iam_059_a04-027,azure_intelligence,Phase 1 (OCR),398,400,0.02512562814070352,0.20588235294117646,True,Long (250-500)
iam_060_a04-031,azure_intelligence,Phase 1 (OCR),510,454,0.1627450980392157,0.3176470588235294,True,Very Long (500-1000)
iam_060_a04-035,azure_intelligence,Phase 1 (OCR),518,467,0.12934362934362933,0.30864197530864196,True,Very Long (500-1000)
iam_060_a04-039,azure_intelligence,Phase 1 (OCR),573,459,0.23211169284467714,0.33707865168539325,True,Very Long (500-1000)
iam_061_a04-047,azure_intelligence,Phase 1 (OCR),441,444,0.02040816326530612,0.16901408450704225,True,Long (250-500)
iam_061_a04-050,azure_intelligence,Phase 1 (OCR),331,328,0.027190332326283987,0.17543859649122806,True,Long (250-500)
iam_061_a04-059,azure_intelligence,Phase 1 (OCR),372,375,0.043010752688172046,0.2537313432835821,True,Long (250-500)
iam_062_a04-069,azure_intelligence,Phase 1 (OCR),351,349,0.045584045584045586,0.21666666666666667,True,Long (250-500)
iam_063_a04-089,azure_intelligence,Phase 1 (OCR),374,380,0.02406417112299465,0.203125,True,Long (250-500)
iam_066_a06-000,azure_intelligence,Phase 1 (OCR),326,331,0.0705521472392638,0.2631578947368421,True,Long (250-500)
iam_067_a06-008,azure_intelligence,Phase 1 (OCR),377,389,0.034482758620689655,0.3492063492063492,True,Long (250-500)
iam_068_a06-014,azure_intelligence,Phase 1 (OCR),397,410,0.04534005037783375,0.296875,True,Long (250-500)
iam_071_a06-036,azure_intelligence,Phase 1 (OCR),341,363,0.06451612903225806,0.3508771929824561,True,Long (250-500)
iam_079_a06-090,azure_intelligence,Phase 1 (OCR),362,374,0.052486187845303865,0.4090909090909091,True,Long (250-500)
iam_081_n02-146,azure_intelligence,Phase 1 (OCR),477,484,0.03773584905660377,0.32142857142857145,True,Long (250-500)
iam_085_a06-147,azure_intelligence,Phase 1 (OCR),408,413,0.0392156862745098,0.18309859154929578,True,Long (250-500)
iam_086_a06-152,azure_intelligence,Phase 1 (OCR),374,381,0.026737967914438502,0.11290322580645161,True,Long (250-500)
iam_087_b01-004,azure_intelligence,Phase 1 (OCR),322,325,0.021739130434782608,0.15,True,Long (250-500)
iam_088_b01-014,azure_intelligence,Phase 1 (OCR),412,421,0.03155339805825243,0.24285714285714285,True,Long (250-500)
iam_089_b01-038,azure_intelligence,Phase 1 (OCR),520,532,0.03076923076923077,0.25842696629213485,True,Very Long (500-1000)
iam_090_b01-049,azure_intelligence,Phase 1 (OCR),400,406,0.02,0.203125,True,Long (250-500)
iam_090_b01-053,azure_intelligence,Phase 1 (OCR),361,365,0.027700831024930747,0.26666666666666666,True,Long (250-500)
iam_092_b01-084,azure_intelligence,Phase 1 (OCR),377,379,0.029177718832891247,0.22388059701492538,True,Long (250-500)
iam_092_b01-094,azure_intelligence,Phase 1 (OCR),377,386,0.03183023872679045,0.31666666666666665,True,Long (250-500)
iam_093_b01-122,azure_intelligence,Phase 1 (OCR),399,409,0.05764411027568922,0.391304347826087,True,Long (250-500)
iam_094_b01-127,azure_intelligence,Phase 1 (OCR),402,407,0.017412935323383085,0.203125,True,Long (250-500)
iam_094_b01-136,azure_intelligence,Phase 1 (OCR),345,350,0.03188405797101449,0.234375,True,Long (250-500)
iam_096_b02-045,azure_intelligence,Phase 1 (OCR),483,492,0.028985507246376812,0.2891566265060241,True,Long (250-500)
iam_099_b02-105,azure_intelligence,Phase 1 (OCR),213,217,0.023474178403755867,0.15789473684210525,True,Medium (100-250)
iam_100_b03-025,azure_intelligence,Phase 1 (OCR),344,352,0.029069767441860465,0.22033898305084745,True,Long (250-500)
iam_102_b03-087,azure_intelligence,Phase 1 (OCR),393,399,0.020356234096692113,0.2028985507246377,True,Long (250-500)
iam_103_b03-098,azure_intelligence,Phase 1 (OCR),394,408,0.05583756345177665,0.32857142857142857,True,Long (250-500)
iam_104_b03-104,azure_intelligence,Phase 1 (OCR),399,407,0.022556390977443608,0.24285714285714285,True,Long (250-500)
iam_105_b03-109,azure_intelligence,Phase 1 (OCR),442,443,0.024886877828054297,0.189873417721519,True,Long (250-500)
iam_106_b03-114,azure_intelligence,Phase 1 (OCR),330,337,0.05757575757575758,0.47368421052631576,True,Long (250-500)
iam_107_b04-020,azure_intelligence,Phase 1 (OCR),336,350,0.05654761904761905,0.2711864406779661,True,Long (250-500)
iam_108_b04-026,azure_intelligence,Phase 1 (OCR),426,432,0.018779342723004695,0.18666666666666668,True,Long (250-500)
iam_109_b04-060,azure_intelligence,Phase 1 (OCR),339,346,0.02064896755162242,0.22580645161290322,True,Long (250-500)
iam_109_b04-075,azure_intelligence,Phase 1 (OCR),321,332,0.03426791277258567,0.38596491228070173,True,Long (250-500)
iam_112_b04-134,azure_intelligence,Phase 1 (OCR),425,431,0.04941176470588235,0.36,True,Long (250-500)
iam_112_b04-147,azure_intelligence,Phase 1 (OCR),377,383,0.05570291777188329,0.3709677419354839,True,Long (250-500)
iam_114_b04-202,azure_intelligence,Phase 1 (OCR),371,369,0.03234501347708895,0.2,True,Long (250-500)
iam_115_b05-017,azure_intelligence,Phase 1 (OCR),298,308,0.0436241610738255,0.37037037037037035,True,Long (250-500)
iam_117_b05-045,azure_intelligence,Phase 1 (OCR),377,381,0.026525198938992044,0.13846153846153847,True,Long (250-500)
iam_117_b05-050,azure_intelligence,Phase 1 (OCR),323,329,0.034055727554179564,0.26785714285714285,True,Long (250-500)
iam_118_b05-055,azure_intelligence,Phase 1 (OCR),296,297,0.033783783783783786,0.1724137931034483,True,Long (250-500)
iam_118_g05-098,azure_intelligence,Phase 1 (OCR),423,445,0.06855791962174941,0.375,True,Long (250-500)
iam_118_h05-012,azure_intelligence,Phase 1 (OCR),403,420,0.05955334987593052,0.3333333333333333,True,Long (250-500)
iam_119_g05-094,azure_intelligence,Phase 1 (OCR),410,414,0.014634146341463415,0.14473684210526316,True,Long (250-500)
iam_120_b05-079,azure_intelligence,Phase 1 (OCR),386,405,0.07253886010362694,0.25862068965517243,True,Long (250-500)
iam_123_b06-000,azure_intelligence,Phase 1 (OCR),361,370,0.038781163434903045,0.3870967741935484,True,Long (250-500)
iam_124_c06-111,azure_intelligence,Phase 1 (OCR),351,358,0.019943019943019943,0.22807017543859648,True,Long (250-500)
iam_125_b06-056,azure_intelligence,Phase 1 (OCR),472,425,0.125,0.24675324675324675,True,Long (250-500)
iam_125_c06-005,azure_intelligence,Phase 1 (OCR),379,389,0.0633245382585752,0.4,True,Long (250-500)
iam_126_c06-052,azure_intelligence,Phase 1 (OCR),357,360,0.0196078431372549,0.19047619047619047,True,Long (250-500)
iam_126_c06-087,azure_intelligence,Phase 1 (OCR),383,386,0.04699738903394256,0.2878787878787879,True,Long (250-500)
iam_129_c06-014,azure_intelligence,Phase 1 (OCR),457,373,0.2210065645514223,0.47368421052631576,True,Long (250-500)
iam_129_c06-138,azure_intelligence,Phase 1 (OCR),300,306,0.05333333333333334,0.2857142857142857,True,Long (250-500)
iam_130_b06-079,azure_intelligence,Phase 1 (OCR),446,453,0.10986547085201794,0.2876712328767123,True,Long (250-500)
iam_131_b06-042,azure_intelligence,Phase 1 (OCR),483,462,0.08902691511387163,0.26582278481012656,True,Long (250-500)
iam_131_c06-058,azure_intelligence,Phase 1 (OCR),269,274,0.01858736059479554,0.18518518518518517,True,Long (250-500)
iam_132_b06-082,azure_intelligence,Phase 1 (OCR),455,459,0.01978021978021978,0.2,True,Long (250-500)
iam_132_c06-047,azure_intelligence,Phase 1 (OCR),350,361,0.03142857142857143,0.3548387096774194,True,Long (250-500)
iam_132_c06-091,azure_intelligence,Phase 1 (OCR),313,331,0.06389776357827476,0.2857142857142857,True,Long (250-500)
iam_133_c06-080,azure_intelligence,Phase 1 (OCR),447,370,0.21923937360178972,0.4810126582278481,True,Long (250-500)
iam_133_c06-116,azure_intelligence,Phase 1 (OCR),379,382,0.0158311345646438,0.12857142857142856,True,Long (250-500)
iam_136_c01-066,azure_intelligence,Phase 1 (OCR),392,397,0.015306122448979591,0.13636363636363635,True,Long (250-500)
iam_137_c02-000,azure_intelligence,Phase 1 (OCR),585,413,0.3333333333333333,0.47191011235955055,True,Very Long (500-1000)
iam_139_c02-007,azure_intelligence,Phase 1 (OCR),380,390,0.060526315789473685,0.3582089552238806,True,Long (250-500)
iam_139_c02-017,azure_intelligence,Phase 1 (OCR),453,437,0.07947019867549669,0.2361111111111111,True,Long (250-500)
iam_140_c02-022,azure_intelligence,Phase 1 (OCR),326,331,0.03680981595092025,0.23728813559322035,True,Long (250-500)
iam_141_c02-026,azure_intelligence,Phase 1 (OCR),381,381,0.05249343832020997,0.2537313432835821,True,Long (250-500)
iam_142_c02-030,azure_intelligence,Phase 1 (OCR),396,407,0.06060606060606061,0.3283582089552239,True,Long (250-500)
iam_145_c02-056,azure_intelligence,Phase 1 (OCR),418,426,0.03110047846889952,0.2571428571428571,True,Long (250-500)
iam_146_c02-059,azure_intelligence,Phase 1 (OCR),467,501,0.0728051391862955,0.24358974358974358,True,Long (250-500)
iam_148_c02-082,azure_intelligence,Phase 1 (OCR),525,401,0.2838095238095238,0.43902439024390244,True,Very Long (500-1000)
iam_151_c03-000b,azure_intelligence,Phase 1 (OCR),333,338,0.024024024024024024,0.23214285714285715,True,Long (250-500)
iam_152_c03-021c,azure_intelligence,Phase 1 (OCR),429,439,0.030303030303030304,0.15853658536585366,True,Long (250-500)
iam_152_c03-096c,azure_intelligence,Phase 1 (OCR),346,353,0.023121387283236993,0.25862068965517243,True,Long (250-500)
iam_153_c03-003d,azure_intelligence,Phase 1 (OCR),386,395,0.02849740932642487,0.2608695652173913,True,Long (250-500)
iam_153_c03-096d,azure_intelligence,Phase 1 (OCR),346,353,0.02023121387283237,0.2413793103448276,True,Long (250-500)
iam_154_c03-021e,azure_intelligence,Phase 1 (OCR),429,441,0.03496503496503497,0.2073170731707317,True,Long (250-500)
iam_157_c04-000,azure_intelligence,Phase 1 (OCR),243,250,0.02880658436213992,0.3170731707317073,True,Medium (100-250)
iam_157_c04-004,azure_intelligence,Phase 1 (OCR),414,425,0.026570048309178744,0.30434782608695654,True,Long (250-500)
iam_158_e04-000,azure_intelligence,Phase 1 (OCR),342,348,0.05263157894736842,0.3333333333333333,True,Long (250-500)
iam_159_c04-017,azure_intelligence,Phase 1 (OCR),359,364,0.027855153203342618,0.18181818181818182,True,Long (250-500)
iam_160_c04-023,azure_intelligence,Phase 1 (OCR),279,283,0.017921146953405017,0.18,True,Long (250-500)
iam_164_c04-075,azure_intelligence,Phase 1 (OCR),410,426,0.05121951219512195,0.37142857142857144,True,Long (250-500)
iam_166_c04-089,azure_intelligence,Phase 1 (OCR),432,447,0.046296296296296294,0.4125,True,Long (250-500)
iam_166_c04-098,azure_intelligence,Phase 1 (OCR),370,387,0.04594594594594595,0.453125,True,Long (250-500)
iam_168_c04-116,azure_intelligence,Phase 1 (OCR),318,330,0.04716981132075472,0.375,True,Long (250-500)
iam_170_c04-150,azure_intelligence,Phase 1 (OCR),391,393,0.05115089514066496,0.352112676056338,True,Long (250-500)
iam_171_c04-156,azure_intelligence,Phase 1 (OCR),266,269,0.045112781954887216,0.2653061224489796,True,Long (250-500)
iam_172_c04-165,azure_intelligence,Phase 1 (OCR),409,419,0.04156479217603912,0.34328358208955223,True,Long (250-500)
iam_175_d01-016,azure_intelligence,Phase 1 (OCR),302,303,0.046357615894039736,0.2549019607843137,True,Long (250-500)
iam_175_d01-019,azure_intelligence,Phase 1 (OCR),448,460,0.046875,0.3717948717948718,True,Long (250-500)
iam_176_d01-024,azure_intelligence,Phase 1 (OCR),346,360,0.04335260115606936,0.08196721311475409,True,Long (250-500)
iam_177_d01-049,azure_intelligence,Phase 1 (OCR),386,392,0.015544041450777202,0.17142857142857143,True,Long (250-500)
iam_177_d01-052,azure_intelligence,Phase 1 (OCR),331,337,0.021148036253776436,0.15789473684210525,True,Long (250-500)
iam_178_d01-060,azure_intelligence,Phase 1 (OCR),555,398,0.3225225225225225,0.5104166666666666,True,Very Long (500-1000)
iam_179_d01-080,azure_intelligence,Phase 1 (OCR),382,387,0.05759162303664921,0.3188405797101449,True,Long (250-500)
iam_179_d01-085,azure_intelligence,Phase 1 (OCR),360,363,0.03888888888888889,0.24615384615384617,True,Long (250-500)
iam_180_d01-098,azure_intelligence,Phase 1 (OCR),395,400,0.017721518987341773,0.14473684210526316,True,Long (250-500)
iam_181_d01-118,azure_intelligence,Phase 1 (OCR),328,334,0.021341463414634148,0.20634920634920634,True,Long (250-500)
iam_184_d04-005,azure_intelligence,Phase 1 (OCR),334,338,0.023952095808383235,0.13333333333333333,True,Long (250-500)
iam_185_d04-012,azure_intelligence,Phase 1 (OCR),378,390,0.12962962962962962,0.4383561643835616,True,Long (250-500)
iam_186_d04-021,azure_intelligence,Phase 1 (OCR),340,358,0.06764705882352941,0.55,True,Long (250-500)
iam_187_d04-032,azure_intelligence,Phase 1 (OCR),465,478,0.053763440860215055,0.3333333333333333,True,Long (250-500)
iam_187_d04-037,azure_intelligence,Phase 1 (OCR),300,312,0.10333333333333333,0.47368421052631576,True,Long (250-500)
iam_189_d04-050,azure_intelligence,Phase 1 (OCR),318,322,0.050314465408805034,0.2807017543859649,True,Long (250-500)
iam_190_d04-058,azure_intelligence,Phase 1 (OCR),381,390,0.049868766404199474,0.3333333333333333,True,Long (250-500)
iam_190_d04-062,azure_intelligence,Phase 1 (OCR),283,289,0.024734982332155476,0.21428571428571427,True,Long (250-500)
iam_192_d04-075,azure_intelligence,Phase 1 (OCR),738,434,0.45934959349593496,0.625,True,Very Long (500-1000)
iam_194_d04-089,azure_intelligence,Phase 1 (OCR),405,414,0.02962962962962963,0.3088235294117647,True,Long (250-500)
iam_195_d04-101,azure_intelligence,Phase 1 (OCR),319,329,0.05642633228840126,0.43859649122807015,True,Long (250-500)
iam_196_d04-111,azure_intelligence,Phase 1 (OCR),513,506,0.09551656920077972,0.4457831325301205,True,Very Long (500-1000)
iam_197_d04-121,azure_intelligence,Phase 1 (OCR),384,396,0.03125,0.25,True,Long (250-500)
iam_199_d05-025,azure_intelligence,Phase 1 (OCR),391,395,0.01278772378516624,0.13043478260869565,True,Long (250-500)
iam_202_e06-006,azure_intelligence,Phase 1 (OCR),393,394,0.007633587786259542,0.06756756756756757,True,Long (250-500)
iam_203_d06-003,azure_intelligence,Phase 1 (OCR),395,402,0.020253164556962026,0.21052631578947367,True,Long (250-500)
iam_203_e06-010,azure_intelligence,Phase 1 (OCR),453,462,0.024282560706401765,0.25675675675675674,True,Long (250-500)
iam_203_e06-046,azure_intelligence,Phase 1 (OCR),337,347,0.032640949554896145,0.3125,True,Long (250-500)
iam_204_d06-107,azure_intelligence,Phase 1 (OCR),367,364,0.04632152588555858,0.2191780821917808,True,Long (250-500)
iam_204_e06-030,azure_intelligence,Phase 1 (OCR),405,411,0.0345679012345679,0.29333333333333333,True,Long (250-500)
iam_205_e06-026,azure_intelligence,Phase 1 (OCR),324,324,0.0,0.0,True,Long (250-500)
iam_206_d06-056,azure_intelligence,Phase 1 (OCR),371,376,0.02425876010781671,0.17142857142857143,True,Long (250-500)
iam_206_d06-096,azure_intelligence,Phase 1 (OCR),395,399,0.017721518987341773,0.13333333333333333,True,Long (250-500)
iam_207_d06-037,azure_intelligence,Phase 1 (OCR),334,337,0.020958083832335328,0.1694915254237288,True,Long (250-500)
iam_207_d06-100,azure_intelligence,Phase 1 (OCR),301,303,0.016611295681063124,0.12903225806451613,True,Long (250-500)
iam_207_e06-070,azure_intelligence,Phase 1 (OCR),411,414,0.012165450121654502,0.11842105263157894,True,Long (250-500)
iam_208_d06-041,azure_intelligence,Phase 1 (OCR),328,331,0.125,0.4067796610169492,True,Long (250-500)
iam_208_d06-060,azure_intelligence,Phase 1 (OCR),406,403,0.07389162561576355,0.3,True,Long (250-500)
iam_208_d06-113,azure_intelligence,Phase 1 (OCR),189,190,0.1164021164021164,0.39473684210526316,True,Medium (100-250)
iam_209_d07-085,azure_intelligence,Phase 1 (OCR),319,324,0.01567398119122257,0.16393442622950818,True,Long (250-500)
iam_210_e01-018,azure_intelligence,Phase 1 (OCR),397,406,0.027707808564231738,0.2463768115942029,True,Long (250-500)
iam_211_e01-025,azure_intelligence,Phase 1 (OCR),428,438,0.02570093457943925,0.2191780821917808,True,Long (250-500)
iam_216_e01-107,azure_intelligence,Phase 1 (OCR),434,442,0.020737327188940093,0.21052631578947367,True,Long (250-500)
iam_217_e01-119,azure_intelligence,Phase 1 (OCR),346,353,0.02023121387283237,0.19047619047619047,True,Long (250-500)
iam_217_g01-000,azure_intelligence,Phase 1 (OCR),394,399,0.027918781725888325,0.18840579710144928,True,Long (250-500)
iam_218_e02-000,azure_intelligence,Phase 1 (OCR),341,347,0.026392961876832845,0.2857142857142857,True,Long (250-500)
iam_219_e02-014,azure_intelligence,Phase 1 (OCR),297,299,0.020202020202020204,0.16071428571428573,True,Long (250-500)
iam_220_e02-018,azure_intelligence,Phase 1 (OCR),276,280,0.021739130434782608,0.18867924528301888,True,Long (250-500)
iam_221_e02-021,azure_intelligence,Phase 1 (OCR),326,338,0.0736196319018405,0.4,True,Long (250-500)
iam_222_e02-025,azure_intelligence,Phase 1 (OCR),309,319,0.038834951456310676,0.265625,True,Long (250-500)
iam_225_e02-086,azure_intelligence,Phase 1 (OCR),496,503,0.018145161290322582,0.16842105263157894,True,Long (250-500)
iam_227_e02-094,azure_intelligence,Phase 1 (OCR),518,355,0.3590733590733591,0.5360824742268041,True,Very Long (500-1000)
iam_230_e04-008,azure_intelligence,Phase 1 (OCR),264,270,0.03787878787878788,0.27450980392156865,True,Long (250-500)
iam_233_e04-026,azure_intelligence,Phase 1 (OCR),344,348,0.03488372093023256,0.2028985507246377,True,Long (250-500)
iam_235_e04-043,azure_intelligence,Phase 1 (OCR),343,347,0.029154518950437316,0.21666666666666667,True,Long (250-500)
iam_236_e04-058,azure_intelligence,Phase 1 (OCR),339,341,0.035398230088495575,0.171875,True,Long (250-500)
iam_238_e04-079,azure_intelligence,Phase 1 (OCR),270,276,0.0962962962962963,0.23636363636363636,True,Long (250-500)
iam_239_h04-000,azure_intelligence,Phase 1 (OCR),498,405,0.19477911646586346,0.26582278481012656,True,Long (250-500)
iam_239_k04-017,azure_intelligence,Phase 1 (OCR),419,421,0.026252983293556086,0.2112676056338028,True,Long (250-500)
iam_240_e04-086,azure_intelligence,Phase 1 (OCR),309,302,0.08414239482200647,0.2857142857142857,True,Long (250-500)
iam_242_e04-103,azure_intelligence,Phase 1 (OCR),330,336,0.045454545454545456,0.30158730158730157,True,Long (250-500)
iam_243_e04-127,azure_intelligence,Phase 1 (OCR),374,377,0.0374331550802139,0.20634920634920634,True,Long (250-500)
iam_244_e07-003,azure_intelligence,Phase 1 (OCR),452,458,0.01327433628318584,0.16666666666666666,True,Long (250-500)
iam_245_e07-007,azure_intelligence,Phase 1 (OCR),361,368,0.027700831024930747,0.24561403508771928,True,Long (250-500)
iam_247_e07-086,azure_intelligence,Phase 1 (OCR),403,408,0.01240694789081886,0.15151515151515152,True,Long (250-500)
iam_247_e07-090,azure_intelligence,Phase 1 (OCR),384,387,0.03125,0.22727272727272727,True,Long (250-500)
iam_250_f01-053,azure_intelligence,Phase 1 (OCR),330,337,0.030303030303030304,0.18181818181818182,True,Long (250-500)
iam_250_f01-058,azure_intelligence,Phase 1 (OCR),388,387,0.05412371134020619,0.30303030303030304,True,Long (250-500)
iam_254_f01-081,azure_intelligence,Phase 1 (OCR),335,338,0.020895522388059702,0.1896551724137931,True,Long (250-500)
iam_255_f01-135,azure_intelligence,Phase 1 (OCR),414,333,0.21980676328502416,0.38571428571428573,True,Long (250-500)
iam_258_f02-003,azure_intelligence,Phase 1 (OCR),300,303,0.02666666666666667,0.23529411764705882,True,Long (250-500)
iam_259_f02-033,azure_intelligence,Phase 1 (OCR),471,484,0.050955414012738856,0.2125,True,Long (250-500)
iam_260_f02-020,azure_intelligence,Phase 1 (OCR),396,409,0.045454545454545456,0.35714285714285715,True,Long (250-500)
iam_261_f02-030,azure_intelligence,Phase 1 (OCR),351,356,0.03133903133903134,0.26666666666666666,True,Long (250-500)
iam_265_f02-044,azure_intelligence,Phase 1 (OCR),620,625,0.024193548387096774,0.16981132075471697,True,Very Long (500-1000)
iam_267_f03-169,azure_intelligence,Phase 1 (OCR),325,328,0.052307692307692305,0.2857142857142857,True,Long (250-500)
iam_272_f04-004,azure_intelligence,Phase 1 (OCR),351,358,0.022792022792022793,0.23809523809523808,True,Long (250-500)
iam_273_g04-007,azure_intelligence,Phase 1 (OCR),372,370,0.05913978494623656,0.23809523809523808,True,Long (250-500)
iam_273_g04-011,azure_intelligence,Phase 1 (OCR),410,411,0.02926829268292683,0.13432835820895522,True,Long (250-500)
iam_273_g04-014,azure_intelligence,Phase 1 (OCR),259,263,0.02702702702702703,0.1956521739130435,True,Long (250-500)
iam_274_f04-020,azure_intelligence,Phase 1 (OCR),396,401,0.030303030303030304,0.24285714285714285,True,Long (250-500)
iam_275_f04-024,azure_intelligence,Phase 1 (OCR),371,374,0.029649595687331536,0.208955223880597,True,Long (250-500)
iam_277_f04-039,azure_intelligence,Phase 1 (OCR),376,378,0.015957446808510637,0.1323529411764706,True,Long (250-500)
iam_277_f04-043,azure_intelligence,Phase 1 (OCR),346,348,0.02601156069364162,0.1864406779661017,True,Long (250-500)
iam_278_f04-046,azure_intelligence,Phase 1 (OCR),330,335,0.01818181818181818,0.20689655172413793,True,Long (250-500)
iam_279_f04-053,azure_intelligence,Phase 1 (OCR),351,360,0.02849002849002849,0.29508196721311475,True,Long (250-500)
iam_279_f04-057,azure_intelligence,Phase 1 (OCR),438,442,0.0182648401826484,0.16216216216216217,True,Long (250-500)
iam_286_f07-006,azure_intelligence,Phase 1 (OCR),333,332,0.018018018018018018,0.14545454545454545,True,Long (250-500)
iam_286_f07-009,azure_intelligence,Phase 1 (OCR),475,476,0.018947368421052633,0.1625,True,Long (250-500)
