sample_id,image_path,ground_truth_boxes,phase,predicted_boxes_claude_sonnet,inference_time_ms_claude_sonnet,error_claude_sonnet,predicted_boxes_gpt-5-mini,inference_time_ms_gpt-5-mini,error_gpt-5-mini,predicted_boxes_gpt-5-nano,inference_time_ms_gpt-5-nano,error_gpt-5-nano
134112,,,P-B,,3992.0008182525635,,,12022.809028625488,,,19553.596019744873,
134113,,,P-B,,4404.085874557495,,,12089.731693267822,,,18958.357095718384,
134114,,,P-B,,3989.2899990081787,,,11776.891946792603,,,12817.172050476074,
134115,,,P-B,,4299.08299446106,,,12390.239953994751,,,27022.587060928345,
134116,,,P-B,,3490.875244140625,,,11444.26703453064,,,18914.268255233765,
134117,,,P-B,,4817.528247833252,,,13990.466833114624,,,18229.71272468567,
134118,,,P-B,,3671.82993888855,,,11681.833028793335,,,15340.686082839966,
138217,,,P-B,,6726.53603553772,,,12530.457973480225,,,17213.914155960083,
138221,,,P-B,,6023.279905319214,,,16337.07308769226,,,21589.920043945312,
138657,,,P-B,,7068.534135818481,,,15596.657752990723,,,17487.61224746704,
138695,,,P-B,,9108.54196548462,,,17901.477813720703,,,17901.723861694336,
138696,,,P-B,,8088.6390209198,,,18001.47795677185,,,15884.750843048096,
138697,,,P-B,,6326.423645019531,,,18769.506216049194,,,15938.661098480225,
138698,,,P-B,,6759.028196334839,,,17281.851768493652,,,21161.235332489014,
138699,,,P-B,,7317.207098007202,,,21531.012058258057,,,20253.14712524414,
138700,,,P-B,,6814.486980438232,,,17613.476037979126,,,17859.782934188843,
138701,,,P-B,,6860.385894775391,,,14130.122184753418,,,15750.842094421387,
1431,,,P-B,,8150.328874588013,,,23072.52812385559,,,17775.100231170654,
14732,,,P-B,,7581.708908081055,,,17231.335163116455,,,21561.113834381104,
153252,,,P-B,,6023.952007293701,,,16432.069063186646,,,13902.841091156006,
153295,,,P-B,,9324.016332626343,,,21896.013975143433,,,19051.30171775818,
155318,,,P-B,,5276.128053665161,,,16282.806158065796,,,17551.316022872925,
155319,,,P-B,,8858.604192733765,,,15523.457050323486,,,12664.459943771362,
155320,,,P-B,,4738.823890686035,,,17299.774885177612,,,16711.750984191895,
155321,,,P-B,,4339.378118515015,,,13300.642013549805,,,16322.237968444824,
155375,,,P-B,,5732.825994491577,,,19610.272884368896,,,15725.322961807251,
155408,,,P-B,,2762.623071670532,,,12988.122940063477,,,17128.747940063477,
158029,,,P-B,,4611.553907394409,,,12946.691989898682,,,13741.079807281494,
158756,,,P-B,,9936.75708770752,,,19253.796100616455,,,25947.371006011963,
161545,,,P-B,,7179.91304397583,,,12927.640914916992,,,25076.85422897339,
161664,,,P-B,,4706.787824630737,,,12153.281688690186,,,23796.199798583984,
164172,,,P-B,,4179.057836532593,,,19595.709085464478,,,14508.535146713257,
165155,,,P-B,,6865.72527885437,,,18321.024894714355,,,22274.83606338501,
165156,,,P-B,,3039.8221015930176,,,9777.086973190308,,,13725.995063781738,
165157,,,P-B,,4706.042051315308,,,11052.428007125854,,,14231.661081314087,
165158,,,P-B,,8027.904033660889,,,12994.452238082886,,,16295.557975769043,
165159,,,P-B,,5386.170148849487,,,7845.691680908203,,,17402.68588066101,
165160,,,P-B,,5230.443954467773,,,13610.081195831299,,,22035.298109054565,
165161,,,P-B,,4279.73198890686,,,15500.026941299438,,,14932.1129322052,
165162,,,P-B,,5237.653017044067,,,9719.36821937561,,,15421.99993133545,
165163,,,P-B,,5615.317344665527,,,12121.500968933105,,,14440.259218215942,
165164,,,P-B,,4708.673000335693,,,12040.560245513916,,,14013.921976089478,
165165,,,P-B,,3508.730173110962,,,15360.732793807983,,,15269.446849822998,
165166,,,P-B,,2765.2249336242676,,,9125.044822692871,,,11493.382215499878,
165167,,,P-B,,2438.710927963257,,,9978.127241134644,,,16504.544019699097,
165168,,,P-B,,3775.6242752075195,,,13603.110074996948,,,19152.169942855835,
166403,,,P-B,,7181.546926498413,,,14436.94281578064,,,21491.910934448242,
166411,,,P-B,,6532.208204269409,,,16666.127920150757,,,22513.899087905884,
166429,,,P-B,,7371.458053588867,,,17565.444946289062,,,19321.61784172058,
166478,,,P-B,,5737.709999084473,,,14311.209917068481,,,20229.59017753601,
166479,,,P-B,,4421.4630126953125,,,14902.14490890503,,,21022.999048233032,
166480,,,P-B,,5425.879001617432,,,65449.668645858765,,,14733.43801498413,
166494,,,P-B,,6145.039081573486,,,16061.136960983276,,,15649.275779724121,
166519,,,P-B,,5737.198114395142,,,8308.958053588867,,,17949.03874397278,
166520,,,P-B,,5195.535898208618,,,18576.935052871704,,,20246.058225631714,
166537,,,P-B,,3412.2049808502197,,,15944.488048553467,,,10310.269832611084,
166538,,,P-B,,11638.431787490845,,,10529.30212020874,,,14331.894636154175,
166539,,,P-B,,7568.822145462036,,,14691.691160202026,,,13802.678108215332,
166548,,,P-B,,8033.60915184021,,,18736.148357391357,,,18796.333074569702,
166549,,,P-B,,6301.322937011719,,,23124.577045440674,,,14376.543998718262,
169042,,,P-B,,7878.497838973999,,,14665.167093276978,,,22399.784803390503,
171480,,,P-B,,12493.949890136719,,,13892.06600189209,,,32003.533124923706,
171572,,,P-B,,3843.526840209961,,,9241.163969039917,,,13955.160856246948,
171646,,,P-B,,5223.912954330444,,,11388.621091842651,,,18077.41093635559,
171647,,,P-B,,5034.936904907227,,,13991.633176803589,,,22027.83989906311,
171648,,,P-B,,5921.674013137817,,,13724.954843521118,,,20138.58199119568,
171649,,,P-B,,3306.008815765381,,,13879.441261291504,,,16164.17908668518,
171650,,,P-B,,4186.431884765625,,,17323.61078262329,,,11023.700952529907,
171921,,,P-B,,6944.283723831177,,,14894.696950912476,,,24066.278219223022,
17233,,,P-B,,6745.101690292358,,,15550.821781158447,,,19715.23880958557,
17540,,,P-B,,5431.796073913574,,,11574.83696937561,,,17238.25478553772,
17541,,,P-B,,8696.348905563354,,,10865.013837814331,,,16756.386041641235,
17680,,,P-B,,6812.891960144043,,,12387.602806091309,,,12641.316175460815,
176851,,,P-B,,10624.28593635559,,,14448.017120361328,,,16252.536296844482,
176995,,,P-B,,8111.317873001099,,,13106.529951095581,,,23944.509744644165,
177003,,,P-B,,6657.909154891968,,,15940.356016159058,,,20635.83493232727,
17789,,,P-B,,7681.044101715088,,,15235.188007354736,,,11642.70305633545,
178403,,,P-B,,8090.30818939209,,,17669.903993606567,,,26697.13830947876,
178650,,,P-B,,6247.103929519653,,,15525.407075881958,,,15239.413022994995,
180614,,,P-B,,7554.618835449219,,,18025.74586868286,,,15985.14199256897,
180671,,,P-B,,6471.475124359131,,,20772.174835205078,,,21041.450023651123,
180754,,,P-B,,4487.233877182007,,,21924.86810684204,,,21724.95412826538,
180755,,,P-B,,5329.559087753296,,,22056.90598487854,,,13080.520868301392,
180756,,,P-B,,8508.89778137207,,,26472.72801399231,,,12494.960069656372,
181509,,,P-B,,5866.75500869751,,,17119.81725692749,,,14866.2748336792,
182615,,,P-B,,5250.9119510650635,,,17923.34794998169,,,13848.264932632446,
182666,,,P-B,,4705.132007598877,,,14470.3209400177,,,14950.963973999023,
182667,,,P-B,,7060.963153839111,,,14073.300123214722,,,16073.346138000488,
182668,,,P-B,,5886.051177978516,,,15859.039068222046,,,12450.441122055054,
182701,,,P-B,,3465.9788608551025,,,10237.926959991455,,,14642.85397529602,
182702,,,P-B,,8459.870100021362,,,16407.16290473938,,,14106.75311088562,
182703,,,P-B,,3012.1960639953613,,,13822.78299331665,,,13527.529001235962,
182704,,,P-B,,4260.520219802856,,,13631.96611404419,,,12505.896806716919,
186068,,,P-B,,4707.406044006348,,,11371.222019195557,,,16113.770008087158,
187617,,,P-B,,8024.026870727539,,,10558.362007141113,,,12714.63680267334,
187624,,,P-B,,7715.224027633667,,,13385.516881942749,,,14437.299013137817,
187731,,,P-B,,4296.679973602295,,,12759.395837783813,,,13095.77989578247,
188563,,,P-B,,2859.58194732666,,,11311.790943145752,,,16920.34101486206,
193452,,,P-B,,7792.276859283447,,,28124.48287010193,,,23396.955966949463,
193536,,,P-B,,3273.190975189209,,,12074.571132659912,,,12098.455905914307,
193537,,,P-B,,4766.865015029907,,,15266.674995422363,,,13728.41501235962,
193538,,,P-B,,4051.874876022339,,,12818.181037902832,,,14795.39179801941,
193539,,,P-B,,4562.280893325806,,,12573.180198669434,,,17881.23917579651,
193566,,,P-B,,4086.634874343872,,,12744.194984436035,,,12539.198160171509,
193567,,,P-B,,3466.805934906006,,,18112.695932388306,,,23381.683826446533,
196451,,,P-B,,7365.015745162964,,,28171.91982269287,,,26412.503004074097,
196452,,,P-B,,6794.372081756592,,,27664.08610343933,,,23245.85509300232,
196453,,,P-B,,6925.641059875488,,,15122.719049453735,,,16490.62991142273,
196454,,,P-B,,5118.90721321106,,,17966.229677200317,,,18058.64691734314,
196484,,,P-B,,7578.634023666382,,,14535.974740982056,,,17443.04585456848,
196485,,,P-B,,6822.7739334106445,,,13813.462972640991,,,19157.66716003418,
196486,,,P-B,,5058.030128479004,,,19159.354209899902,,,21801.72371864319,
196487,,,P-B,,8324.769020080566,,,20766.40486717224,,,19443.607807159424,
196488,,,P-B,,6574.1448402404785,,,13231.78768157959,,,21244.282960891724,
196489,,,P-B,,4954.172134399414,,,11646.727800369263,,,14854.58517074585,
196490,,,P-B,,4033.841848373413,,,136027.95219421387,,,18878.68094444275,
196959,,,P-B,,7408.350944519043,,,16185.742139816284,,,21183.270931243896,
197066,,,P-B,,7541.10312461853,,,16486.446142196655,,,15827.739953994751,
200552,,,P-B,,6896.533012390137,,,18602.26583480835,,,18196.85196876526,
200555,,,P-B,,5966.8288230896,,,14630.92589378357,,,12515.249013900757,
200563,,,P-B,,6545.215845108032,,,25382.54404067993,,,16810.297966003418,
200564,,,P-B,,6633.148908615112,,,20550.214052200317,,,20440.796852111816,
20078,,,P-B,,7560.372352600098,,,15267.100095748901,,,19345.73006629944,
201242,,,P-B,,7587.0537757873535,,,18358.505964279175,,,11945.580005645752,
201243,,,P-B,,7667.203187942505,,,16723.52886199951,,,16013.567924499512,
20143,,,P-B,,7064.234018325806,,,14848.411083221436,,,19588.91987800598,
20170,,,P-B,,7404.160976409912,,,21164.659023284912,,,19284.8219871521,
20171,,,P-B,,3448.5349655151367,,,17646.096229553223,,,21422.86705970764,
20172,,,P-B,,8329.941034317017,,,14941.822290420532,,,17864.151000976562,
210901,,,P-B,,6933.651924133301,,,13786.651849746704,,,15593.6598777771,
210902,,,P-B,,6001.523017883301,,,16606.148958206177,,,14669.015884399414,
210947,,,P-B,,4804.495096206665,,,13534.908771514893,,,16866.671085357666,
216699,,,P-B,,6725.733995437622,,,13115.19980430603,,,15492.337942123413,
218533,,,P-B,,4013.731002807617,,,18331.249237060547,,,17854.6621799469,
220677,,,P-B,,7903.4130573272705,,,17375.638008117676,,,16999.06826019287,
221150,,,P-B,,4274.652004241943,,,16394.290924072266,,,19317.78907775879,
221151,,,P-B,,3222.9630947113037,,,11558.9599609375,,,18774.58882331848,
221152,,,P-B,,4479.368209838867,,,12248.5511302948,,,15350.41618347168,
221153,,,P-B,,3965.1849269866943,,,11072.09300994873,,,16474.189043045044,
221191,,,P-B,,4197.520017623901,,,18454.58674430847,,,25999.54319000244,
222844,,,P-B,,6056.894063949585,,,18574.949026107788,,,14896.719694137573,
222879,,,P-B,,6535.21990776062,,,10257.802963256836,,,24629.045724868774,
222880,,,P-B,,10247.994184494019,,,21243.826866149902,,,16180.579900741577,
223,,,P-B,,7593.005895614624,,,19592.45777130127,,,29629.245042800903,
224986,,,P-B,,6555.502891540527,,,12107.708930969238,,,25213.37389945984,
225307,,,P-B,,6183.4776401519775,,,13914.63589668274,,,19953.547954559326,
225422,,,P-B,,3881.408929824829,,,49988.01302909851,,,14912.71710395813,
225423,,,P-B,,7678.577899932861,,,20934.828996658325,,,22251.62696838379,
225504,,,P-B,,6773.464918136597,,,16834.24997329712,,,17736.726999282837,
225932,,,P-B,,9728.677034378052,,,21658.14185142517,,,15532.490015029907,
225933,,,P-B,,7469.039678573608,,,19516.368865966797,,,17851.33385658264,
225939,,,P-B,,6894.0558433532715,,,13902.760982513428,,,14333.432912826538,
225940,,,P-B,,7210.4339599609375,,,18621.70910835266,,,17520.782232284546,
225941,,,P-B,,5637.939929962158,,,15118.046045303345,,,18526.68309211731,
225942,,,P-B,,5220.591068267822,,,11884.557008743286,,,18288.224935531616,
227373,,,P-B,,6166.884660720825,,,18701.660871505737,,,16895.87926864624,
227903,,,P-B,,7010.545253753662,,,11486.58013343811,,,19535.907983779907,
229219,,,P-B,,6272.939205169678,,,12860.08596420288,,,20378.37505340576,
229220,,,P-B,,5485.137224197388,,,13721.627235412598,,,23568.801164627075,
229221,,,P-B,,5531.5399169921875,,,12463.215112686157,,,14418.673276901245,
229222,,,P-B,,4131.762981414795,,,14477.320909500122,,,12783.314943313599,
229223,,,P-B,,4671.043872833252,,,17907.760858535767,,,11702.465057373047,
229231,,,P-B,,4501.126050949097,,,13100.689172744751,,,20536.76700592041,
229232,,,P-B,,8345.97897529602,,,17952.836751937866,,,23257.159948349,
229233,,,P-B,,6299.715757369995,,,19463.19532394409,,,20866.14465713501,
229234,,,P-B,,4505.50389289856,,,12772.882223129272,,,13606.44507408142,
232898,,,P-B,,6907.228946685791,,,15545.552253723145,,,18131.34217262268,
232903,,,P-B,,2848.889112472534,,,15353.332996368408,,,25326.591968536377,
238569,,,P-B,,2829.157829284668,,,9145.637035369873,,,27087.03589439392,
242359,,,P-B,,8823.480129241943,,,18573.004007339478,,,14785.713911056519,
245343,,,P-B,,8711.010217666626,,,16038.270950317383,,,24878.629207611084,
245379,,,P-B,,3683.263063430786,,,11819.861888885498,,,13431.851863861084,
245380,,,P-B,,4189.048767089844,,,9867.482900619507,,,16156.030893325806,
246598,,,P-B,,8292.705059051514,,,17468.366861343384,,,21730.367183685303,
251809,,,P-B,,5194.400787353516,,,10792.923927307129,,,24672.796964645386,
2602,,,P-B,,5423.383712768555,,,14071.31314277649,,,11066.56002998352,
260541,,,P-B,,7228.055238723755,,,15118.595838546753,,,21297.770023345947,
260556,,,P-B,,5430.886030197144,,,15676.622867584229,,,12079.723834991455,
260563,,,P-B,,5534.467935562134,,,8057.837963104248,,,10975.223779678345,
260604,,,P-B,,4536.631107330322,,,18738.96598815918,,,20996.336936950684,
260605,,,P-B,,4219.472885131836,,,14970.871686935425,,,16347.689151763916,
260614,,,P-B,,6244.5969581604,,,18999.999046325684,,,18251.545906066895,
260615,,,P-B,,8064.565896987915,,,15929.221153259277,,,16697.72696495056,
260616,,,P-B,,5625.916242599487,,,17186.33508682251,,,17366.22166633606,
260857,,,P-B,,6453.573942184448,,,13205.003023147583,,,17938.01498413086,
260858,,,P-B,,6803.409814834595,,,12744.766235351562,,,18944.33307647705,
260861,,,P-B,,7478.832721710205,,,13690.735816955566,,,26697.141408920288,
260862,,,P-B,,5832.5018882751465,,,14162.020683288574,,,19374.889373779297,
260872,,,P-B,,7472.642183303833,,,23045.209884643555,,,16752.29501724243,
260877,,,P-B,,5634.559869766235,,,15885.49518585205,,,22868.315935134888,
260878,,,P-B,,4153.535842895508,,,11563.938856124878,,,15833.05025100708,
263220,,,P-B,,4683.188199996948,,,21027.168035507202,,,18462.8849029541,
264303,,,P-B,,7573.757886886597,,,20991.695880889893,,,24141.229152679443,
264304,,,P-B,,7192.436933517456,,,18213.607788085938,,,17709.29503440857,
2648,,,P-B,,4890.760183334351,,,13356.31012916565,,,17190.658807754517,
2649,,,P-B,,5147.1898555755615,,,13191.582918167114,,,16143.351078033447,
2650,,,P-B,,3349.6646881103516,,,9858.946084976196,,,10511.131763458252,
266946,,,P-B,,7675.433158874512,,,18790.177822113037,,,20389.798164367676,
269280,,,P-B,,9376.662015914917,,,20169.212341308594,,,23798.81715774536,
269283,,,P-B,,7376.044988632202,,,16345.890283584595,,,18424.43299293518,
269513,,,P-B,,6776.058912277222,,,14801.839113235474,,,17218.81914138794,
269723,,,P-B,,6163.548946380615,,,10272.080898284912,,,22067.507028579712,
269724,,,P-B,,4815.743207931519,,,26098.07586669922,,,21815.88888168335,
269725,,,P-B,,8498.340845108032,,,36043.99371147156,,,14115.429162979126,
269726,,,P-B,,6150.597333908081,,,12143.759727478027,,,19451.692581176758,
269727,,,P-B,,5843.0421352386475,,,19778.972148895264,,,27081.249952316284,
282465,,,P-B,,6781.696081161499,,,14426.651954650879,,,20786.404848098755,
282467,,,P-B,,9539.031982421875,,,11941.126108169556,,,22597.777128219604,
282474,,,P-B,,9172.713279724121,,,13546.16403579712,,,23171.163320541382,
282475,,,P-B,,10499.613046646118,,,26241.867065429688,,,21968.862056732178,
282482,,,P-B,,9616.227149963379,,,16983.323335647583,,,22560.736179351807,
282484,,,P-B,,8161.072254180908,,,12108.200788497925,,,20689.194917678833,
282496,,,P-B,,7668.542861938477,,,13606.884241104126,,,18515.679836273193,
282498,,,P-B,,8534.88802909851,,,12839.664697647095,,,17000.32925605774,
282501,,,P-B,,6146.627187728882,,,13102.910995483398,,,19788.594961166382,
282516,,,P-B,,6493.929862976074,,,16564.520120620728,,,15088.7930393219,
282517,,,P-B,,6657.776832580566,,,10542.877912521362,,,14472.434759140015,
282518,,,P-B,,3367.4051761627197,,,16179.270029067993,,,14689.948081970215,
282524,,,P-B,,6452.41117477417,,,17899.88398551941,,,16560.115814208984,
282525,,,P-B,,4815.6280517578125,,,15468.861103057861,,,15970.773935317993,
282551,,,P-B,,4513.531923294067,,,14409.23285484314,,,12712.135791778564,
282554,,,P-B,,4499.784231185913,,,8892.457008361816,,,14122.623920440674,
282555,,,P-B,,4837.110996246338,,,13810.786962509155,,,16366.549968719482,
282556,,,P-B,,6230.326175689697,,,17600.852012634277,,,17856.399059295654,
282557,,,P-B,,4532.4108600616455,,,10827.944040298462,,,16605.10802268982,
282558,,,P-B,,5234.298944473267,,,14277.442932128906,,,13026.466131210327,
282559,,,P-B,,5274.876832962036,,,15839.438915252686,,,14514.06192779541,
282560,,,P-B,,4709.099054336548,,,14590.980052947998,,,18765.088081359863,
282561,,,P-B,,5323.630809783936,,,14504.343748092651,,,12932.300806045532,
282562,,,P-B,,5011.2409591674805,,,11739.690780639648,,,12288.846969604492,
282563,,,P-B,,4271.667003631592,,,12779.782772064209,,,14294.144868850708,
282599,,,P-B,,2886.1289024353027,,,17236.929893493652,,,16927.16407775879,
282617,,,P-B,,3584.9390029907227,,,18556.42580986023,,,11681.725978851318,
282618,,,P-B,,4509.6189975738525,,,11558.04705619812,,,13122.513771057129,
282619,,,P-B,,6136.239051818848,,,18931.25605583191,,,15778.785943984985,
284443,,,P-B,,7483.444929122925,,,12830.679178237915,,,26739.079236984253,
285436,,,P-B,,9837.24594116211,,,14417.010068893433,,,28368.073225021362,
289,,,P-B,,7759.01198387146,,,17618.645906448364,,,21183.78496170044,
289762,,,P-B,,6644.54197883606,,,14061.35082244873,,,17404.68406677246,
289763,,,P-B,,4709.9597454071045,,,19018.167734146118,,,16346.699953079224,
289764,,,P-B,,5431.615114212036,,,11952.233076095581,,,11202.831983566284,
289765,,,P-B,,6516.158819198608,,,13619.28415298462,,,12791.89682006836,
289766,,,P-B,,5222.340822219849,,,14670.608043670654,,,14576.72381401062,
289767,,,P-B,,3758.8820457458496,,,12655.88402748108,,,10616.257667541504,
289768,,,P-B,,4130.146026611328,,,14376.315116882324,,,13507.069826126099,
289769,,,P-B,,6324.542999267578,,,14702.095031738281,,,10557.973861694336,
289770,,,P-B,,5349.608898162842,,,13061.984062194824,,,12293.254137039185,
292512,,,P-B,,6497.3320960998535,,,14650.605916976929,,,19350.796222686768,
292520,,,P-B,,4611.584186553955,,,12330.678939819336,,,18636.74283027649,
292538,,,P-B,,7361.438035964966,,,18480.537176132202,,,16793.799877166748,
298464,,,P-B,,5352.276086807251,,,10433.652877807617,,,12826.563835144043,
298465,,,P-B,,3637.3932361602783,,,11869.46988105774,,,10215.320825576782,
298466,,,P-B,,4553.780078887939,,,9995.107173919678,,,13688.385963439941,
298467,,,P-B,,4706.492900848389,,,14032.928943634033,,,13009.22679901123,
298468,,,P-B,,4923.192977905273,,,11701.550722122192,,,14164.725065231323,
298469,,,P-B,,5625.569105148315,,,11511.034965515137,,,9921.979188919067,
300825,,,P-B,,6150.084972381592,,,10510.692119598389,,,19760.229110717773,
301274,,,P-B,,6656.437873840332,,,21370.39804458618,,,26907.513856887817,
301277,,,P-B,,6695.546865463257,,,14255.451917648315,,,19196.644067764282,
301280,,,P-B,,9799.397230148315,,,16671.74983024597,,,28842.175006866455,
301391,,,P-B,,6116.689205169678,,,16104.74705696106,,,20172.346115112305,
301392,,,P-B,,4822.793960571289,,,15412.00590133667,,,16691.39814376831,
301424,,,P-B,,5045.701742172241,,,9571.537733078003,,,15544.39902305603,
305969,,,P-B,,7583.521127700806,,,20820.31273841858,,,20366.10698699951,
306552,,,P-B,,3886.1920833587646,,,13556.51593208313,,,16190.652847290039,
307269,,,P-B,,10133.779048919678,,,15944.036722183228,,,25953.866004943848,
308575,,,P-B,,6344.383955001831,,,19666.12982749939,,,12798.21491241455,
308592,,,P-B,,6352.690935134888,,,17033.4210395813,,,24881.84690475464,
308605,,,P-B,,5635.2198123931885,,,13254.89091873169,,,12260.07890701294,
308606,,,P-B,,5013.437032699585,,,16023.588180541992,,,14337.71824836731,
308652,,,P-B,,2454.6258449554443,,,12970.328092575073,,,16209.15699005127,
308653,,,P-B,,4033.8308811187744,,,19876.637935638428,,,19454.658031463623,
309837,,,P-B,,6158.478736877441,,,17323.838233947754,,,27443.546056747437,
309844,,,P-B,,5206.808090209961,,,17579.041957855225,,,25692.356824874878,
309871,,,P-B,,6620.50199508667,,,18336.162090301514,,,27648.802757263184,
309872,,,P-B,,8104.450702667236,,,19615.473985671997,,,25840.69514274597,
313591,,,P-B,,6545.608997344971,,,18161.60488128662,,,18287.587881088257,
315985,,,P-B,,5574.366092681885,,,13034.036874771118,,,19209.872722625732,
315994,,,P-B,,5510.68902015686,,,14610.533714294434,,,17341.999769210815,
319972,,,P-B,,7440.420866012573,,,17145.00093460083,,,23655.751943588257,
319984,,,P-B,,5970.224857330322,,,13216.090202331543,,,14217.077016830444,
319985,,,P-B,,5733.797073364258,,,11764.148950576782,,,17956.971168518066,
319998,,,P-B,,6242.988109588623,,,11177.772998809814,,,16727.065801620483,
320912,,,P-B,,8084.91325378418,,,13523.205041885376,,,25509.71817970276,
320920,,,P-B,,9424.983024597168,,,16414.807081222534,,,16798.99287223816,
320974,,,P-B,,4796.199083328247,,,13431.922197341919,,,16627.29024887085,
322545,,,P-B,,7601.092100143433,,,16640.576124191284,,,18045.50313949585,
322553,,,P-B,,7144.047975540161,,,15318.765878677368,,,23570.398092269897,
322572,,,P-B,,6821.605205535889,,,15363.006114959717,,,14630.075216293335,
322647,,,P-B,,9010.820865631104,,,14099.692106246948,,,16624.848127365112,
322648,,,P-B,,5226.7866134643555,,,14493.721723556519,,,22313.40217590332,
322669,,,P-B,,6325.785875320435,,,20375.60200691223,,,19673.051834106445,
322670,,,P-B,,4905.975103378296,,,15366.019010543823,,,18346.816062927246,
325104,,,P-B,,8203.101873397827,,,15934.625148773193,,,19754.757165908813,
325220,,,P-B,,5111.258029937744,,,8435.928106307983,,,18524.0581035614,
325221,,,P-B,,5222.129106521606,,,9889.786958694458,,,19522.881031036377,
325222,,,P-B,,6653.822898864746,,,10957.712888717651,,,12312.822103500366,
330760,,,P-B,,6437.376022338867,,,16871.829748153687,,,17097.265005111694,
330769,,,P-B,,5533.29610824585,,,14835.628032684326,,,15563.49229812622,
330770,,,P-B,,6253.282785415649,,,20912.85800933838,,,16939.456939697266,
330840,,,P-B,,8478.926658630371,,,17282.243013381958,,,15341.079950332642,
33124,,,P-B,,6642.257928848267,,,17133.905172348022,,,20973.551988601685,
